"id","samp_period","series","series_rep","rep_id","log.co2pmin_22","log.co2pmin_26","log.co2pmin_28","log.co2pmin_24","log.co2pmin_32","log.co2pmin_30","z.log.mass_22","z.log.mass_26","z.log.mass_28","z.log.mass_24","z.log.mass_32","z.log.mass_30","prior_temp_22","prior_temp_26","prior_temp_28","prior_temp_24","prior_temp_32","prior_temp_30"
"ld0065",2,"ld0065_2","ld0065_2_c_co2_samp_1","c_co2_samp_1",-3.935053993,-3.902794745,-4.051621501,-4.070217837,-2.799080963,NA,-0.183489633346378,-0.47679457059668,-0.531910255263733,-0.531910255263733,-0.183489633346378,-0.47679457059668,32,24.5,24,24,24.5,26
"ld0065",2,"ld0065_2","ld0065_2_c_co2_samp_2","c_co2_samp_2",-4.16323473,-4.05963289,-3.686464999,-4.30175504,-3.222283974,NA,-0.183489633346378,-0.47679457059668,-0.531910255263733,-0.531910255263733,-0.183489633346378,-0.47679457059668,32,24.5,24,24,24.5,26
"ld0065",3,"ld0065_3","ld0065_3_c_co2_samp_1","c_co2_samp_1",-4.046954616,NA,-3.836360063,-3.95211399,-3.458310893,-3.008841904,-0.611252346583654,-0.739711006785096,-0.611252346583654,-0.715481330503649,-0.715481330503649,-0.739711006785096,25,25.5,22,32,23,26
"ld0065",3,"ld0065_3","ld0065_3_c_co2_samp_2","c_co2_samp_2",-4.141629375,NA,-3.653897364,-4.037975794,-3.438720803,-3.239431676,-0.611252346583654,-0.739711006785096,-0.611252346583654,-0.715481330503649,-0.715481330503649,-0.739711006785096,25,25.5,22,32,23,26
"ld0065",4,"ld0065_4","ld0065_4_c_co2_samp_1","c_co2_samp_1",-4.298219896,-3.364352059,-3.750897427,-3.757110961,-3.609922526,-3.568819734,-0.927728480562266,-0.691318372093546,-0.82912996551083,-0.691318372093546,-0.927728480562266,-0.82912996551083,32,24.5,30,26,26,25
"ld0065",4,"ld0065_4","ld0065_4_c_co2_samp_2","c_co2_samp_2",-5.697179257,-3.259097737,-3.66649016,-4.078956962,-3.747866015,-3.658950657,-0.927728480562266,-0.691318372093546,-0.82912996551083,-0.691318372093546,-0.927728480562266,-0.82912996551083,32,24.5,30,26,26,25
"ld0065",5,"ld0065_5","ld0065_5_c_co2_samp_1","c_co2_samp_1",-3.882464656,-3.672382582,-4.069581496,-4.157711441,-3.51192517,-3.951604401,-0.524015359978078,-0.539812259866226,-0.667221765140151,-0.539812259866226,-0.524015359978078,-0.667221765140151,24,24,30,24,22,25.5
"ld0065",5,"ld0065_5","ld0065_5_c_co2_samp_2","c_co2_samp_2",-4.240693312,-3.841178132,-3.654710046,-4.568099684,-3.436124617,-3.848554255,-0.524015359978078,-0.539812259866226,-0.667221765140151,-0.539812259866226,-0.524015359978078,-0.667221765140151,24,24,30,24,22,25.5
"ld0065",6,"ld0065_6","ld0065_6_c_co2_samp_1","c_co2_samp_1",-3.782264527,NA,-3.214926442,-4.103247464,-3.175545371,-3.542514553,-0.206292181087866,-0.0928673940334065,-0.0928673940334065,-0.406436438967599,-0.406436438967599,-0.206292181087866,24,28,23.5,24,24,22
"ld0065",6,"ld0065_6","ld0065_6_c_co2_samp_2","c_co2_samp_2",-4.251262704,NA,-3.031630657,-5.548646305,-3.302041553,-3.479118375,-0.206292181087866,-0.0928673940334065,-0.0928673940334065,-0.406436438967599,-0.406436438967599,-0.206292181087866,24,28,23.5,24,24,22
"ld0065",7,"ld0065_7","ld0065_7_c_co2_samp_1","c_co2_samp_1",NA,NA,-3.842213084,-3.507270157,-3.496004236,NA,-1.19620603363324,-0.894739060061758,-1.19620603363324,-0.894739060061758,-0.707419616093653,-0.707419616093653,23.5,24,22,23.5,30,23
"ld0065",7,"ld0065_7","ld0065_7_c_co2_samp_2","c_co2_samp_2",NA,NA,-3.766783267,-3.852534294,-3.332834765,NA,-1.19620603363324,-0.894739060061758,-1.19620603363324,-0.894739060061758,-0.707419616093653,-0.707419616093653,23.5,24,22,23.5,30,23
"ld0065",8,"ld0065_8","ld0065_8_c_co2_samp_1","c_co2_samp_1",NA,-4.219641358,-3.532127215,-4.183563616,NA,-3.029166573,-0.715481330503649,-0.39865357768749,-0.747802455507865,-0.747802455507865,-0.715481330503649,-0.39865357768749,32,30,24,28,23.5,23
"ld0065",8,"ld0065_8","ld0065_8_c_co2_samp_2","c_co2_samp_2",NA,-4.041077475,-3.402329967,-4.385818162,NA,-2.927346446,-0.715481330503649,-0.39865357768749,-0.747802455507865,-0.747802455507865,-0.715481330503649,-0.39865357768749,32,30,24,28,23.5,23
"ld0065",9,"ld0065_9","ld0065_9_c_co2_samp_1","c_co2_samp_1",-4.074708053,-3.808287253,-3.483242869,-4.161010904,-3.043663531,NA,-0.643191146239097,-0.747802455507865,-0.603285777250199,-0.603285777250199,-0.643191146239097,-0.747802455507865,32,30,24,23.5,23,23
"ld0065",9,"ld0065_9","ld0065_9_c_co2_samp_2","c_co2_samp_2",-4.077529594,-3.832825579,-3.626212532,-4.137022391,-2.927207171,NA,-0.643191146239097,-0.747802455507865,-0.603285777250199,-0.603285777250199,-0.643191146239097,-0.747802455507865,32,30,24,23.5,23,23
"ld0069",1,"ld0069_1","ld0069_1_c_co2_samp_1","c_co2_samp_1",-2.567802565,NA,-2.661609467,-3.539700249,-3.084587045,NA,1.92515547605268,1.51579705109681,1.92515547605268,1.47190540644522,1.47190540644522,1.51579705109681,27.5,24.5,22,24,24,26
"ld0069",1,"ld0069_1","ld0069_1_c_co2_samp_2","c_co2_samp_2",-2.658653429,NA,-3.045142521,-3.424876779,-2.984872162,-3.138893646,1.92515547605268,1.51579705109681,1.92515547605268,1.47190540644522,1.47190540644522,1.51579705109681,27.5,24.5,22,24,24,26
"ld0069",10,"ld0069_10","ld0069_10_c_co2_samp_1","c_co2_samp_1",-3.148007596,-3.090863242,NA,-4.201727107,-2.40479542,-2.96529525,1.43726443890448,1.30052220924925,1.57190848893644,1.57190848893644,1.43726443890448,1.30052220924925,32,30,24,22,22,22.5
"ld0069",10,"ld0069_10","ld0069_10_c_co2_samp_2","c_co2_samp_2",-2.999642875,-3.042943346,NA,-3.900762642,-2.418449565,-2.909292745,1.43726443890448,1.30052220924925,1.57190848893644,1.57190848893644,1.43726443890448,1.30052220924925,32,30,24,22,22,22.5
"ld0069",2,"ld0069_2","ld0069_2_c_co2_samp_1","c_co2_samp_1",-3.662272841,NA,-3.314333841,-3.787769972,-2.489754702,-3.164082505,1.80494571241477,1.65848597576231,1.46561721160924,1.46561721160924,1.80494571241477,1.65848597576231,32,25,24,24.5,25.5,26
"ld0069",2,"ld0069_2","ld0069_2_c_co2_samp_2","c_co2_samp_2",-3.710867776,-3.539106881,-3.484192051,-3.850570963,NA,-3.126714531,1.80494571241477,1.65848597576231,1.46561721160924,1.46561721160924,1.80494571241477,1.65848597576231,32,25,24,24.5,25.5,26
"ld0069",3,"ld0069_3","ld0069_3_c_co2_samp_1","c_co2_samp_1",NA,-4.576468796,NA,-4.505312581,-3.959496182,-3.166945267,0.806108196900125,1.07325745899354,0.806108196900125,0.967371703452358,0.967371703452358,1.07325745899354,25.5,26.5,22,32,22.5,26
"ld0069",3,"ld0069_3","ld0069_3_c_co2_samp_2","c_co2_samp_2",-4.731307706,-4.205603203,NA,-4.451385919,-3.515507886,-3.065235566,0.806108196900125,1.07325745899354,0.806108196900125,0.967371703452358,0.967371703452358,1.07325745899354,25.5,26.5,22,32,22.5,26
"ld0069",4,"ld0069_4","ld0069_4_c_co2_samp_1","c_co2_samp_1",-4.353973654,-4.213178627,-3.942028436,-4.263305757,-3.012800466,-2.981267187,1.11263751992908,1.11263751992908,1.44672554550086,1.44672554550086,1.06667689961646,1.06667689961646,26,24,24,23.5,24,32
"ld0069",4,"ld0069_4","ld0069_4_c_co2_samp_2","c_co2_samp_2",NA,-4.19301724,-3.567679136,-4.818384586,-3.15635086,-2.785225483,1.11263751992908,1.11263751992908,1.44672554550086,1.44672554550086,1.06667689961646,1.06667689961646,26,24,24,23.5,24,32
"ld0069",5,"ld0069_5","ld0069_5_c_co2_samp_1","c_co2_samp_1",-4.163136272,-3.474555925,-3.779681103,-3.85881679,-2.496380835,NA,1.70145649088726,1.50327896692246,1.37710604531365,1.50327896692246,1.70145649088726,1.37710604531365,23.5,24,30,24.5,22,26
"ld0069",5,"ld0069_5","ld0069_5_c_co2_samp_2","c_co2_samp_2",-4.277312655,-3.362866964,-3.824660535,-4.150807275,-2.555000073,NA,1.70145649088726,1.50327896692246,1.37710604531365,1.50327896692246,1.70145649088726,1.37710604531365,23.5,24,30,24.5,22,26
"ld0069",6,"ld0069_6","ld0069_6_c_co2_samp_1","c_co2_samp_1",-4.170869063,-3.256094445,-3.498085675,-3.65020757,-2.740890733,-2.92727928,1.04030520277926,1.21679512875285,1.26841395711461,1.21679512875285,1.04030520277926,1.26841395711461,32,24,24.5,25,25.5,28
"ld0069",6,"ld0069_6","ld0069_6_c_co2_samp_2","c_co2_samp_2",-4.176393109,-3.312860556,-3.008529939,-3.687888198,-2.85784914,-2.98073278,1.04030520277926,1.21679512875285,1.26841395711461,1.21679512875285,1.04030520277926,1.26841395711461,32,24,24.5,25,25.5,28
"ld0069",7,"ld0069_7","ld0069_7_c_co2_samp_1","c_co2_samp_1",-3.465007511,-2.971560023,-3.623422788,-3.959817176,-3.091933968,-2.567479978,1.0469055607573,0.826428952066871,0.826428952066871,0.86692983404554,0.86692983404554,1.0469055607573,24,28,23.5,23.5,24,22
"ld0069",7,"ld0069_7","ld0069_7_c_co2_samp_2","c_co2_samp_2",-3.068799055,-3.332525211,-3.388940702,-4.192113797,-2.796005876,-2.478399598,1.0469055607573,0.826428952066871,0.826428952066871,0.86692983404554,0.86692983404554,1.0469055607573,24,28,23.5,23.5,24,22
"ld0069",8,"ld0069_8","ld0069_8_c_co2_samp_1","c_co2_samp_1",NA,NA,-3.256203588,NA,-3.117057499,-3.16600222,0.907244646997654,0.907244646997654,0.799324141271864,1.28127135944133,1.28127135944133,0.799324141271864,26,23,30,22.5,24,23
"ld0069",8,"ld0069_8","ld0069_8_c_co2_samp_2","c_co2_samp_2",NA,NA,-3.164619583,NA,-3.029759829,-3.170865859,0.907244646997654,0.907244646997654,0.799324141271864,1.28127135944133,1.28127135944133,0.799324141271864,26,23,30,22.5,24,23
"ld0069",9,"ld0069_9","ld0069_9_c_co2_samp_1","c_co2_samp_1",-3.592923908,-4.016131723,-3.364250743,-3.872163114,-2.578341561,-3.458555718,1.20384283781375,0.826428952066871,0.846702758970394,0.846702758970394,1.20384283781375,0.826428952066871,32,30,24,22,22,21.5
"ld0069",9,"ld0069_9","ld0069_9_c_co2_samp_2","c_co2_samp_2",-3.690760604,-4.283126299,-3.503301634,-4.228102572,-2.661206758,-3.606942236,1.20384283781375,0.826428952066871,0.846702758970394,0.846702758970394,1.20384283781375,0.826428952066871,32,30,24,22,22,21.5
"ld0075",1,"ld0075_1","ld0075_1_c_co2_samp_1","c_co2_samp_1",-4.278829019,NA,NA,-4.181709277,NA,NA,-0.853675927020666,-1.3335892783381,-0.853675927020666,-1.69577676743376,-1.69577676743376,-1.3335892783381,25.5,24.5,22,23.5,24,26
"ld0075",1,"ld0075_1","ld0075_1_c_co2_samp_2","c_co2_samp_2",NA,NA,NA,-4.395589482,NA,NA,-0.853675927020666,-1.3335892783381,-0.853675927020666,-1.69577676743376,-1.69577676743376,-1.3335892783381,25.5,24.5,22,23.5,24,26
"ld0075",10,"ld0075_10","ld0075_10_c_co2_samp_1","c_co2_samp_1",-4.732811578,-3.78623646,-3.601879465,-4.671364427,-3.20555999,-2.9015128,-1.32493952355387,-1.41182315924427,-1.16219368284252,-1.16219368284252,-1.32493952355387,-1.41182315924427,23.5,23,24,24,22,26
"ld0075",10,"ld0075_10","ld0075_10_c_co2_samp_2","c_co2_samp_2",-4.251710847,-3.868517221,-3.807778442,-4.188150668,-3.31946271,-3.106714069,-1.32493952355387,-1.41182315924427,-1.16219368284252,-1.16219368284252,-1.32493952355387,-1.41182315924427,23.5,23,24,24,22,26
"ld0075",2,"ld0075_2","ld0075_2_c_co2_samp_1","c_co2_samp_1",-3.723795821,NA,-3.944772899,-5.289201154,NA,-4.749173329,-1.14523681666151,-1.59712786884051,-1.41182315924427,-1.41182315924427,-1.14523681666151,-1.59712786884051,32,26,24,25,25,26
"ld0075",2,"ld0075_2","ld0075_2_c_co2_samp_2","c_co2_samp_2",-3.507426258,NA,-4.088982461,-5.506838091,-3.471812884,-3.926455901,-1.14523681666151,-1.59712786884051,-1.41182315924427,-1.41182315924427,-1.14523681666151,-1.59712786884051,32,26,24,25,25,26
"ld0075",3,"ld0075_3","ld0075_3_c_co2_samp_1","c_co2_samp_1",-3.410215465,-4.31054355,-3.495477179,NA,-3.498965517,-3.695119331,-1.55265146588276,-1.40309598247512,-1.55265146588276,-1.36827381170776,-1.36827381170776,-1.40309598247512,26,26,22,32,22,26
"ld0075",3,"ld0075_3","ld0075_3_c_co2_samp_2","c_co2_samp_2",-3.572965742,-4.393846046,-3.580033804,NA,-3.767084325,-3.773862211,-1.55265146588276,-1.40309598247512,-1.55265146588276,-1.36827381170776,-1.36827381170776,-1.40309598247512,26,26,22,32,22,26
"ld0075",4,"ld0075_4","ld0075_4_c_co2_samp_1","c_co2_samp_1",-5.336142044,-3.353105245,-3.470638484,-3.606564677,-5.040362414,-3.68893631,-2.04535828631907,-1.71383269050804,-1.69577676743376,-1.71383269050804,-2.04535828631907,-1.69577676743376,32,24,30,26,25,24.5
"ld0075",4,"ld0075_4","ld0075_4_c_co2_samp_2","c_co2_samp_2",-4.172335455,-3.225405928,-3.4673841,-3.347810292,-3.882891233,-3.784067411,-2.04535828631907,-1.71383269050804,-1.69577676743376,-1.71383269050804,-2.04535828631907,-1.69577676743376,32,24,30,26,25,24.5
"ld0075",5,"ld0075_5","ld0075_5_c_co2_samp_1","c_co2_samp_1",NA,-4.226756805,NA,-4.577202529,-3.31002677,-4.255703361,-1.24747302766092,-1.36827381170776,-1.22180209121163,-1.36827381170776,-1.24747302766092,-1.22180209121163,23.5,24,30,23,22,24.5
"ld0075",5,"ld0075_5","ld0075_5_c_co2_samp_2","c_co2_samp_2",-4.31709905,-4.030025044,NA,-4.283497417,-3.216198366,-4.319315406,-1.24747302766092,-1.36827381170776,-1.22180209121163,-1.36827381170776,-1.24747302766092,-1.22180209121163,23.5,24,30,23,22,24.5
"ld0075",6,"ld0075_6","ld0075_6_c_co2_samp_1","c_co2_samp_1",-4.718500829,NA,-3.397640816,-4.723221842,-3.410250311,-3.375821357,-1.18769057879897,-0.878290741247623,-0.878290741247623,-0.927728480562266,-0.927728480562266,-1.18769057879897,24.5,28,24,23.5,24,22
"ld0075",6,"ld0075_6","ld0075_6_c_co2_samp_2","c_co2_samp_2",-4.55662838,NA,-3.402708405,-4.318835368,-3.22032534,-3.476309617,-1.18769057879897,-0.878290741247623,-0.878290741247623,-0.927728480562266,-0.927728480562266,-1.18769057879897,24.5,28,24,23.5,24,22
"ld0075",7,"ld0075_7","ld0075_7_c_co2_samp_1","c_co2_samp_1",-4.759635939,-3.976068684,-4.202621419,NA,-3.445134836,-4.019197718,-1.47315763623026,-1.41182315924427,-1.47315763623026,-1.41182315924427,-1.35091440838462,-1.35091440838462,25,24,22,23.5,30,24.5
"ld0075",7,"ld0075_7","ld0075_7_c_co2_samp_2","c_co2_samp_2",-4.889148246,-4.197085566,-4.301737375,-4.468172227,-4.967041406,-3.888018329,-1.47315763623026,-1.41182315924427,-1.47315763623026,-1.41182315924427,-1.35091440838462,-1.35091440838462,25,24,22,23.5,30,24.5
"ld0075",8,"ld0075_8","ld0075_8_c_co2_samp_1","c_co2_samp_1",-5.388410425,NA,-4.704084442,NA,-3.70526908,NA,-1.64183084640265,-1.44681892055421,-1.31629828650098,-1.31629828650098,-1.64183084640265,-1.44681892055421,32,30,23.5,28,22.5,23
"ld0075",8,"ld0075_8","ld0075_8_c_co2_samp_2","c_co2_samp_2",-4.680122898,NA,-4.621981522,NA,-3.761316634,NA,-1.64183084640265,-1.44681892055421,-1.31629828650098,-1.31629828650098,-1.64183084640265,-1.44681892055421,32,30,23.5,28,22.5,23
"ld0075",9,"ld0075_9","ld0075_9_c_co2_samp_1","c_co2_samp_1",-4.641252448,-3.585491375,-4.175548589,-3.644782298,-3.332071094,-3.249540409,-1.38566762417794,-1.53492383254429,-1.46436927744052,-1.53492383254429,-1.38566762417794,-1.46436927744052,32,23,24,26,23,28
"ld0075",9,"ld0075_9","ld0075_9_c_co2_samp_2","c_co2_samp_2",-4.665671596,-3.558408571,-4.000739183,-3.578663717,-3.27015093,-3.273825022,-1.38566762417794,-1.53492383254429,-1.46436927744052,-1.53492383254429,-1.38566762417794,-1.46436927744052,32,23,24,26,23,28
"ld0076",1,"ld0076_1","ld0076_1_c_co2_samp_1","c_co2_samp_1",-3.663632337,-3.718301553,-3.334909549,NA,-3.153573465,-3.40106964,1.75030936872961,1.75030936872961,1.39614802497692,1.39614802497692,1.30052220924925,1.30052220924925,25.5,22,24.5,28,24,32
"ld0076",1,"ld0076_1","ld0076_1_c_co2_samp_2","c_co2_samp_2",-5.463974554,-3.766209604,-4.365695845,NA,-3.547599664,-3.297412871,1.75030936872961,1.75030936872961,1.39614802497692,1.39614802497692,1.30052220924925,1.30052220924925,25.5,22,24.5,28,24,32
"ld0076",10,"ld0076_10","ld0076_10_c_co2_samp_1","c_co2_samp_1",-3.681093656,-3.735570927,-3.447555363,-3.999845326,-3.222103002,NA,0.980677506635669,0.403697627965816,0.641825542011974,0.641825542011974,0.980677506635669,0.403697627965816,32,30,24,22,22,23
"ld0076",10,"ld0076_10","ld0076_10_c_co2_samp_2","c_co2_samp_2",-3.73235996,-3.927471454,-3.371718375,-3.966104285,-3.162486216,NA,0.980677506635669,0.403697627965816,0.641825542011974,0.641825542011974,0.980677506635669,0.403697627965816,32,30,24,22,22,23
"ld0076",2,"ld0076_2","ld0076_2_c_co2_samp_1","c_co2_samp_1",-4.084614369,-3.581821186,NA,-4.293673438,-3.412851249,-3.590943607,1.03369987652226,0.907244646997654,0.648732410151384,0.648732410151384,1.03369987652226,0.907244646997654,32,29,24,28.5,28.5,26
"ld0076",2,"ld0076_2","ld0076_2_c_co2_samp_2","c_co2_samp_2",-5.676434853,-3.820963352,-3.823348466,-4.0133763,-3.516534998,-3.591926513,1.03369987652226,0.907244646997654,0.648732410151384,0.648732410151384,1.03369987652226,0.907244646997654,32,29,24,28.5,28.5,26
"ld0076",3,"ld0076_3","ld0076_3_c_co2_samp_1","c_co2_samp_1",-4.18605057,-3.211936916,NA,-4.580836061,-3.519312428,-3.070823654,0.572456204335017,0.690059843766811,0.572456204335017,0.806108196900125,0.806108196900125,0.690059843766811,26,27,22,32,22.5,26
"ld0076",3,"ld0076_3","ld0076_3_c_co2_samp_2","c_co2_samp_2",-4.254766999,-3.363783933,NA,-4.178175049,-3.607344528,-2.986445973,0.572456204335017,0.690059843766811,0.572456204335017,0.806108196900125,0.806108196900125,0.690059843766811,26,27,22,32,22.5,26
"ld0076",4,"ld0076_4","ld0076_4_c_co2_samp_1","c_co2_samp_1",-3.03475503,-3.597983986,-3.15200373,-4.385259461,-2.989607001,NA,1.07325745899354,1.07325745899354,1.09296958001515,1.09296958001515,0.934018658670048,0.934018658670048,26,24.5,24,23.5,24,32
"ld0076",4,"ld0076_4","ld0076_4_c_co2_samp_2","c_co2_samp_2",-3.789565314,-3.667035311,-3.401937178,-3.733682099,-2.964897647,-2.999551483,1.07325745899354,1.07325745899354,1.09296958001515,1.09296958001515,0.934018658670048,0.934018658670048,26,24.5,24,23.5,24,32
"ld0076",5,"ld0076_5","ld0076_5_c_co2_samp_1","c_co2_samp_1",NA,NA,-3.540609707,-3.826895972,-3.637224419,-4.394848849,1.16487086175974,0.893826944814487,1.11918371606861,1.11918371606861,0.893826944814487,1.16487086175974,25,25,24.5,28,26,22
"ld0076",5,"ld0076_5","ld0076_5_c_co2_samp_2","c_co2_samp_2",NA,NA,NA,-4.045760477,-3.397907933,-3.471317549,1.16487086175974,0.893826944814487,1.11918371606861,1.11918371606861,0.893826944814487,1.16487086175974,25,25,24.5,28,26,22
"ld0076",6,"ld0076_6","ld0076_6_c_co2_samp_1","c_co2_samp_1",-3.99627491,NA,NA,-4.217416656,-3.559383756,-3.40965315,0.987322850018829,0.893826944814487,1.00722873874705,0.893826944814487,0.987322850018829,1.00722873874705,32,24,23.5,25,25,28
"ld0076",6,"ld0076_6","ld0076_6_c_co2_samp_2","c_co2_samp_2",-3.867456652,-4.367297559,NA,-4.263116408,-3.66825206,-3.50611074,0.987322850018829,0.893826944814487,1.00722873874705,0.893826944814487,0.987322850018829,1.00722873874705,32,24,23.5,25,25,28
"ld0076",7,"ld0076_7","ld0076_7_c_co2_samp_1","c_co2_samp_1",-4.380741605,NA,NA,-3.905567675,NA,-2.731115649,0.846702758970394,0.710650800852033,0.710650800852033,0.873661844746326,0.873661844746326,0.846702758970394,23,28,23.5,24,24,22
"ld0076",7,"ld0076_7","ld0076_7_c_co2_samp_2","c_co2_samp_2",-4.228418643,NA,NA,-3.931701754,NA,-2.795537432,0.846702758970394,0.710650800852033,0.710650800852033,0.873661844746326,0.873661844746326,0.846702758970394,23,28,23.5,24,24,22
"ld0076",8,"ld0076_8","ld0076_8_c_co2_samp_1","c_co2_samp_1",-3.389730915,-3.583798484,-3.31947438,-3.388799838,-3.22264306,-3.734874185,0.627995475290943,0.913945812285581,0.778940449137521,0.778940449137521,0.627995475290943,0.913945812285581,32,30,24.5,28,22.5,26
"ld0076",8,"ld0076_8","ld0076_8_c_co2_samp_2","c_co2_samp_2",-3.250023109,-3.640389078,-3.260215187,-3.167137336,-3.270210515,-3.236737542,0.627995475290943,0.913945812285581,0.778940449137521,0.778940449137521,0.627995475290943,0.913945812285581,32,30,24.5,28,22.5,26
"ld0076",9,"ld0076_9","ld0076_9_c_co2_samp_1","c_co2_samp_1",-3.321719904,-3.732774305,NA,-4.0385496,NA,-3.690633886,0.432050400670583,0.33956694897915,0.33956694897915,0.33956694897915,0.432050400670583,0.33956694897915,32,30,24,22,22,22
"ld0076",9,"ld0076_9","ld0076_9_c_co2_samp_2","c_co2_samp_2",-3.31969938,-3.878425688,NA,-4.322664672,-3.363220367,-3.401406393,0.432050400670583,0.33956694897915,0.33956694897915,0.33956694897915,0.432050400670583,0.33956694897915,32,30,24,22,22,22
"ld0077",1,"ld0077_1","ld0077_1_c_co2_samp_1","c_co2_samp_1",-4.020828913,NA,NA,-3.917128847,-3.641861492,-3.613033532,2.11997060275517,1.60911776950011,2.11997060275517,1.54701435729606,1.54701435729606,1.60911776950011,28,25.5,22,27,24,26
"ld0077",1,"ld0077_1","ld0077_1_c_co2_samp_2","c_co2_samp_2",-3.896039176,NA,NA,-4.004456706,-3.870884186,-3.738260486,2.11997060275517,1.60911776950011,2.11997060275517,1.54701435729606,1.54701435729606,1.60911776950011,28,25.5,22,27,24,26
"ld0077",10,"ld0077_10","ld0077_10_c_co2_samp_1","c_co2_samp_1",-4.183106478,-3.666185903,-3.614290294,-4.265986025,-2.894443074,-3.0904924,0.907244646997654,1.08640379181651,0.537564804417696,0.537564804417696,0.907244646997654,1.08640379181651,22,22,24,22.5,22,26
"ld0077",10,"ld0077_10","ld0077_10_c_co2_samp_2","c_co2_samp_2",-3.929498865,-3.639899463,-3.629032645,-4.011677187,-3.005197057,-3.071385362,0.907244646997654,1.08640379181651,0.537564804417696,0.537564804417696,0.907244646997654,1.08640379181651,22,22,24,22.5,22,26
"ld0077",2,"ld0077_2","ld0077_2_c_co2_samp_1","c_co2_samp_1",-4.228946507,-3.683823563,NA,NA,NA,-3.382761895,1.51579705109681,1.28127135944133,1.28127135944133,1.07983308726533,1.51579705109681,1.07983308726533,26.5,24,26,25,22,24
"ld0077",2,"ld0077_2","ld0077_2_c_co2_samp_2","c_co2_samp_2",-4.029940367,-3.712490689,NA,NA,NA,-3.633991509,1.51579705109681,1.28127135944133,1.28127135944133,1.07983308726533,1.51579705109681,1.07983308726533,26.5,24,26,25,22,24
"ld0077",3,"ld0077_3","ld0077_3_c_co2_samp_1","c_co2_samp_1",-3.797144847,-3.853904392,-3.407869581,-4.236194594,-5.546832974,NA,1.00722873874705,1.00722873874705,1.00722873874705,0.853450299109157,0.853450299109157,1.00722873874705,26,25.5,22,32,22.5,26
"ld0077",3,"ld0077_3","ld0077_3_c_co2_samp_2","c_co2_samp_2",-3.934529474,-3.839784941,-3.565208683,-3.957509437,-3.261793374,NA,1.00722873874705,1.00722873874705,1.00722873874705,0.853450299109157,0.853450299109157,1.00722873874705,26,25.5,22,32,22.5,26
"ld0077",4,"ld0077_4","ld0077_4_c_co2_samp_1","c_co2_samp_1",-4.348703103,-4.154964948,-5.406059877,-4.308229899,-3.620879868,-3.601252256,0.920641864131356,0.920641864131356,1.08640379181651,1.08640379181651,0.993963164764823,0.993963164764823,26,25,24,24,24.5,32
"ld0077",4,"ld0077_4","ld0077_4_c_co2_samp_2","c_co2_samp_2",-4.167521211,-3.863324537,-3.578790238,-4.28849163,NA,-3.759678162,0.920641864131356,0.920641864131356,1.08640379181651,1.08640379181651,0.993963164764823,0.993963164764823,26,25,24,24,24.5,32
"ld0077",5,"ld0077_5","ld0077_5_c_co2_samp_1","c_co2_samp_1",-4.911324314,-3.782018563,-4.259973716,NA,-3.063635508,NA,1.35165229137367,1.25553768845343,1.13879305499541,1.25553768845343,1.35165229137367,1.13879305499541,24.5,24,30,23.5,22,25.5
"ld0077",5,"ld0077_5","ld0077_5_c_co2_samp_2","c_co2_samp_2",-4.384057804,-4.882148709,-3.836473927,NA,-2.982032244,NA,1.35165229137367,1.25553768845343,1.13879305499541,1.25553768845343,1.35165229137367,1.13879305499541,24.5,24,30,23.5,22,25.5
"ld0077",6,"ld0077_6","ld0077_6_c_co2_samp_1","c_co2_samp_1",-4.033715974,-3.856503898,-4.042302368,-4.101768125,-4.092074146,-3.53699515,1.10608643674457,1.12572503244911,1.19087140083525,1.12572503244911,1.10608643674457,1.19087140083525,32,24,24.5,24.5,26,28
"ld0077",6,"ld0077_6","ld0077_6_c_co2_samp_2","c_co2_samp_2",-4.071375503,-3.690310879,-3.919253713,-4.112199164,-3.42977776,-3.472729917,1.10608643674457,1.12572503244911,1.19087140083525,1.12572503244911,1.10608643674457,1.19087140083525,32,24,24.5,24.5,26,28
"ld0077",7,"ld0077_7","ld0077_7_c_co2_samp_1","c_co2_samp_1",NA,-3.903479742,-3.834509281,NA,-3.362415651,-3.513793514,0.72435131186003,0.60026977918296,0.60026977918296,0.676305647348913,0.676305647348913,0.72435131186003,24.5,28,24.5,24,24,22
"ld0077",7,"ld0077_7","ld0077_7_c_co2_samp_2","c_co2_samp_2",NA,-3.997561473,-3.689322794,NA,-4.354374723,-4.749290462,0.72435131186003,0.60026977918296,0.60026977918296,0.676305647348913,0.676305647348913,0.72435131186003,24.5,28,24.5,24,24,22
"ld0077",8,"ld0077_8","ld0077_8_c_co2_samp_1","c_co2_samp_1",-4.23110262,-3.627300431,-3.783774313,-3.764364872,-3.513528402,-3.47265875,0.655633846227209,0.833192093456054,0.738030465866373,0.738030465866373,0.655633846227209,0.833192093456054,32,30,25,28,25.5,24
"ld0077",8,"ld0077_8","ld0077_8_c_co2_samp_2","c_co2_samp_2",-4.037577358,-3.774386437,-3.852365646,-3.903752238,-3.495052467,-3.50089593,0.655633846227209,0.833192093456054,0.738030465866373,0.738030465866373,0.655633846227209,0.833192093456054,32,30,25,28,25.5,24
