"id","samp_period","batch","incb_num","incb_temp_id","incb_temp","body_temp","defecate","series","obs","orig_lizmass","orig_co2_pmin","lizmass_nocombout","co2pm_nocombout","incb_temp_K","inverseK_incb_temp","body_temp_K","inverseK_body_temp","z.incb_temp","z.log.temp","z.body_temp","z.log.body_temp","log.mass","z.log.mass","log.co2pmin","z.log.co2pmin","z.prior_temp1","z.log.prior_temp1","z.prior_temp2","z.log.prior_temp2","prior_temp1_K","inverseK_prior_temp1","prior_temp2_K","inverseK_prior_temp2","inverseK_incb_temp_22cen","inverseK_incb_temp_24cen","inverseK_incb_temp_26cen","inverseK_incb_temp_28cen","inverseK_incb_temp_30cen","inverseK_incb_temp_32cen"
"ld0020",1,1,1,1,26,22,NA,"ld0020_1",313,1.154,0.004474647,1.154,0.004474647,299.15,-0.129200852515361,295.15,-0.306062469291236,-0.292711926830533,-0.231603986367692,-1.38298127320516,-1.44373684458074,0.143234168085908,-0.193807132903691,-5.40932781304828,-0.45086588230873,0.815343565468831,0.862967320328408,-0.445166719585535,-0.411342771589956,301.15,0.314836797835109,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0042",1,1,1,1,26,23,NA,"ld0042_1",436,1.456,0.006434015,1.456,0.006434015,299.15,-0.129200852515361,296.15,-0.173341908019171,-0.292711926830533,-0.231603986367692,-0.785920729116728,-0.787458672113003,0.375692949774494,1.82339833136025,-5.04615651880339,0.26251325536672,0.815343565468831,0.862967320328408,-0.445166719585535,-0.411342771589956,301.15,0.314836797835109,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0051",1,1,1,1,26,22,NA,"ld0051_1",632,1.355,0.007883418,1.355,0.007883418,299.15,-0.129200852515361,295.15,-0.306062469291236,-0.292711926830533,-0.231603986367692,-1.38298127320516,-1.44373684458074,0.303801454331664,1.19954615254406,-4.84299371281226,0.661586942198232,0.481366091616486,0.542011636206725,-0.445166719585535,-0.411342771589956,300.15,0.186493995145512,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0118",1,1,1,1,26,23,1,"ld0118_1",1549,1.395,0.004204708,1.395,0.004204708,299.15,-0.129200852515361,296.15,-0.173341908019171,-0.292711926830533,-0.231603986367692,-0.785920729116728,-0.787458672113003,0.332894415273329,1.45200587618557,-5.47155042910987,-0.573090069333804,1.14932103932118,1.17265904805871,-0.445166719585535,-0.411342771589956,302.15,0.442330070141192,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0133",1,1,1,1,26,21.5,1,"ld0133_1",1711,1.107,0.00435669,1.107,0.00435669,299.15,-0.129200852515361,294.65,-0.372760575893512,-0.292711926830533,-0.231603986367692,-1.68151154524938,-1.7831501351646,0.1016536537265,-0.554629985726985,-5.43604268425187,-0.503342033602433,-0.68755506686672,-0.683262839363888,-0.445166719585535,-0.411342771589956,296.65,-0.269519902056238,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0140",1,1,1,1,26,22,NA,"ld0140_1",1897,1.082,0.006419962,1.082,0.006419962,299.15,-0.129200852515361,295.15,-0.306062469291236,-0.292711926830533,-0.231603986367692,-1.38298127320516,-1.44373684458074,0.0788111804242898,-0.752849909396075,-5.0483430803009,0.258218181994228,0.481366091616486,0.542011636206725,-0.445166719585535,-0.411342771589956,300.15,0.186493995145512,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0146",1,1,1,1,26,22,1,"ld0146_1",2080,1.226,0.005517141,1.226,0.005517141,299.15,-0.129200852515361,295.15,-0.306062469291236,-0.292711926830533,-0.231603986367692,-1.38298127320516,-1.44373684458074,0.20375683751402,0.331389887382602,-5.19989548765029,-0.0394769480472047,1.14932103932118,1.17265904805871,-0.445166719585535,-0.411342771589956,302.15,0.442330070141192,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0150",1,1,1,1,26,22.5,NA,"ld0150_1",2147,1.331,0.004588979,1.331,0.004588979,299.15,-0.129200852515361,295.65,-0.239589960884807,-0.292711926830533,-0.231603986367692,-1.08445100116094,-1.11195146834919,0.285930539412975,1.04446787602762,-5.38409771974029,-0.401306287448822,1.31630977624735,1.32352269838833,-0.445166719585535,-0.411342771589956,302.65,0.505760763937615,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0154",1,1,1,1,26,22,NA,"ld0154_1",2254,1.193,0.004417906,1.193,0.004417906,299.15,-0.129200852515361,295.15,-0.306062469291236,-0.292711926830533,-0.231603986367692,-1.38298127320516,-1.44373684458074,0.176471143115779,0.0946130642548687,-5.42208945080631,-0.475933629356506,0.481366091616486,0.542011636206725,-0.445166719585535,-0.411342771589956,300.15,0.186493995145512,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0170",1,1,1,1,26,21.5,NA,"ld0170_1",2361,1.123,0.003794743,1.123,0.003794743,299.15,-0.129200852515361,294.65,-0.372760575893512,-0.292711926830533,-0.231603986367692,-1.68151154524938,-1.7831501351646,0.116003675756306,-0.430104929540413,-5.5741385911128,-0.774604494358852,0.982332302395003,1.01917155093272,-0.445166719585535,-0.411342771589956,301.65,0.378689097233887,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0020",1,1,1,2,28,NA,NA,"ld0020_1",350,1.637,0.010230272,1.637,0.010230272,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.492865298388998,2.84018375959353,-4.58240411090677,1.17346436324014,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0042",1,1,1,2,28,NA,NA,"ld0042_1",422,1.458,0.013883567,1.458,0.013883567,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.377065633586466,1.83531005724173,-4.27704936844674,1.77327416735522,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0051",1,1,1,2,28,NA,NA,"ld0051_1",622,1.349,0.016853558,1.349,0.016853558,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.299363577225619,1.1610356265789,-4.0831934872043,2.15406621668717,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0133",1,1,1,2,28,NA,NA,"ld0133_1",1685,1.148,0.012679712,1.148,0.012679712,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.138021297897375,-0.239042809320918,-4.36775204316475,1.59510646274704,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0140",1,1,1,2,28,NA,NA,"ld0140_1",1886,1.138,0.008482439,1.138,0.008482439,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.129272335704139,-0.314963599297681,-4.7697572526079,0.805445676781361,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0146",1,1,1,2,28,NA,NA,"ld0146_1",2047,1.269,0.011321134,1.269,0.011321134,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.238229188732251,0.63053029730094,-4.481084034546,1.37248788147756,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0150",1,1,1,2,28,NA,NA,"ld0150_1",2120,1.368,0.007118909,1.368,0.007118909,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.313349819200359,1.28240391187672,-4.9450007956363,0.461213933827336,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0154",1,1,1,2,28,NA,NA,"ld0154_1",2276,1.263,0.011414063,1.263,0.011414063,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.233489843368354,0.589403722965308,-4.47290908734544,1.38854596997986,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0170",1,1,1,2,28,NA,NA,"ld0170_1",2351,1.247,0.013350054,1.247,0.013350054,301.15,0.128342802689596,NA,NA,0.292711926830533,0.347756949468565,NA,NA,0.220740666697899,0.47877030805324,-4.31623484920024,1.69630193713683,2.15125346087821,2.04142307264925,-0.445166719585535,-0.411342771589956,305.15,0.819796224048868,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0020",1,1,1,2,24,28,NA,"ld0020_1",339,1.228,0.005885401,1.228,0.005885401,297.15,-0.390211358202637,301.15,0.477039524148341,-0.8781357804916,-0.857361468011035,2.19938199132543,2.11673825838386,0.205386829724951,0.345534456027045,-5.13528040125398,0.0874467800796797,-1.18852127764524,-1.26536226203824,0.969827496239916,0.97151882205222,295.15,-0.468265195604468,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0042",1,1,1,2,24,28,NA,"ld0042_1",451,1.433,0.010569431,1.433,0.010569431,297.15,-0.390211358202637,301.15,0.477039524148341,-0.8781357804916,-0.857361468011035,2.19938199132543,2.11673825838386,0.359770148846035,1.68522518597096,-4.54978931214783,1.23752977089437,-0.854543803792893,-0.873061737998178,0.969827496239916,0.97151882205222,296.15,-0.335544634332403,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0051",1,1,1,2,24,27,NA,"ld0051_1",647,1.336,0.007136927,1.336,0.007136927,297.15,-0.390211358202637,300.15,0.348696721458744,-0.8781357804916,-0.857361468011035,1.602321447237,1.57981261870004,0.289680075114454,1.07700518802132,-4.94247298743279,0.466179319762295,-1.18852127764524,-1.26536226203824,0.969827496239916,0.97151882205222,295.15,-0.468265195604468,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0118",1,1,1,2,24,29,NA,"ld0118_1",1526,1.446,0.018985058,1.446,0.018985058,297.15,-0.390211358202637,302.15,0.604532796454424,-0.8781357804916,-0.857361468011035,2.79644253541387,2.63482046487733,0.368801123736573,1.76359319497665,-3.96410303025958,2.38799617983924,-0.854543803792893,-0.873061737998178,0.969827496239916,0.97151882205222,296.15,-0.335544634332403,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0133",1,1,1,2,24,23.5,NA,"ld0133_1",1734,1.112,0.00473572,1.112,0.00473572,297.15,-0.390211358202637,296.65,-0.107317175743006,-0.8781357804916,-0.857361468011035,-0.487390457072512,-0.469944759438798,0.106160195828391,-0.515523606149344,-5.35262150476981,-0.339477405461821,-1.35551001457141,-1.46825185573222,0.969827496239916,0.97151882205222,294.65,-0.534963302206744,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0140",1,1,1,2,24,27,NA,"ld0140_1",1914,1.119,0.005701526,1.119,0.005701526,297.15,-0.390211358202637,300.15,0.348696721458744,-0.8781357804916,-0.857361468011035,1.602321447237,1.57981261870004,0.112435429329788,-0.461069069234886,-5.1670214206738,0.0250977414263497,-1.18852127764524,-1.26536226203824,0.969827496239916,0.97151882205222,295.15,-0.468265195604468,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0146",1,1,1,2,24,29,NA,"ld0146_1",2086,1.237,0.005249142,1.237,0.005249142,297.15,-0.390211358202637,302.15,0.604532796454424,-0.8781357804916,-0.857361468011035,2.79644253541387,2.63482046487733,0.212689093410351,0.408901243466458,-5.24969064430594,-0.137289816185029,-1.18852127764524,-1.26536226203824,0.969827496239916,0.97151882205222,295.15,-0.468265195604468,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0150",1,1,1,2,24,29.5,NA,"ld0150_1",2158,1.36,0.004142,1.36,0.004142,297.15,-0.390211358202637,302.65,0.667963490250847,-0.8781357804916,-0.857361468011035,3.09497280745808,2.88719973704986,0.307484699747961,1.23150821793048,-5.48657651600874,-0.602605884830295,-1.02153254071906,-1.0670323732427,0.969827496239916,0.97151882205222,295.65,-0.401792687198039,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0154",1,1,1,2,24,27,NA,"ld0154_1",2251,1.229,0.005199718,1.229,0.005199718,297.15,-0.390211358202637,300.15,0.348696721458744,-0.8781357804916,-0.857361468011035,1.602321447237,1.57981261870004,0.206200830583898,0.352598103907569,-5.25915088563453,-0.155872614187341,-1.18852127764524,-1.26536226203824,0.969827496239916,0.97151882205222,295.15,-0.468265195604468,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0170",1,1,1,2,24,28.5,NA,"ld0170_1",2367,1.116,0.003986931,1.116,0.003986931,297.15,-0.390211358202637,301.65,0.540891823547119,-0.8781357804916,-0.857361468011035,2.49791226336965,2.37805176859028,0.109750863959119,-0.484364897835337,-5.52473351697797,-0.677557867211791,-1.35551001457141,-1.46825185573222,0.969827496239916,0.97151882205222,294.65,-0.534963302206744,301.15,0.264827761669332,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0020",1,1,1,2,30,22,NA,"ld0020_1",309,1.154,0.007081756,1.154,0.007081756,303.15,0.38248822394826,295.15,-0.306062469291236,0.8781357804916,0.887129076772192,-1.38298127320516,-1.44373684458074,0.143234168085908,-0.193807132903691,-4.95023337943016,0.450935544059666,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0042",1,1,1,2,30,23,NA,"ld0042_1",421,1.456,0.008603012,1.456,0.008603012,303.15,0.38248822394826,296.15,-0.173341908019171,0.8781357804916,0.887129076772192,-0.785920729116728,-0.787458672113003,0.375692949774494,1.82339833136025,-4.75564290448164,0.833170559377324,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0051",1,1,1,2,30,22,NA,"ld0051_1",640,1.355,0.007701797,1.355,0.007701797,303.15,0.38248822394826,295.15,-0.306062469291236,0.8781357804916,0.887129076772192,-1.38298127320516,-1.44373684458074,0.303801454331664,1.19954615254406,-4.86630160072721,0.615803144730498,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0118",1,1,1,2,30,23,1,"ld0118_1",1548,1.395,0.007282536,1.395,0.007282536,303.15,0.38248822394826,296.15,-0.173341908019171,0.8781357804916,0.887129076772192,-0.785920729116728,-0.787458672113003,0.332894415273329,1.45200587618557,-4.92227612578554,0.50585211321814,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0133",1,1,1,2,30,21.5,1,"ld0133_1",1719,1.107,0.008182689,1.107,0.008182689,303.15,0.38248822394826,294.65,-0.372760575893512,0.8781357804916,0.887129076772192,-1.68151154524938,-1.7831501351646,0.1016536537265,-0.554629985726985,-4.80573445378053,0.734775485730409,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0140",1,1,1,2,30,22,NA,"ld0140_1",1913,1.082,0.007439738,1.082,0.007439738,303.15,0.38248822394826,295.15,-0.306062469291236,0.8781357804916,0.887129076772192,-1.38298127320516,-1.44373684458074,0.0788111804242898,-0.752849909396075,-4.90091964581096,0.547802750588096,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0146",1,1,1,2,30,22,1,"ld0146_1",2096,1.226,0.010829713,1.226,0.010829713,303.15,0.38248822394826,295.15,-0.306062469291236,0.8781357804916,0.887129076772192,-1.38298127320516,-1.44373684458074,0.20375683751402,0.331389887382602,-4.52546171878206,1.28531658073317,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0150",1,1,1,2,30,22.5,NA,"ld0150_1",2143,1.331,0.008574632,1.331,0.008574632,303.15,0.38248822394826,295.65,-0.239589960884807,0.8781357804916,0.887129076772192,-1.08445100116094,-1.11195146834919,0.285930539412975,1.04446787602762,-4.75894720230292,0.826679911113755,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0154",1,1,1,2,30,22,NA,"ld0154_1",2271,1.193,0.006058585,1.193,0.006058585,303.15,0.38248822394826,295.15,-0.306062469291236,0.8781357804916,0.887129076772192,-1.38298127320516,-1.44373684458074,0.176471143115779,0.0946130642548687,-5.10627900451573,0.14441436458971,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0170",1,1,1,2,30,21.5,NA,"ld0170_1",2369,1.123,0.003818406,1.123,0.003818406,303.15,0.38248822394826,294.65,-0.372760575893512,0.8781357804916,0.887129076772192,-1.68151154524938,-1.7831501351646,0.116003675756306,-0.430104929540413,-5.56792222093504,-0.762393648217764,0.147388617764142,0.208941593786652,0.969827496239916,0.97151882205222,299.15,0.0572931426301512,301.15,0.264827761669332,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0018",2,1,1,1,24,23,NA,"ld0018_2",273,1.331,0.004458719,1.331,0.004458719,297.15,-0.390211358202637,296.15,-0.173341908019171,-0.8781357804916,-0.857361468011035,-0.785920729116728,-0.787458672113003,0.285930539412975,1.04446787602762,-5.41289377393659,-0.457870516606093,-0.854543803792893,-0.873061737998178,-1.3884961968025,-1.42878353961393,296.15,-0.335544634332403,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0042",2,1,1,1,24,24.5,NA,"ld0042_2",466,1.377,0.00344666,1.377,0.00344666,297.15,-0.390211358202637,297.65,0.0240668287158305,-0.8781357804916,-0.857361468011035,0.10967008701592,0.145303758367154,0.319907219746518,1.33930700719965,-5.67034963280781,-0.963592310981163,-0.353577593014375,-0.315488431992429,-0.680999088889776,-0.657860658577783,297.65,-0.138135897597401,297.65,-0.188144933763178,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0049",2,1,1,1,24,23.5,NA,"ld0049_2",590,1.442,0.004475606,1.442,0.004475606,297.15,-0.390211358202637,296.65,-0.107317175743006,-0.8781357804916,-0.857361468011035,-0.487390457072512,-0.469944759438798,0.366031038862757,1.73955525455837,-5.40911351742923,-0.450444940383109,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0089",2,1,1,1,24,23.5,1,"ld0089_2",1072,1.313,0.002884404,1.313,0.002884404,297.15,-0.390211358202637,296.65,-0.107317175743006,-0.8781357804916,-0.857361468011035,-0.487390457072512,-0.469944759438798,0.272314595320659,0.926312921309986,-5.84843698615242,-1.31341016435537,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0095",2,1,1,1,24,23.5,NA,"ld0095_2",1165,1.346,0.003447751,1.346,0.003447751,297.15,-0.390211358202637,296.65,-0.107317175743006,-0.8781357804916,-0.857361468011035,-0.487390457072512,-0.469944759438798,0.297137231222536,1.14171608403403,-5.67003314456564,-0.962970631589469,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0133",2,1,1,1,24,24,NA,"ld0133_2",1705,1.027,0.003438838,1.027,0.003438838,297.15,-0.390211358202637,297.15,-0.0415146367438929,-0.8781357804916,-0.857361468011035,-0.188860185028296,-0.159115849324118,0.0266419309464211,-1.20555853304483,-5.67262165535863,-0.968055255915878,-0.520566329940548,-0.497460005382259,-0.916831458194018,-0.909461745131453,297.15,-0.203717363057125,297.15,-0.253726399222902,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0140",2,1,1,1,24,23,1,"ld0140_2",1877,1.127,0.006053848,1.127,0.006053848,297.15,-0.390211358202637,296.15,-0.173341908019171,-0.8781357804916,-0.857361468011035,-0.785920729116728,-0.787458672113003,0.119559235057639,-0.399250884797238,-5.10706117606484,0.142877941215795,-0.854543803792893,-0.873061737998178,-1.3884961968025,-1.42878353961393,296.15,-0.335544634332403,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0154",2,1,1,1,24,24,NA,"ld0154_2",2227,1.244,0.004271268,1.244,0.004271268,297.15,-0.390211358202637,297.15,-0.0415146367438929,-0.8781357804916,-0.857361468011035,-0.188860185028296,-0.159115849324118,0.218331994316988,0.457868593550985,-5.45584454032065,-0.542238915681426,-0.520566329940548,-0.497460005382259,-0.916831458194018,-0.909461745131453,297.15,-0.203717363057125,297.15,-0.253726399222902,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0155",2,1,1,1,24,23,1,"ld0155_2",2320,1.143,0.009679133,1.143,0.009679133,297.15,-0.390211358202637,296.15,-0.173341908019171,-0.8781357804916,-0.857361468011035,-0.785920729116728,-0.787458672113003,0.133656384812674,-0.276920176058956,-4.63778294782064,1.06468344484398,-0.854543803792893,-0.873061737998178,-1.3884961968025,-1.42878353961393,296.15,-0.335544634332403,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0170",2,1,1,1,24,22.5,NA,"ld0170_2",2357,1.124,0.003566323,1.124,0.003566323,297.15,-0.390211358202637,295.65,-0.239589960884807,-0.8781357804916,-0.857361468011035,-1.08445100116094,-1.11195146834919,0.116893751471499,-0.422381127568923,-5.63622018596503,-0.896551672737252,-1.02153254071906,-1.0670323732427,-1.62432856610674,-1.69697500313707,295.65,-0.401792687198039,295.65,-0.451801723363815,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0018",2,1,1,1,22,25.6,NA,"ld0018_2",260,1.291,0.005546546,1.291,0.005546546,295.15,-0.65475919074998,298.75,0.167573343912442,-1.46355963415267,-1.53759857794768,0.766436685513197,0.793719769700944,0.255417111864505,0.779681782178723,-5.19457988730152,-0.0290354884573935,-0.520566329940548,-0.497460005382259,-1.3884961968025,-1.42878353961393,297.15,-0.203717363057125,296.15,-0.385553670498179,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0042",2,1,1,1,22,26.6,NA,"ld0042_2",473,1.362,0.004585821,1.362,0.004585821,295.15,-0.65475919074998,299.75,0.297119827340357,-1.46355963415267,-1.53759857794768,1.36349722960163,1.35945288759863,0.308954207727321,1.24426015401227,-5.38478612714421,-0.402658529456812,-0.520566329940548,-0.497460005382259,-0.680999088889776,-0.657860658577783,297.15,-0.203717363057125,297.65,-0.188144933763178,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0049",2,1,1,1,22,26.8,NA,"ld0049_2",555,1.422,0.014957053,1.422,0.014957053,295.15,-0.65475919074998,299.95,0.32292546956345,-1.46355963415267,-1.53759857794768,1.48290933841932,1.47004387586672,0.352064331381049,1.6183564835538,-4.20257231781988,1.9195697997324,-0.520566329940548,-0.497460005382259,-1.15266382749826,-1.16636008394167,297.15,-0.203717363057125,296.65,-0.319528938222015,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0089",2,1,1,1,22,26.6,NA,"ld0089_2",1044,1.263,0.005208065,1.263,0.005208065,295.15,-0.65475919074998,299.75,0.297119827340357,-1.46355963415267,-1.53759857794768,1.36349722960163,1.35945288759863,0.233489843368354,0.589403722965308,-5.25754689335498,-0.152721884359976,-0.520566329940548,-0.497460005382259,-1.15266382749826,-1.16636008394167,297.15,-0.203717363057125,296.65,-0.319528938222015,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0095",2,1,1,1,22,25.4,NA,"ld0095_2",1166,1.332,0.003266438,1.332,0.003266438,295.15,-0.65475919074998,298.55,0.141559906694201,-1.46355963415267,-1.53759857794768,0.647024576695509,0.677924447473616,0.286681572118197,1.05098510573093,-5.72405518442384,-1.06908638693748,-0.520566329940548,-0.497460005382259,-1.15266382749826,-1.16636008394167,297.15,-0.203717363057125,296.65,-0.319528938222015,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0133",2,1,1,1,22,25.6,1,"ld0133_2",1738,1.08,0.0023821,1.08,0.0023821,295.15,-0.65475919074998,298.75,0.167573343912442,-1.46355963415267,-1.53759857794768,0.766436685513197,0.793719769700944,0.0769610411361284,-0.768904846338523,-6.0397728274021,-1.68925208688646,-0.520566329940548,-0.497460005382259,-0.916831458194018,-0.909461745131453,297.15,-0.203717363057125,297.15,-0.253726399222902,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0140",2,1,1,1,22,25.6,NA,"ld0140_2",1876,1.046,0.004570858,1.046,0.004570858,295.15,-0.65475919074998,298.75,0.167573343912442,-1.46355963415267,-1.53759857794768,0.766436685513197,0.793719769700944,0.0449733656427312,-1.04648400822549,-5.38805434552745,-0.409078306704958,-0.520566329940548,-0.497460005382259,-1.3884961968025,-1.42878353961393,297.15,-0.203717363057125,296.15,-0.385553670498179,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0154",2,1,1,1,22,27.4,NA,"ld0154_2",2224,1.204,0.004674333,1.204,0.004674333,295.15,-0.65475919074998,300.55,0.400136328885093,-1.46355963415267,-1.53759857794768,1.84114566487237,1.79693164784024,0.185649346886629,0.174258679981658,-5.36566880021715,-0.365106271296542,-0.520566329940548,-0.497460005382259,-0.916831458194018,-0.909461745131453,297.15,-0.203717363057125,297.15,-0.253726399222902,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
