"id","samp_period","batch","incb_num","incb_temp_id","incb_temp","body_temp","defecate","series","obs","orig_lizmass","orig_co2_pmin","lizmass_nocombout","co2pm_nocombout","incb_temp_K","inverseK_incb_temp","body_temp_K","inverseK_body_temp","z.incb_temp","z.log.temp","z.body_temp","z.log.body_temp","log.mass","z.log.mass","log.co2pmin","z.log.co2pmin","z.prior_temp1","z.log.prior_temp1","z.prior_temp2","z.log.prior_temp2","prior_temp1_K","inverseK_prior_temp1","prior_temp2_K","inverseK_prior_temp2","inverseK_incb_temp_22cen","inverseK_incb_temp_24cen","inverseK_incb_temp_26cen","inverseK_incb_temp_28cen","inverseK_incb_temp_30cen","inverseK_incb_temp_32cen"
"ld0111",5,2,1,2,24,27,NA,"ld0111_5",1439,1.1,0.006914562,1.1,0.006914562,297.15,-0.390211358202637,300.15,0.348696721458744,-0.8781357804916,-0.857361468011035,1.602321447237,1.57981261870004,0.0953101798043249,-0.609676691922707,-4.9741256564355,0.404003828262536,0.314377354690314,0.377047793335276,0.0264980190229487,0.0672370138192196,299.65,0.122001362023586,299.15,0.00728410646437438,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0115",5,2,1,2,24,23,NA,"ld0115_5",1477,1.308,0.00478732,1.308,0.00478732,297.15,-0.390211358202637,296.15,-0.173341908019171,-0.8781357804916,-0.857361468011035,-0.785920729116728,-0.787458672113003,0.268499253035007,0.893204560116881,-5.34178452309342,-0.31819026970573,-0.186588856088203,-0.137193304660608,0.0264980190229487,0.0672370138192196,298.15,-0.0727743934506393,299.15,0.00728410646437438,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0119",5,2,1,2,24,23,NA,"ld0119_5",1606,1.204,0.004824633,1.204,0.004824633,297.15,-0.390211358202637,296.15,-0.173341908019171,-0.8781357804916,-0.857361468011035,-0.785920729116728,-0.787458672113003,0.185649346886629,0.174258679981658,-5.33402060926023,-0.302939576043875,-0.0196001191620308,0.037570993004352,0.0264980190229487,0.0672370138192196,298.65,-0.00763174583877249,299.15,0.00728410646437438,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0153",5,2,1,2,24,23,NA,"ld0153_5",2184,0.962,0.003162952,0.962,0.003162952,297.15,-0.390211358202637,296.15,-0.173341908019171,-0.8781357804916,-0.857361468011035,-0.785920729116728,-0.787458672113003,-0.0387408283164306,-1.77292991086769,-5.7562495102401,-1.13232585754763,-0.520566329940548,-0.497460005382259,0.0264980190229487,0.0672370138192196,297.15,-0.203717363057125,299.15,0.00728410646437438,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0006",5,2,1,2,32,25.5,NA,"ld0006_5",100,1.086,0.004837742,1.086,0.004837742,305.15,0.633302228903356,298.65,0.154570980474459,1.46355963415267,1.39167800608564,0.706730631104353,0.735935633703971,0.0825012215117438,-0.720828873275605,-5.33130719603769,-0.297609605268313,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0043",5,2,1,2,32,25,NA,"ld0043_5",520,1.072,0.002427884,1.072,0.002427884,305.15,0.633302228903356,298.15,0.0894283328625927,1.46355963415267,1.39167800608564,0.408200359060136,0.443573052326295,0.0695260626486103,-0.833423291814153,-6.02073518287347,-1.65185634924855,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0076",5,2,1,2,32,25,NA,"ld0076_5",878,1.307,0.003741593,1.307,0.003741593,305.15,0.633302228903356,298.15,0.0894283328625927,1.46355963415267,1.39167800608564,0.408200359060136,0.443573052326295,0.267734434642085,0.886567702476291,-5.58824382241173,-0.802311468726596,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0092",5,2,1,2,32,24.5,1,"ld0092_5",1139,1.39,0.009326084,1.39,0.009326084,305.15,0.633302228903356,297.65,0.0240668287158305,1.46355963415267,1.39167800608564,0.10967008701592,0.145303758367154,0.3293037471426,1.42084716787156,-4.67494007355958,0.991695522235002,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0107",5,2,1,2,32,24.5,1,"ld0107_5",1368,1.249,0.004136421,1.249,0.004136421,305.15,0.633302228903356,297.65,0.0240668287158305,1.46355963415267,1.39167800608564,0.10967008701592,0.145303758367154,0.222343231143441,0.492676867026398,-5.4879243577879,-0.605253456985286,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0111",5,2,1,2,32,26.5,NA,"ld0111_5",1434,1.094,0.003356388,1.094,0.003356388,305.15,0.633302228903356,299.65,0.284204088336818,1.46355963415267,1.39167800608564,1.30379117519278,1.30384518381618,0.0898407039997895,-0.657139112569601,-5.69688988323396,-1.01572545383338,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0115",5,2,1,2,32,25,NA,"ld0115_5",1479,1.277,0.00584197,1.277,0.00584197,305.15,0.633302228903356,298.15,0.0894283328625927,1.46355963415267,1.39167800608564,0.408200359060136,0.443573052326295,0.244513577050402,0.685064276885822,-5.14268721025744,0.0728975491697892,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0119",5,2,1,2,32,25.5,NA,"ld0119_5",1618,1.211,0.003113609,1.211,0.003113609,305.15,0.633302228903356,298.65,0.154570980474459,1.46355963415267,1.39167800608564,0.706730631104353,0.735935633703971,0.191446464570955,0.224564275601055,-5.77197277543206,-1.16321114375232,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0153",5,2,1,2,32,24,NA,"ld0153_5",2218,0.96,0.004033618,0.96,0.004033618,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,-0.0408219945202552,-1.79098962798357,-5.5130915390257,-0.654689473360082,0.147388617764142,0.208941593786652,0.0264980190229487,0.0672370138192196,299.15,0.0572931426301512,299.15,0.00728410646437438,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0006",6,2,1,1,28,23.5,NA,"ld0006_6",108,1.076,0.00120238,1.076,0.00120238,301.15,0.128342802689596,296.65,-0.107317175743006,0.292711926830533,0.347756949468565,-0.487390457072512,-0.469944759438798,0.0732504617395927,-0.801104107557677,-6.72345235306371,-3.03220710065461,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0013",6,2,1,1,28,23,NA,"ld0013_6",202,1.064,0.004741099,1.064,0.004741099,301.15,0.128342802689596,296.15,-0.173341908019171,0.292711926830533,0.347756949468565,-0.785920729116728,-0.787458672113003,0.0620353909194527,-0.898425026028292,-5.35148631360964,-0.337247543950823,-0.854543803792893,-0.873061737998178,-1.3884961968025,-1.42878353961393,296.15,-0.335544634332403,296.15,-0.385553670498179,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0043",6,2,1,1,28,23.5,NA,"ld0043_6",484,1.126,0.00470945,1.126,0.00470945,301.15,0.128342802689596,296.65,-0.107317175743006,0.292711926830533,0.347756949468565,-0.487390457072512,-0.469944759438798,0.118671529717499,-0.406954117386605,-5.35818415059607,-0.350404137683271,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0069",6,2,1,1,28,24.5,1,"ld0069_6",768,1.364,0.014147566,1.364,0.014147566,301.15,0.128342802689596,297.65,0.0240668287158305,0.292711926830533,0.347756949468565,0.10967008701592,0.145303758367154,0.31042155942127,1.25699337851569,-4.25821268382329,1.81027515847506,-0.353577593014375,-0.315488431992429,-0.680999088889776,-0.657860658577783,297.65,-0.138135897597401,297.65,-0.188144933763178,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0076",6,2,1,1,28,23.5,NA,"ld0076_6",868,1.324,0.004557331,1.324,0.004557331,301.15,0.128342802689596,296.65,-0.107317175743006,0.292711926830533,0.347756949468565,-0.487390457072512,-0.469944759438798,0.280657457514817,0.998709701003173,-5.39101813383241,-0.414900090471314,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0077",6,2,1,1,28,24.5,1,"ld0077_6",930,1.352,0.00425591,1.352,0.00425591,301.15,0.128342802689596,297.65,0.0240668287158305,0.292711926830533,0.347756949468565,0.10967008701592,0.145303758367154,0.301584977620772,1.18031225266664,-5.45944667378293,-0.549314603941576,-0.353577593014375,-0.315488431992429,-0.680999088889776,-0.657860658577783,297.65,-0.138135897597401,297.65,-0.188144933763178,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0104",6,2,1,1,28,23.5,NA,"ld0104_6",1256,1.321,0.013013841,1.321,0.013013841,301.15,0.128342802689596,296.65,-0.107317175743006,0.292711926830533,0.347756949468565,-0.487390457072512,-0.469944759438798,0.278389025540188,0.979024949404237,-4.34174179559578,1.646198518412,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0119",6,2,1,1,28,23.5,NA,"ld0119_6",1619,1.256,0.010451776,1.256,0.010451776,301.15,0.128342802689596,296.65,-0.107317175743006,0.292711926830533,0.347756949468565,-0.487390457072512,-0.469944759438798,0.227932068046007,0.54117506639251,-4.56098336285844,1.21554124269962,-0.68755506686672,-0.683262839363888,-1.15266382749826,-1.16636008394167,296.65,-0.269519902056238,296.65,-0.319528938222015,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0138",6,2,1,1,28,24.5,NA,"ld0138_6",1819,1.106,0.004813138,1.106,0.004813138,301.15,0.128342802689596,297.65,0.0240668287158305,0.292711926830533,0.347756949468565,0.10967008701592,0.145303758367154,0.100749903100143,-0.562472454351212,-5.33640601672648,-0.307625243518823,-0.353577593014375,-0.315488431992429,-0.680999088889776,-0.657860658577783,297.65,-0.138135897597401,297.65,-0.188144933763178,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0171",6,2,1,1,28,24.5,NA,"ld0171_6",2452,1.224,0.004744966,1.224,0.004744966,301.15,0.128342802689596,297.65,0.0240668287158305,0.292711926830533,0.347756949468565,0.10967008701592,0.145303758367154,0.202124184090134,0.317222225554611,-5.35067101238322,-0.335646043790798,-0.353577593014375,-0.315488431992429,-0.680999088889776,-0.657860658577783,297.65,-0.138135897597401,297.65,-0.188144933763178,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0006",6,2,1,1,24,24,NA,"ld0006_6",117,1.051,0.002380961,1.051,0.002380961,297.15,-0.390211358202637,297.15,-0.0415146367438929,-0.8781357804916,-0.857361468011035,-0.188860185028296,-0.159115849324118,0.049742091894814,-1.00510247562257,-6.04025109128397,-1.69019154295315,0.815343565468831,0.862967320328408,-1.15266382749826,-1.16636008394167,301.15,0.314836797835109,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0013",6,2,1,1,24,23.5,NA,"ld0013_6",207,1.021,0.003321349,1.021,0.003321349,297.15,-0.390211358202637,296.65,-0.107317175743006,-0.8781357804916,-0.857361468011035,-0.487390457072512,-0.469944759438798,0.0207825391825284,-1.2564045238804,-5.70738425328031,-1.03633959590008,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0043",6,2,1,1,24,24.5,1,"ld0043_6",530,1.099,0.005138943,1.099,0.005138943,297.15,-0.390211358202637,297.65,0.0240668287158305,-0.8781357804916,-0.857361468011035,0.10967008701592,0.145303758367154,0.0944006754214843,-0.617569089867457,-5.27090786268563,-0.178966901327584,0.815343565468831,0.862967320328408,-1.15266382749826,-1.16636008394167,301.15,0.314836797835109,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0069",6,2,1,1,24,25,1,"ld0069_6",747,1.356,0.005838788,1.356,0.005838788,297.15,-0.390211358202637,298.15,0.0894283328625927,-0.8781357804916,-0.857361468011035,0.408200359060136,0.443573052326295,0.304539189518204,1.20594799048994,-5.14323203792679,0.0718273415319499,0.815343565468831,0.862967320328408,-0.680999088889776,-0.657860658577783,301.15,0.314836797835109,297.65,-0.188144933763178,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0076",6,2,1,1,24,25,NA,"ld0076_6",865,1.307,0.003319592,1.307,0.003319592,297.15,-0.390211358202637,298.15,0.0894283328625927,-0.8781357804916,-0.857361468011035,0.408200359060136,0.443573052326295,0.267734434642085,0.886567702476291,-5.70791339517179,-1.03737899188825,0.815343565468831,0.862967320328408,-1.15266382749826,-1.16636008394167,301.15,0.314836797835109,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0077",6,2,1,1,24,24.5,NA,"ld0077_6",946,1.342,0.00397761,1.342,0.00397761,297.15,-0.390211358202637,297.65,0.0240668287158305,-0.8781357804916,-0.857361468011035,0.10967008701592,0.145303758367154,0.29416103854949,1.11588960383328,-5.5270741425722,-0.682155569437967,0.815343565468831,0.862967320328408,-0.680999088889776,-0.657860658577783,301.15,0.314836797835109,297.65,-0.188144933763178,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0104",6,2,1,1,24,24,NA,"ld0104_6",1220,1.321,0.004238725,1.321,0.004238725,297.15,-0.390211358202637,297.15,-0.0415146367438929,-0.8781357804916,-0.857361468011035,-0.188860185028296,-0.159115849324118,0.278389025540188,0.979024949404237,-5.46349276250702,-0.55726235567937,0.815343565468831,0.862967320328408,-1.15266382749826,-1.16636008394167,301.15,0.314836797835109,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0119",6,2,1,1,24,24,NA,"ld0119_6",1578,1.221,0.00453385,1.221,0.00453385,297.15,-0.390211358202637,297.15,-0.0415146367438929,-0.8781357804916,-0.857361468011035,-0.188860185028296,-0.159115849324118,0.199670195128568,0.295927267770882,-5.39618381081416,-0.425047054862909,0.815343565468831,0.862967320328408,-1.15266382749826,-1.16636008394167,301.15,0.314836797835109,296.65,-0.319528938222015,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0138",6,2,1,1,24,24.5,NA,"ld0138_6",1824,1.07,0.002465908,1.07,0.002465908,297.15,-0.390211358202637,297.65,0.0240668287158305,-0.8781357804916,-0.857361468011035,0.10967008701592,0.145303758367154,0.0676586484738149,-0.849628134883871,-6.0051951823163,-1.62133105065631,0.815343565468831,0.862967320328408,-0.680999088889776,-0.657860658577783,301.15,0.314836797835109,297.65,-0.188144933763178,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0171",6,2,1,1,24,25,NA,"ld0171_6",2439,1.174,0.003725671,1.174,0.003725671,297.15,-0.390211358202637,298.15,0.0894283328625927,-0.8781357804916,-0.857361468011035,0.408200359060136,0.443573052326295,0.160416721405905,-0.0447022455970994,-5.59250830914465,-0.810688220734156,0.815343565468831,0.862967320328408,-0.680999088889776,-0.657860658577783,301.15,0.314836797835109,297.65,-0.188144933763178,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0006",6,2,1,1,32,24,NA,"ld0006_6",99,1.049,0.006586072,1.049,0.006586072,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,0.0478373294141601,-1.02163141574774,-5.02279816280713,0.308396187531778,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0013",6,2,1,1,32,24,NA,"ld0013_6",185,1.01,0.009046569,1.01,0.009046569,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,0.00995033085316809,-1.35040307998272,-4.70536970917505,0.931922441159651,-0.68755506686672,-0.683262839363888,1.4414922348484,1.39971083986099,296.65,-0.269519902056238,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0069",6,2,1,1,32,25.5,NA,"ld0069_6",730,1.329,0.014412938,1.329,0.014412938,305.15,0.633302228903356,298.65,0.154570980474459,1.46355963415267,1.39167800608564,0.706730631104353,0.735935633703971,0.284426779731108,1.03141871425724,-4.23962900356253,1.84677917189614,-0.186588856088203,-0.137193304660608,1.4414922348484,1.39971083986099,298.15,-0.0727743934506393,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0076",6,2,1,1,32,25,NA,"ld0076_6",841,1.321,0.006166866,1.321,0.006166866,305.15,0.633302228903356,298.15,0.0894283328625927,1.46355963415267,1.39167800608564,0.408200359060136,0.443573052326295,0.278389025540188,0.979024949404237,-5.08856451176406,0.179211028763898,-0.186588856088203,-0.137193304660608,1.4414922348484,1.39971083986099,298.15,-0.0727743934506393,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0077",6,2,1,1,32,26,1,"ld0077_6",906,1.339,0.007155545,1.339,0.007155545,305.15,0.633302228903356,299.15,0.219495868943383,1.46355963415267,1.39167800608564,1.00526090314857,1.02262091145451,0.291923066709035,1.09646917586476,-4.93986769836442,0.471296901736553,-0.353577593014375,-0.315488431992429,1.4414922348484,1.39971083986099,297.65,-0.138135897597401,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0104",6,2,1,1,32,24,NA,"ld0104_6",1236,1.307,0.013484239,1.307,0.013484239,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,0.267734434642085,0.886567702476291,-4.30623375705663,1.71594713102268,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0119",6,2,1,1,32,24,NA,"ld0119_6",1589,1.232,0.008232318,1.232,0.008232318,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,0.208638865111328,0.373754614042706,-4.79968765145889,0.746653248907917,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0138",6,2,1,1,32,24.5,NA,"ld0138_6",1838,1.085,0.00525755,1.085,0.00525755,305.15,0.633302228903356,297.65,0.0240668287158305,1.46355963415267,1.39167800608564,0.10967008701592,0.145303758367154,0.0815799869924228,-0.72882306171944,-5.24809014020915,-0.134145938212004,-0.353577593014375,-0.315488431992429,1.4414922348484,1.39971083986099,297.65,-0.138135897597401,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0171",6,2,1,1,32,25,NA,"ld0171_6",2402,1.181,0.00710585,1.181,0.00710585,305.15,0.633302228903356,298.15,0.0894283328625927,1.46355963415267,1.39167800608564,0.408200359060136,0.443573052326295,0.166361537215225,0.00688502870372367,-4.94683689052814,0.457607283711025,-0.186588856088203,-0.137193304660608,1.4414922348484,1.39971083986099,298.15,-0.0727743934506393,302.15,0.392321033975415,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0006",6,2,1,2,30,23.5,NA,"ld0006_6",114,1.076,0.006149086,1.076,0.006149086,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.0732504617395927,-0.801104107557677,-5.09145182609462,0.17353946319698,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0013",6,2,1,2,30,23,NA,"ld0013_6",188,1.064,0.006561181,1.064,0.006561181,303.15,0.38248822394826,296.15,-0.173341908019171,0.8781357804916,0.887129076772192,-0.785920729116728,-0.787458672113003,0.0620353909194527,-0.898425026028292,-5.02658466174188,0.300958349278347,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0043",6,2,1,2,30,23.5,NA,"ld0043_6",540,1.126,0.00726988,1.126,0.00726988,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.118671529717499,-0.406954117386605,-4.92401549376276,0.502435464250141,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0069",6,2,1,2,30,24.5,1,"ld0069_6",780,1.364,0.011792586,1.364,0.011792586,303.15,0.38248822394826,297.65,0.0240668287158305,0.8781357804916,0.887129076772192,0.10967008701592,0.145303758367154,0.31042155942127,1.25699337851569,-4.44028425006162,1.45263109635728,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0076",6,2,1,2,30,23.5,NA,"ld0076_6",848,1.324,0.007960989,1.324,0.007960989,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.280657457514817,0.998709701003173,-4.83320204061261,0.680820771470747,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0077",6,2,1,2,30,24.5,1,"ld0077_6",932,1.352,0.006696072,1.352,0.006696072,303.15,0.38248822394826,297.65,0.0240668287158305,0.8781357804916,0.887129076772192,0.10967008701592,0.145303758367154,0.301584977620772,1.18031225266664,-5.0062341931646,0.3409328735731,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0104",6,2,1,2,30,23.5,NA,"ld0104_6",1215,1.321,0.011385597,1.321,0.011385597,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.278389025540188,0.979024949404237,-4.47540614342357,1.38364099059418,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0119",6,2,1,2,30,23.5,NA,"ld0119_6",1620,1.256,0.012758222,1.256,0.012758222,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.227932068046007,0.54117506639251,-4.36157935246724,1.60723150907287,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0138",6,2,1,2,30,24.5,NA,"ld0138_6",1817,1.106,0.008418204,1.106,0.008418204,303.15,0.38248822394826,297.65,0.0240668287158305,0.8781357804916,0.887129076772192,0.10967008701592,0.145303758367154,0.100749903100143,-0.562472454351212,-4.77735877514264,0.790513969135993,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0171",6,2,1,2,30,24.5,NA,"ld0171_6",2458,1.224,0.00604502,1.224,0.00604502,303.15,0.38248822394826,297.65,0.0240668287158305,0.8781357804916,0.887129076772192,0.10967008701592,0.145303758367154,0.202124184090134,0.317222225554611,-5.10852048640142,0.140011410831901,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0006",6,2,1,2,26,24,NA,"ld0006_6",79,1.051,0.001662637,1.051,0.001662637,299.15,-0.129200852515361,297.15,-0.0415146367438929,-0.292711926830533,-0.231603986367692,-0.188860185028296,-0.159115849324118,0.049742091894814,-1.00510247562257,-6.39935038281442,-2.39557202591367,-0.520566329940548,-0.497460005382259,-0.445166719585535,-0.411342771589956,297.15,-0.203717363057125,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0013",6,2,1,2,26,23.5,NA,"ld0013_6",205,1.021,0.001948099,1.021,0.001948099,299.15,-0.129200852515361,296.65,-0.107317175743006,-0.292711926830533,-0.231603986367692,-0.487390457072512,-0.469944759438798,0.0207825391825284,-1.2564045238804,-6.24090125369792,-2.08432963179886,-0.520566329940548,-0.497460005382259,-0.445166719585535,-0.411342771589956,297.15,-0.203717363057125,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0043",6,2,1,2,26,24.5,1,"ld0043_6",536,1.099,0.003351485,1.099,0.003351485,299.15,-0.129200852515361,297.65,0.0240668287158305,-0.292711926830533,-0.231603986367692,0.10967008701592,0.145303758367154,0.0944006754214843,-0.617569089867457,-5.69835174778421,-1.01859700147161,-0.353577593014375,-0.315488431992429,-0.445166719585535,-0.411342771589956,297.65,-0.138135897597401,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0069",6,2,1,2,26,25,1,"ld0069_6",760,1.356,0.004310985,1.356,0.004310985,299.15,-0.129200852515361,298.15,0.0894283328625927,-0.292711926830533,-0.231603986367692,0.408200359060136,0.443573052326295,0.304539189518204,1.20594799048994,-5.44658886269431,-0.524057943153281,-0.0196001191620308,0.037570993004352,-0.445166719585535,-0.411342771589956,298.65,-0.00763174583877249,298.15,-0.122783429616416,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
