"id","samp_period","incb_temp","series","log.temp","z.log.mass","log.co2pmin","z.log.co2pmin","log.prior_temp1","log.prior_temp2","log.temp_22cen","log.temp_24cen","log.temp_26cen","log.temp_28cen","log.temp_30cen","log.temp_32cen"
"ld0027",9,24,"ld0027_9",3.17805383034795,0.561877321003633,-5.3096418471126,-0.255052255118284,3.17805383034795,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0051",9,24,"ld0051_9",3.17805383034795,-0.239042809320918,-5.65346804419967,-0.930431724462589,3.15700042115011,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0088",9,24,"ld0088_9",3.17805383034795,-0.406954117386605,-4.38733518010117,1.55663921172236,3.13549421592915,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0095",9,24,"ld0095_9",3.17805383034795,0.394859669299002,-4.57340963461876,1.19113225671043,3.13549421592915,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0118",9,24,"ld0118_9",3.17805383034795,0.492676867026398,-5.7371256305397,-1.09476072774284,3.11351530921037,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0140",9,24,"ld0140_9",3.17805383034795,-1.3848384066868,-5.52034054571358,-0.668928732414827,3.17805383034795,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0146",9,24,"ld0146_9",3.17805383034795,-0.368506154879245,-5.33820771185489,-0.311164322012718,3.13549421592915,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0150",9,24,"ld0150_9",3.17805383034795,0.779681782178723,-5.24883506101133,-0.135609189762767,3.09104245335832,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0155",9,24,"ld0155_9",3.17805383034795,-3.85254893431185,-5.92067212245521,-1.45530199353393,3.2188758248682,3.3322045101752,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0018",9,26,"ld0018_9",3.25809653802148,-0.476592670766664,-5.34993387105709,-0.334198073502634,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0020",9,26,"ld0020_9",3.25809653802148,-1.55909508427882,-5.5121709535179,-0.65288116277465,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0027",9,26,"ld0027_9",3.25809653802148,0.274579923814369,-4.99568914631188,0.361646560336762,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0051",9,26,"ld0051_9",3.25809653802148,-0.368506154879245,-4.88808656574773,0.57301083210308,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0088",9,26,"ld0088_9",3.25809653802148,-0.768904846338523,-4.36639362935849,1.59777480158625,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0095",9,26,"ld0095_9",3.25809653802148,0.786400861834641,-4.88024447165365,0.588415095631232,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0118",9,26,"ld0118_9",3.25809653802148,0.203040434201336,-5.42972598528074,-0.490934111125104,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0140",9,26,"ld0140_9",3.25809653802148,-1.58553804311141,-5.54013825853098,-0.707817475885008,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0146",9,26,"ld0146_9",3.25809653802148,-0.499930266927236,-5.17543747528928,0.00856604445755978,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0150",9,26,"ld0150_9",3.25809653802148,0.623689389621414,-5.43345507718225,-0.498259184464248,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0155",9,26,"ld0155_9",3.25809653802148,-3.89852356339773,-5.73521370078976,-1.09100511484634,3.40119738166216,3.3322045101752,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0018",10,28,"ld0018_10",3.3322045101752,-0.104037115690907,-4.57434073505195,1.18930329160596,3.15700042115011,3.15700042115011,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0027",10,28,"ld0027_10",3.3322045101752,0.338465053646595,-5.09881098499998,0.15908383160628,3.11351530921037,3.11351530921037,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0088",10,28,"ld0088_10",3.3322045101752,-0.391554484344103,-5.42880721792368,-0.489129371941992,3.09104245335832,3.09104245335832,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0105",10,28,"ld0105_10",3.3322045101752,-0.0299317042572121,-4.62905046361187,1.08183670600016,3.09104245335832,3.09104245335832,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0118",10,28,"ld0118_10",3.3322045101752,0.429921094540527,NA,NA,3.09104245335832,3.09104245335832,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0133",10,28,"ld0133_10",3.3322045101752,-0.801104107557677,-5.4929876560629,-0.615199318385822,3.17805383034795,3.17805383034795,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0142",10,28,"ld0142_10",3.3322045101752,-1.69212309986546,-5.80536546747924,-1.22880457097187,3.09104245335832,3.09104245335832,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0146",10,28,"ld0146_10",3.3322045101752,-0.186290726247462,-5.31908411045531,-0.273599738875587,3.13549421592915,3.13549421592915,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0150",10,28,"ld0150_10",3.3322045101752,0.799823433640101,-4.97010918334529,0.411893405866829,3.13549421592915,3.13549421592915,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0154",10,28,"ld0154_10",3.3322045101752,-0.673017782950825,-5.47252647838671,-0.575007327670226,3.09104245335832,3.09104245335832,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0155",10,28,"ld0155_10",3.3322045101752,-3.59281986293715,-5.08027174763772,0.195500545625904,3.11351530921037,3.11351530921037,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0018",10,26,"ld0018_10",3.25809653802148,-0.414664194252828,-5.31657462054887,-0.268670335660541,3.3322045101752,3.15700042115011,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0027",10,26,"ld0027_10",3.25809653802148,-0.0520969549854148,-5.4788636999838,-0.587455562841432,3.3322045101752,3.11351530921037,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0088",10,26,"ld0088_10",3.25809653802148,-0.445573188434875,-5.58696203548052,-0.799793648430329,3.3322045101752,3.09104245335832,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0105",10,26,"ld0105_10",3.25809653802148,0.00688502870372367,-5.60870350339669,-0.842500519484343,3.3322045101752,3.09104245335832,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0118",10,26,"ld0118_10",3.25809653802148,0.387830352639158,-5.45071614851155,-0.532165190735625,3.3322045101752,3.09104245335832,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0133",10,26,"ld0133_10",3.25809653802148,-0.882128888014531,-5.72294878044786,-1.06691307223224,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0142",10,26,"ld0142_10",3.25809653802148,-1.79098962798357,-5.80878205545885,-1.23551579133897,3.3322045101752,3.09104245335832,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0146",10,26,"ld0146_10",3.25809653802148,-0.484364897835337,-5.79542846580669,-1.20928527030967,3.3322045101752,3.13549421592915,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0150",10,26,"ld0150_10",3.25809653802148,0.786400861834641,-5.12928826428598,0.099217163837431,3.3322045101752,3.13549421592915,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0154",10,26,"ld0154_10",3.25809653802148,-0.768904846338523,-5.71566873721648,-1.05261284794431,3.3322045101752,3.09104245335832,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0155",10,26,"ld0155_10",3.25809653802148,-3.72736040200448,-5.78195593047006,-1.1828211036945,3.3322045101752,3.11351530921037,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0018",10,30,"ld0018_10",3.40119738166216,-0.360836962208546,-4.91346062625778,0.52316844176874,3.06805293513362,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0027",10,30,"ld0027_10",3.40119738166216,0.324308947828485,-5.12801019430124,0.101727682917684,3.13549421592915,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0088",10,30,"ld0088_10",3.40119738166216,-0.307341560211187,-5.36136175113043,-0.356645913850622,3.09104245335832,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0105",10,30,"ld0105_10",3.40119738166216,-0.133857388823811,-5.07693568641773,0.202053586887861,3.09104245335832,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0118",10,30,"ld0118_10",3.40119738166216,0.352598103907569,-5.06404319110188,0.227378378072218,3.09104245335832,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0133",10,30,"ld0133_10",3.40119738166216,-0.857741918497038,-5.33375948359575,-0.302426645632516,3.15700042115011,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0142",10,30,"ld0142_10",3.40119738166216,-1.9184711160295,-5.3566028388092,-0.347297959257857,3.11351530921037,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0146",10,30,"ld0146_10",3.40119738166216,-0.468827398711954,-5.31455651059912,-0.264706152481697,3.13549421592915,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0150",10,30,"ld0150_10",3.40119738166216,0.651020722269143,-5.06153745446038,0.232300408730718,3.09104245335832,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0154",10,30,"ld0154_10",3.40119738166216,-0.89027313163634,-5.34111694018953,-0.316878933364306,3.11351530921037,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0155",10,30,"ld0155_10",3.40119738166216,-3.80681659688588,-5.09454878358913,0.167456094544615,3.11351530921037,3.2188758248682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0018",10,22,"ld0018_10",3.09104245335832,-0.104037115690907,-5.38554462138307,-0.404148443375181,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0027",10,22,"ld0027_10",3.09104245335832,0.338465053646595,-5.40407951840644,-0.440556631646035,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0088",10,22,"ld0088_10",3.09104245335832,-0.391554484344103,-5.23400262044623,-0.106473754700493,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0105",10,22,"ld0105_10",3.09104245335832,-0.0299317042572121,-5.21485693671543,-0.0688657951328698,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0118",10,22,"ld0118_10",3.09104245335832,0.429921094540527,-5.88035653996829,-1.37610989899022,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0133",10,22,"ld0133_10",3.09104245335832,-0.801104107557677,-5.70686050694095,-1.03531079842118,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0142",10,22,"ld0142_10",3.09104245335832,-1.69212309986546,-5.76773428794049,-1.15488546218084,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0146",10,22,"ld0146_10",3.09104245335832,-0.186290726247462,-5.57947410868468,-0.785085077446757,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0150",10,22,"ld0150_10",3.09104245335832,0.799823433640101,-5.89760450916038,-1.40999016866982,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0154",10,22,"ld0154_10",3.09104245335832,-0.673017782950825,-5.24899896097029,-0.135931139248414,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0155",10,22,"ld0155_10",3.09104245335832,-3.59281986293715,-6.09200248787373,-1.79184706269754,3.25809653802148,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0018",10,32,"ld0018_10",3.46573590279973,-0.414664194252828,-4.11232901739541,2.09683515318402,3.13549421592915,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0027",10,32,"ld0027_10",3.46573590279973,-0.0520969549854148,-4.6991559731876,0.944128112947911,3.06805293513362,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0088",10,32,"ld0088_10",3.46573590279973,-0.445573188434875,-4.54550809784684,1.24593938094517,3.11351530921037,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0105",10,32,"ld0105_10",3.46573590279973,0.00688502870372367,-3.96164527570186,2.39282395905745,3.09104245335832,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0118",10,32,"ld0118_10",3.46573590279973,0.387830352639158,-5.03441981662524,0.28556771647553,3.09104245335832,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0133",10,32,"ld0133_10",3.46573590279973,-0.882128888014531,-4.8500334109582,0.647758828929284,3.17805383034795,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0142",10,32,"ld0142_10",3.46573590279973,-1.79098962798357,-4.91205723236641,0.525925135207646,3.13549421592915,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0146",10,32,"ld0146_10",3.46573590279973,-0.484364897835337,-5.05564087135778,0.243883095566447,3.15700042115011,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0150",10,32,"ld0150_10",3.46573590279973,0.786400861834641,-4.78383547508259,0.777791755978301,3.15700042115011,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0154",10,32,"ld0154_10",3.46573590279973,-0.768904846338523,-4.66232504689318,1.01647528040324,3.09104245335832,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0155",10,32,"ld0155_10",3.46573590279973,-3.72736040200448,-4.86252223263209,0.623226975840994,3.09104245335832,3.36729582998647,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0018",10,24,"ld0018_10",3.17805383034795,-0.360836962208546,-5.41206428330162,-0.456241144121914,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0027",10,24,"ld0027_10",3.17805383034795,0.324308947828485,-5.30680246338105,-0.249474839859858,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0088",10,24,"ld0088_10",3.17805383034795,-0.307341560211187,-4.98330197611752,0.385978738929968,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0105",10,24,"ld0105_10",3.17805383034795,-0.133857388823811,-5.68964261531455,-1.00148961024998,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0118",10,24,"ld0118_10",3.17805383034795,0.352598103907569,-5.81440883054656,-1.24656849298026,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0133",10,24,"ld0133_10",3.17805383034795,-0.857741918497038,-5.89020302084058,-1.39545138920469,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0142",10,24,"ld0142_10",3.17805383034795,-1.9184711160295,-5.62609503074779,-0.876662781153133,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0146",10,24,"ld0146_10",3.17805383034795,-0.468827398711954,-5.65096329502389,-0.925511633487829,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0150",10,24,"ld0150_10",3.17805383034795,0.651020722269143,-5.72832427611914,-1.07747218449504,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0154",10,24,"ld0154_10",3.17805383034795,-0.89027313163634,-5.14807144322657,0.0623212741903761,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0155",10,24,"ld0155_10",3.17805383034795,-3.80681659688588,-5.96004107667426,-1.53263462157206,3.40119738166216,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0043",1,22,"ld0043_1",3.09104245335832,-0.360836962208546,-5.28779492215531,-0.212138234286053,3.29583686600433,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0076",1,22,"ld0076_1",3.09104245335832,1.73353535078447,-5.10134400690672,0.154108204368731,3.23867845216438,3.23867845216438,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0092",1,22,"ld0092_1",3.09104245335832,2.09331446799422,-4.96922572822986,0.413628781042144,3.25809653802148,3.25809653802148,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0104",1,22,"ld0104_1",3.09104245335832,1.63664456396241,-4.61503447854266,1.10936837356529,3.25809653802148,3.25809653802148,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0111",1,22,"ld0111_1",3.09104245335832,-0.437835612405437,-5.38717743312991,-0.407355783422172,3.3322045101752,3.3322045101752,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0119",1,22,"ld0119_1",3.09104245335832,0.520423304549056,-5.69601105055064,-1.01399915852391,3.3322045101752,3.3322045101752,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0128",1,22,"ld0128_1",3.09104245335832,0.331389887382602,-5.51783151213057,-0.664000225558132,3.40119738166216,3.40119738166216,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0138",1,22,"ld0138_1",3.09104245335832,NA,NA,NA,3.3322045101752,3.3322045101752,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0171",1,22,"ld0171_1",3.09104245335832,0.589403722965308,-4.67113297424605,0.999173825912548,3.23867845216438,3.23867845216438,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0175",1,22,"ld0175_1",3.09104245335832,0.83328930983478,-5.5740766652528,-0.774482853091185,3.25809653802148,3.25809653802148,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0043",1,28,"ld0043_1",3.3322045101752,-0.391554484344103,-5.29739199483654,-0.230989810779116,3.09104245335832,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0076",1,28,"ld0076_1",3.3322045101752,1.38330843186102,-4.72918664663362,0.885138715200276,3.09104245335832,3.23867845216438,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0092",1,28,"ld0092_1",3.3322045101752,1.89462464868475,-4.81322588357466,0.720060033790295,3.09104245335832,3.25809653802148,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0104",1,28,"ld0104_1",3.3322045101752,1.12235343351172,-4.82873995311936,0.689585671611847,3.09104245335832,3.25809653802148,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0111",1,28,"ld0111_1",3.3322045101752,-0.609676691922707,-5.50227367595525,-0.63343989237452,3.09104245335832,3.3322045101752,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0119",1,28,"ld0119_1",3.3322045101752,0.394859669299002,-5.36561553200366,-0.365001636285992,3.09104245335832,3.3322045101752,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0128",1,28,"ld0128_1",3.3322045101752,NA,NA,NA,3.09104245335832,3.40119738166216,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0138",1,28,"ld0138_1",3.3322045101752,-0.793043084272879,-5.54946103798015,-0.726130256849757,3.09104245335832,3.3322045101752,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0171",1,28,"ld0171_1",3.3322045101752,0.253179935306519,-4.92596102100763,0.498613855631119,3.09104245335832,3.23867845216438,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0175",1,28,"ld0175_1",3.3322045101752,0.786400861834641,-5.4762122555091,-0.582247317578299,3.09104245335832,3.25809653802148,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0043",1,32,"ld0043_1",3.46573590279973,-0.422381127568923,-4.87696736079384,0.594852340414306,3.23867845216438,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0076",1,32,"ld0076_1",3.46573590279973,1.28874493586517,-4.63269617379765,1.07467541977034,3.19867311755068,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0092",1,32,"ld0092_1",3.46573590279973,1.78157805310777,-4.22341160348059,1.87863508966586,3.2188758248682,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0104",1,32,"ld0104_1",3.46573590279973,1.01834990012737,-4.49928907586308,1.33672763037311,3.19867311755068,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0111",1,32,"ld0111_1",3.46573590279973,-0.633375452966432,-4.67430303155667,0.992946866936252,3.25809653802148,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0119",1,32,"ld0119_1",3.46573590279973,0.366708173588878,-4.89576596583218,0.55792614920848,3.23867845216438,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0128",1,32,"ld0128_1",3.46573590279973,0.109148563368831,-4.9680351055006,0.415967527053604,3.29583686600433,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0138",1,32,"ld0138_1",3.46573590279973,-0.476592670766664,-4.99166315862179,0.369554827515815,3.29583686600433,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0171",1,32,"ld0171_1",3.46573590279973,0.415913519356783,-5.05245544285675,0.250140248246735,3.19867311755068,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0175",1,32,"ld0175_1",3.46573590279973,0.732501987051341,-5.19795379484545,-0.0356628714373581,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0043",1,26,"ld0043_1",3.25809653802148,-0.360836962208546,-5.1586966515363,0.0414501258872677,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0076",1,26,"ld0076_1",3.25809653802148,1.73353535078447,-5.127597853935,0.102537645102373,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0092",1,26,"ld0092_1",3.25809653802148,2.09331446799422,-4.85342464361529,0.641097414145381,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0104",1,26,"ld0104_1",3.25809653802148,1.63664456396241,-4.72256538436308,0.898144892846291,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0111",1,26,"ld0111_1",3.25809653802148,-0.437835612405437,-5.21495187773891,-0.0690522882465428,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0119",1,26,"ld0119_1",3.25809653802148,0.520423304549056,-5.10455236972097,0.147806001705543,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0128",1,26,"ld0128_1",3.25809653802148,0.331389887382602,-5.19202984069696,-0.0240264195232087,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0138",1,26,"ld0138_1",3.25809653802148,-0.570322017023104,-5.35528716288327,-0.344713570644623,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0171",1,26,"ld0171_1",3.25809653802148,0.589403722965308,-4.81779017968588,0.711094364764362,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0175",1,26,"ld0175_1",3.25809653802148,0.83328930983478,-5.6313101036548,-0.886906774200681,3.3322045101752,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0043",1,24,"ld0043_1",3.17805383034795,-0.391554484344103,NA,NA,3.25809653802148,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0076",1,24,"ld0076_1",3.17805383034795,1.38330843186102,NA,NA,3.17805383034795,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0092",1,24,"ld0092_1",3.17805383034795,1.89462464868475,-5.47920275512544,-0.588121570503385,3.2188758248682,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0104",1,24,"ld0104_1",3.17805383034795,1.12235343351172,-5.31606757350054,-0.267674340680119,3.2188758248682,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0111",1,24,"ld0111_1",3.17805383034795,-0.609676691922707,-5.72734643691205,-1.07555141018993,3.25809653802148,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0119",1,24,"ld0119_1",3.17805383034795,0.394859669299002,-5.45914760504035,-0.548727141757566,3.2188758248682,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0128",1,24,"ld0128_1",3.17805383034795,NA,NA,NA,3.29583686600433,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0138",1,24,"ld0138_1",3.17805383034795,-0.793043084272879,NA,NA,3.23867845216438,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0171",1,24,"ld0171_1",3.17805383034795,0.253179935306519,NA,NA,3.19867311755068,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0175",1,24,"ld0175_1",3.17805383034795,0.786400861834641,-6.07920826492098,-1.76671530839344,3.17805383034795,3.25809653802148,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0043",1,30,"ld0043_1",3.40119738166216,-0.422381127568923,-4.98650835366334,0.379680435939213,3.46573590279973,3.25809653802148,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0076",1,30,"ld0076_1",3.40119738166216,1.28874493586517,-4.77368884261339,0.797722835432796,3.46573590279973,3.25809653802148,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0092",1,30,"ld0092_1",3.40119738166216,1.78157805310777,-4.69749887485703,0.947383159249302,3.46573590279973,3.25809653802148,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0104",1,30,"ld0104_1",3.40119738166216,1.01834990012737,-4.44082880815856,1.45156141824184,3.46573590279973,3.25809653802148,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0111",1,30,"ld0111_1",3.40119738166216,-0.633375452966432,-5.12816589911593,0.101421831193731,3.46573590279973,3.25809653802148,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0119",1,30,"ld0119_1",3.40119738166216,0.366708173588878,-4.92387588634821,0.502709695772793,3.46573590279973,3.25809653802148,0.310155,0.223143,0.1431,0.068992,0,-0.064539
