"id","samp_period","incb_temp","series","log.temp","z.log.mass","log.co2pmin","z.log.co2pmin","log.prior_temp1","log.prior_temp2","log.temp_22cen","log.temp_24cen","log.temp_26cen","log.temp_28cen","log.temp_30cen","log.temp_32cen"
"ld0170",6,26,"ld0170_6",3.25809653802148,-0.12639270798323,-5.72289006754476,-1.06679774219144,3.09104245335832,3.2188758248682,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0018",6,32,"ld0018_6",3.46573590279973,0.359656006648881,-4.21362105753439,1.89786670663326,3.19867311755068,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0042",6,32,"ld0042_6",3.46573590279973,1.18672829062404,-4.39048333195325,1.55045528174468,3.17805383034795,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0049",6,32,"ld0049_6",3.46573590279973,1.21234510905615,-4.79766766227842,0.7506211234688,3.2188758248682,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0088",6,32,"ld0088_6",3.46573590279973,0.303031395013394,-5.00505240745025,0.343254260993261,3.19867311755068,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0095",6,32,"ld0095_6",3.46573590279973,0.352598103907569,-4.71396381024736,0.915041006670715,3.23867845216438,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0133",6,32,"ld0133_6",3.46573590279973,0.799823433640101,-5.15689749494955,0.0449842179114231,3.17805383034795,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0142",6,32,"ld0142_6",3.46573590279973,-1.65644908891624,-5.38282286768695,-0.398802089366847,3.15700042115011,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0150",6,32,"ld0150_6",3.46573590279973,1.1610356265789,-4.72821413601847,0.887049022526347,3.27714473299218,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0154",6,32,"ld0154_6",3.46573590279973,0.152609543741494,-5.10836202140093,0.140322684402235,3.17805383034795,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0170",6,32,"ld0170_6",3.46573590279973,-0.515523606149344,-5.25284030369027,-0.143476707415623,3.19867311755068,3.29583686600433,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0018",6,30,"ld0018_6",3.40119738166216,0.267452456520801,-4.73780951947285,0.868200764189787,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0042",6,30,"ld0042_6",3.40119738166216,1.02488676743616,-4.41767420630737,1.49704411514982,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0049",6,30,"ld0049_6",3.40119738166216,1.14816071184014,-5.27438172331352,-0.18579062263596,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0088",6,30,"ld0088_6",3.40119738166216,0.253179935306519,-4.37708199955595,1.57677958408022,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0095",6,30,"ld0095_6",3.40119738166216,0.408901243466458,-4.73231867844482,0.878986449897221,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0133",6,30,"ld0133_6",3.40119738166216,-0.515523606149344,-4.98476566714206,0.383103603539423,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0142",6,30,"ld0142_6",3.40119738166216,-1.57671476737203,-5.37239521607853,-0.378319002651893,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0150",6,30,"ld0150_6",3.40119738166216,1.14171608403403,-4.86818071924228,0.61211198310206,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0154",6,30,"ld0154_6",3.40119738166216,-0.000465832339038638,-5.47576625410016,-0.581371234843914,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0170",6,30,"ld0170_6",3.40119738166216,-0.360836962208546,-5.20853937018161,-0.0564561684979212,3.3322045101752,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0018",7,28,"ld0018_7",3.3322045101752,0.267452456520801,-4.77717597375905,0.790873046781898,3.15700042115011,3.15700042115011,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0042",7,28,"ld0042_7",3.3322045101752,1.02488676743616,-5.57003947942109,-0.766552589348158,3.19867311755068,3.19867311755068,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0088",7,28,"ld0088_7",3.3322045101752,0.217395592052456,-5.36563820808504,-0.365046179022808,3.25809653802148,3.25809653802148,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0095",7,28,"ld0095_7",3.3322045101752,0.603134249472478,-5.28935009299482,-0.215193063921571,3.13549421592915,3.13549421592915,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0105",7,28,"ld0105_7",3.3322045101752,0.664654175100285,-4.52312726469164,1.28990216024444,3.2188758248682,3.2188758248682,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0140",7,28,"ld0140_7",3.3322045101752,-0.736824621476851,-4.94660795046265,0.458056991793924,3.17805383034795,3.17805383034795,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0150",7,28,"ld0150_7",3.3322045101752,0.932919462125529,-5.18771972858675,-0.0155600453653613,3.19867311755068,3.19867311755068,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0154",7,28,"ld0154_7",3.3322045101752,0.281701541729117,-5.89357261199475,-1.40207029347927,3.17805383034795,3.17805383034795,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0155",7,28,"ld0155_7",3.3322045101752,-0.531145016204281,-4.80617841618646,0.733903408219551,3.15700042115011,3.15700042115011,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0170",7,28,"ld0170_7",3.3322045101752,NA,NA,NA,3.2188758248682,3.2188758248682,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0018",7,22,"ld0018_7",3.09104245335832,0.0508599079904245,-6.10011000785042,-1.8077727035764,3.3322045101752,3.15700042115011,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0042",7,22,"ld0042_7",3.09104245335832,0.859969395239437,-5.9888898644498,-1.58930243555524,3.3322045101752,3.19867311755068,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0088",7,22,"ld0088_7",3.09104245335832,-0.0373138322584054,-5.38964152111674,-0.412196003425943,3.3322045101752,3.25809653802148,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0095",7,22,"ld0095_7",3.09104245335832,0.210220981522159,-5.20717093403004,-0.0537681427171561,3.3322045101752,3.13549421592915,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0105",7,22,"ld0105_7",3.09104245335832,0.513495008019687,-6.08670356944406,-1.78143837148247,3.3322045101752,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0140",7,22,"ld0140_7",3.09104245335832,-0.736824621476851,-5.59818295756149,-0.821834960188434,3.3322045101752,3.17805383034795,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0150",7,22,"ld0150_7",3.09104245335832,0.603134249472478,-6.23849206305647,-2.07959724691733,3.3322045101752,3.19867311755068,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0154",7,22,"ld0154_7",3.09104245335832,-0.111482582421427,-6.17837935675497,-1.96151756588453,3.3322045101752,3.17805383034795,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0155",7,22,"ld0155_7",3.09104245335832,-3.65982939238053,-6.15701111410167,-1.91954382302762,3.3322045101752,3.15700042115011,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0170",7,22,"ld0170_7",3.09104245335832,-0.633375452966432,-5.72612808860385,-1.07315820268905,3.3322045101752,3.2188758248682,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0018",7,24,"ld0018_7",3.17805383034795,-0.000465832339038638,-5.97237236819893,-1.55685703742294,3.29583686600433,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0042",7,24,"ld0042_7",3.17805383034795,0.946117473707008,-5.43083829843144,-0.49311903325096,3.23867845216438,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0088",7,24,"ld0088_7",3.17805383034795,-0.11893444285538,-6.03198533699491,-1.67395508164575,3.15700042115011,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0095",7,24,"ld0095_7",3.17805383034795,0.253179935306519,-6.10073447233667,-1.80899934220059,3.17805383034795,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0105",7,24,"ld0105_7",3.17805383034795,NA,NA,NA,3.23867845216438,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0140",7,24,"ld0140_7",3.17805383034795,-1.00510247562257,-6.05469618925071,-1.71856611906764,3.19867311755068,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0150",7,24,"ld0150_7",3.17805383034795,NA,NA,NA,3.15700042115011,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0154",7,24,"ld0154_7",3.17805383034795,-0.104037115690907,-5.66237434794498,-0.947926420178894,3.19867311755068,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0155",7,24,"ld0155_7",3.17805383034795,-3.72736040200448,NA,NA,3.19867311755068,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0170",7,24,"ld0170_7",3.17805383034795,-0.72882306171944,-6.18555039258227,-1.97560366639905,3.3322045101752,3.36729582998647,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0018",7,30,"ld0018_7",3.40119738166216,0.267452456520801,-4.7699211339987,0.805123763769233,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0042",7,30,"ld0042_7",3.40119738166216,1.02488676743616,-4.81769061302341,0.711289944043171,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0088",7,30,"ld0088_7",3.40119738166216,0.217395592052456,-4.91268129408475,0.524699287742443,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0095",7,30,"ld0095_7",3.40119738166216,0.603134249472478,-5.09007695743313,0.176240124388248,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0105",7,30,"ld0105_7",3.40119738166216,0.664654175100285,-4.63320614634216,1.07367367822357,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0140",7,30,"ld0140_7",3.40119738166216,-0.736824621476851,-5.33654190404909,-0.307892167646801,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0150",7,30,"ld0150_7",3.40119738166216,0.932919462125529,-4.89750694135448,0.554506342531863,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0154",7,30,"ld0154_7",3.40119738166216,0.281701541729117,-5.21338080717127,-0.0659662266978132,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0155",7,30,"ld0155_7",3.40119738166216,-0.531145016204281,-5.61838489914397,-0.861517732185718,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0170",7,30,"ld0170_7",3.40119738166216,NA,NA,NA,3.09104245335832,3.36729582998647,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0018",7,26,"ld0018_7",3.25809653802148,0.0508599079904245,-5.48484045743781,-0.599195736545134,3.27714473299218,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0042",7,26,"ld0042_7",3.25809653802148,0.859969395239437,-5.14417102958735,0.0699828756512152,3.23867845216438,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0088",7,26,"ld0088_7",3.25809653802148,-0.0373138322584054,-4.83981019404233,0.667840343584448,3.19867311755068,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0095",7,26,"ld0095_7",3.25809653802148,0.210220981522159,-5.16023648854406,0.0384254165719515,3.19867311755068,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0105",7,26,"ld0105_7",3.25809653802148,0.513495008019687,-5.62372041332379,-0.871998308610599,3.23867845216438,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0140",7,26,"ld0140_7",3.25809653802148,-0.736824621476851,-5.55095358229094,-0.729062068890655,3.19867311755068,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0150",7,26,"ld0150_7",3.25809653802148,0.603134249472478,-5.58701755710621,-0.799902709829406,3.19867311755068,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0154",7,26,"ld0154_7",3.25809653802148,-0.111482582421427,-5.37603310039308,-0.385464916484857,3.17805383034795,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0155",7,26,"ld0155_7",3.25809653802148,-3.65982939238053,-5.94820775910451,-1.50939037838016,3.17805383034795,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0170",7,26,"ld0170_7",3.25809653802148,-0.633375452966432,-6.52377533283809,-2.63998055973723,3.27714473299218,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0018",7,32,"ld0018_7",3.46573590279973,-0.000465832339038638,-5.168782675104,0.0216381007924314,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0042",7,32,"ld0042_7",3.46573590279973,0.946117473707008,-4.53762266518405,1.26142877463437,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0088",7,32,"ld0088_7",3.46573590279973,-0.11893444285538,-5.10022761704517,0.156301134397507,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0095",7,32,"ld0095_7",3.46573590279973,0.253179935306519,-5.25169106565253,-0.141219253554763,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0105",7,32,"ld0105_7",3.46573590279973,NA,NA,NA,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0140",7,32,"ld0140_7",3.46573590279973,-1.00510247562257,-4.97823223960688,0.395937246988042,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0150",7,32,"ld0150_7",3.46573590279973,NA,NA,NA,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0154",7,32,"ld0154_7",3.46573590279973,-0.104037115690907,-5.06207975780405,0.231235159638076,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0155",7,32,"ld0155_7",3.46573590279973,-3.72736040200448,-5.43186087353165,-0.495127682488273,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0170",7,32,"ld0170_7",3.46573590279973,-0.72882306171944,-5.19950242650628,-0.0387048561324262,3.17805383034795,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0020",8,26,"ld0020_8",3.25809653802148,-0.617569089867457,-5.67405689020708,-0.97087449470146,3.15700042115011,3.15700042115011,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0027",8,26,"ld0027_8",3.25809653802148,1.06400489953431,-5.01258143660369,0.32846495244897,3.17805383034795,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0051",8,26,"ld0051_8",3.25809653802148,0.0873361741495521,-4.61684831061764,1.10580545440829,3.15700042115011,3.15700042115011,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0088",8,26,"ld0088_8",3.25809653802148,0.317222225554611,-5.56678862077501,-0.760166911916067,3.15700042115011,3.15700042115011,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0089",8,26,"ld0089_8",3.25809653802148,-0.284515529666022,-5.22356468797645,-0.0859704732396384,3.13549421592915,3.13549421592915,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0095",8,26,"ld0095_8",3.25809653802148,0.54117506639251,-4.60206889995084,1.1348367225837,3.17805383034795,3.17805383034795,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0140",8,26,"ld0140_8",3.25809653802148,-0.673017782950825,-5.69586222282173,-1.01370681549298,3.2188758248682,3.2188758248682,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0146",8,26,"ld0146_8",3.25809653802148,0.492676867026398,-5.52605470315544,-0.680153079638896,3.19867311755068,3.19867311755068,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0154",8,26,"ld0154_8",3.25809653802148,0.116407192769115,-5.79757252044991,-1.21349684726178,3.19867311755068,3.19867311755068,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0170",8,26,"ld0170_8",3.25809653802148,-0.368506154879245,-5.53337182188358,-0.694526131505239,3.13549421592915,3.13549421592915,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0020",8,32,"ld0020_8",3.46573590279973,-1.11310768245006,-5.12971836818652,0.0983723086560317,3.25809653802148,3.15700042115011,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0027",8,32,"ld0027_8",3.46573590279973,0.644195955152066,-4.87438725739307,0.599920450059311,3.25809653802148,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0051",8,32,"ld0051_8",3.46573590279973,-0.0078229255665579,-5.07653586239907,0.202838963150175,3.25809653802148,3.15700042115011,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0088",8,32,"ld0088_8",3.46573590279973,0.12365975561675,-5.03863253471004,0.277292653874958,3.25809653802148,3.15700042115011,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0089",8,32,"ld0089_8",3.46573590279973,-0.239042809320918,-4.29551688347744,1.73699833785994,3.25809653802148,3.13549421592915,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0095",8,32,"ld0095_8",3.46573590279973,0.352598103907569,-4.50588627555597,1.32376871896529,3.25809653802148,3.17805383034795,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0140",8,32,"ld0140_8",3.46573590279973,-0.882128888014531,-4.85623827318488,0.635570587912422,3.25809653802148,3.2188758248682,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0146",8,32,"ld0146_8",3.46573590279973,0.167048300720059,-4.27717081435332,1.7730356105709,3.25809653802148,3.19867311755068,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0154",8,32,"ld0154_8",3.46573590279973,-0.0817389682386478,-5.02607847858663,0.301952647309377,3.25809653802148,3.19867311755068,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0170",8,32,"ld0170_8",3.46573590279973,-0.633375452966432,-4.72647954431844,0.890456289429865,3.25809653802148,3.13549421592915,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0020",8,30,"ld0020_8",3.40119738166216,-1.04648400822549,-5.35216697816368,-0.338584576641181,3.13549421592915,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0027",8,30,"ld0027_8",3.40119738166216,0.603134249472478,-5.21398761523806,-0.0671581827314437,3.13549421592915,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0051",8,30,"ld0051_8",3.40119738166216,-0.269331464650908,-5.26078923885586,-0.159090839379587,3.23867845216438,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0088",8,30,"ld0088_8",3.40119738166216,0.0727640616705094,-5.29203315364102,-0.220463412983974,3.11351530921037,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0089",8,30,"ld0089_8",3.40119738166216,-0.468827398711954,-4.89594971728305,0.55756520534082,3.13549421592915,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0095",8,30,"ld0095_8",3.40119738166216,0.331389887382602,-4.56603409179951,1.20562007130278,3.13549421592915,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0140",8,30,"ld0140_8",3.40119738166216,-1.05478404801854,-4.96353097874315,0.424815005125608,3.09104245335832,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0146",8,30,"ld0146_8",3.40119738166216,0.12365975561675,-5.21529841536136,-0.0697329937818901,3.17805383034795,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0154",8,30,"ld0154_8",3.40119738166216,-0.276920176058956,-5.31801387547497,-0.271497471104193,3.15700042115011,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0170",8,30,"ld0170_8",3.40119738166216,-0.5389662794125,-5.27274163182971,-0.182568982966271,3.13549421592915,3.29583686600433,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0020",8,28,"ld0020_8",3.3322045101752,-0.617569089867457,-5.37457894836288,-0.382608518587248,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0027",8,28,"ld0027_8",3.3322045101752,1.06400489953431,-5.19132586167652,-0.0226435901132241,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0051",8,28,"ld0051_8",3.3322045101752,0.0873361741495521,-4.6718496640058,0.997766028735586,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0088",8,28,"ld0088_8",3.3322045101752,0.317222225554611,-4.53458172147034,1.26740211514498,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0089",8,28,"ld0089_8",3.3322045101752,-0.284515529666022,-4.82209958520163,0.702629378573446,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0095",8,28,"ld0095_8",3.3322045101752,0.54117506639251,-4.38951637286964,1.55235468417038,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0140",8,28,"ld0140_8",3.3322045101752,-0.673017782950825,-4.74279221960206,0.858413222118597,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0146",8,28,"ld0146_8",3.3322045101752,0.492676867026398,-4.92619534539635,0.498153571095927,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0154",8,28,"ld0154_8",3.3322045101752,0.116407192769115,-4.97829366847282,0.395816581968242,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0170",8,28,"ld0170_8",3.3322045101752,-0.368506154879245,-5.42956337265888,-0.49061469036197,3.46573590279973,3.29583686600433,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0020",8,22,"ld0020_8",3.09104245335832,-1.11310768245006,-6.11766516138263,-1.84225637694769,3.09104245335832,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0027",8,22,"ld0027_8",3.09104245335832,0.644195955152066,-5.00972860526283,0.334068782911687,3.09104245335832,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0051",8,22,"ld0051_8",3.09104245335832,-0.0078229255665579,-6.11497952902588,-1.83698097626177,3.17805383034795,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0088",8,22,"ld0088_8",3.09104245335832,0.12365975561675,-6.129809793471,-1.86611213676097,3.09104245335832,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0089",8,22,"ld0089_8",3.09104245335832,-0.239042809320918,-5.85375026497624,-1.32384706376243,3.09104245335832,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0095",8,22,"ld0095_8",3.09104245335832,0.352598103907569,-5.66466695934371,-0.952429807887574,3.09104245335832,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0140",8,22,"ld0140_8",3.09104245335832,-0.882128888014531,-5.86825413301799,-1.35233708222079,3.15700042115011,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0146",8,22,"ld0146_8",3.09104245335832,0.167048300720059,-5.67853967198474,-0.979680044725961,3.11351530921037,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0154",8,22,"ld0154_8",3.09104245335832,-0.0817389682386478,-5.72267145345631,-1.0663683174754,3.09104245335832,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0170",8,22,"ld0170_8",3.09104245335832,-0.633375452966432,-6.23860524040832,-2.07981956173941,3.15700042115011,3.29583686600433,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0020",8,24,"ld0020_8",3.17805383034795,-1.04648400822549,-5.60469905883245,-0.834634569572059,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0027",8,24,"ld0027_8",3.17805383034795,0.603134249472478,-5.74678121156212,-1.11372723245477,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0051",8,24,"ld0051_8",3.17805383034795,-0.269331464650908,-5.91433315011287,-1.44285031936532,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0088",8,24,"ld0088_8",3.17805383034795,0.0727640616705094,-5.54738044530492,-0.722043338549691,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0089",8,24,"ld0089_8",3.17805383034795,-0.468827398711954,-5.72924737038044,-1.07928542303716,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0095",8,24,"ld0095_8",3.17805383034795,0.331389887382602,-5.03263262098468,0.28907831355499,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0140",8,24,"ld0140_8",3.17805383034795,-1.05478404801854,-5.5744522320171,-0.77522058071092,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0146",8,24,"ld0146_8",3.17805383034795,NA,NA,NA,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0154",8,24,"ld0154_8",3.17805383034795,-0.276920176058956,-5.944650047565,-1.50240194831873,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0170",8,24,"ld0170_8",3.17805383034795,-0.5389662794125,-5.78745423438057,-1.19362144877825,3.40119738166216,3.29583686600433,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0002",9,28,"ld0002_9",3.3322045101752,-1.08806382396484,-4.19300398046911,1.93836493127624,3.15700042115011,3.15700042115011,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0011",9,28,"ld0011_9",3.3322045101752,-0.586042475927687,-5.22030650629452,-0.0795704111326314,3.13549421592915,3.13549421592915,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
