"id","site","samp_period","series","obs","date","batch","ch_num","incb_num","incb_temp_id","incb_temp","prior_temp_1","prior_temp_2","prior_temp_3","prior_temp_4","body_temp","co2_samp_control","co2_samp_1","co2_samp_2","defecate","air_collect_notes","fms_notes","co2_warthog_notes","co2_samp_1_correct","co2_samp_2_correct","frac_co2","lizmass","total_air","total_co2","co2_pmin","z.incb_temp","z.body_temp","log.mass","z.log.mass","log.co2pmin","z.log.co2pmin","z.prior_temp_1","z.prior_temp_2","z.log.prior_temp_1","z.prior_temp_3","z.prior_temp_4","z.log.prior_temp_2","z.log.prior_temp_3","z.log.prior_temp_4","z.log.temp"
"ld0095","SP",4,"ld0095_4",1173,"3/1/2017",1,9,1,2,32,26,32,26,25,25.5,0.000329,0.00841,0.0086733,NA,"","","",0.008081,0.0083443,0.0083443,1.27,145.06,1.210424158,0.013449157,1.454090674,0.70922311,0.2390169,0.63550216,-4.308838851,1.608831203,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0018","UNSWKen",4,"ld0018_4",260,"3/1/2017",1,10,1,2,32,26,32,26,25,25,0.000365,0.0096437,0.0090914,NA,"","NoPT1S1, BadT1BL, LOT2S2","",0.0092787,0.0087264,0.0092787,1.229,145.101,1.346348649,0.01479504,1.454090674,0.409786144,0.206200831,0.348628202,-4.21346329,1.785426865,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0089","SP",5,"ld0089_5",1083,"13/1/2017",1,1,1,1,30,NA,24,24,24,24,0.00101,0.008826,0.00747,1,"","","",0.007816,0.00646,0.007816,1.333,144.997,1.133296552,0.012592184,0.869278328,-0.189087789,0.287432041,1.058741233,-4.374678975,1.486922824,NA,-0.584842691166151,NA,-0.520566329940548,-0.916831458194018,-0.564567618662351,-0.497460005382259,-0.909461745131453,0.887129076772192
"ld0105","SP",5,"ld0105_5",1285,"13/1/2017",1,2,1,1,30,NA,24.5,24.5,24.5,24.5,0.000322,0.00485,0.00522,NA,"","SMLOT2S2, NoPT2S1","",0.004528,0.004898,0.004898,1.411,144.919,0.709813262,0.007886814,0.869278328,0.110349177,0.344298673,1.555862178,-4.842563028,0.620597194,NA,-0.419851692479038,NA,-0.353577593014375,-0.680999088889776,-0.384339658304277,-0.315488431992429,-0.657860658577783,0.887129076772192
"ld0146","UNSWKen",5,"ld0146_5",2092,"13/1/2017",1,3,1,1,30,NA,24,24,24,24,0.000287,0.00541,0.00393,NA,"","","",0.005123,0.003643,0.005123,1.239,145.091,0.743301193,0.008168145,0.869278328,-0.189087789,0.214304603,0.419470359,-4.807513446,0.685494364,NA,-0.584842691166151,NA,-0.520566329940548,-0.916831458194018,-0.564567618662351,-0.497460005382259,-0.909461745131453,0.887129076772192
"ld0020","UNSWKen",5,"ld0020_5",357,"13/1/2017",1,4,1,1,30,NA,24.5,24.5,24.5,24.5,0.00165,0.008088,0.0079173,NA,"","","",0.006438,0.0062673,0.006438,1.113,145.217,0.934907046,0.010387856,0.869278328,0.110349177,0.107059072,-0.518056584,-4.567117847,1.130606497,NA,-0.419851692479038,NA,-0.353577593014375,-0.680999088889776,-0.384339658304277,-0.315488431992429,-0.657860658577783,0.887129076772192
"ld0142","MP",5,"ld0142_5",1941,"13/1/2017",1,5,1,1,30,NA,25.5,25.5,25.5,25.5,0.000713,0.00446,0.00467,NA,"","HitD-ET1S2","",0.003747,0.003957,0.003957,1.087,145.243,0.574726551,0.006315676,0.869278328,0.70922311,0.083421608,-0.724692324,-5.064720482,0.209254479,NA,-0.0898696951048127,NA,-0.0196001191620308,-0.209334350281293,-0.0346631738566191,0.037570993004352,-0.169706749192677,0.887129076772192
"ld0095","SP",5,"ld0095_5",1211,"13/1/2017",1,6,1,1,30,NA,24.5,24.5,24.5,24.5,0.000771,0.00463,0.00518,NA,"","","",0.003859,0.004409,0.004409,1.324,145.006,0.639331454,0.007103683,0.869278328,0.110349177,0.280657458,0.999518674,-4.947141897,0.426960856,NA,-0.419851692479038,NA,-0.353577593014375,-0.680999088889776,-0.384339658304277,-0.315488431992429,-0.657860658577783,0.887129076772192
"ld0150","UNSWKen",5,"ld0150_5",2140,"13/1/2017",1,7,1,1,30,NA,24,24,24,24,0.000166,0.00551,0.0072,1,"","","",0.005344,0.007034,0.007034,1.423,144.907,1.019275838,0.011200833,0.869278328,-0.189087789,0.352767319,1.629894019,-4.491767128,1.270124522,NA,-0.584842691166151,NA,-0.520566329940548,-0.916831458194018,-0.564567618662351,-0.497460005382259,-0.909461745131453,0.887129076772192
"ld0051","SP",5,"ld0051_5",635,"13/1/2017",1,8,1,1,30,NA,27,27,27,27,0.000546,0.0097423,0.0093724,NA,"","","",0.0091963,0.0088264,0.0091963,1.332,144.998,1.333445107,0.014653243,0.869278328,1.607534008,0.286681572,1.052180727,-4.223093603,1.767595551,NA,0.405103300956526,NA,0.481366091616486,0.498162757631432,0.464944026062004,0.542011636206725,0.527752813129503,0.887129076772192
"ld0027","UNSWKen",5,"ld0027_5",398,"13/1/2017",1,9,1,1,30,NA,23.5,23.5,23.5,23.5,0.000253,0.00485,0.00513,NA,"","","",0.004597,0.004877,0.004877,1.467,144.863,0.706496851,0.007763702,0.869278328,-0.488524755,0.383219499,1.896103148,-4.858295997,0.591466314,NA,-0.749833689853264,NA,-0.68755506686672,-1.15266382749826,-0.748590129285599,-0.683262839363888,-1.16636008394167,0.887129076772192
"ld0002","MP",5,"ld0002_5",9,"13/1/2017",1,10,1,1,30,NA,23,23,23,23,0.000524,0.0090944,0.00756,NA,"","","",0.0085704,0.007036,0.0085704,1.151,145.179,1.244242102,0.01367299,0.869278328,-0.787961721,0.14063113,-0.224573879,-4.292332925,1.639393277,NA,-0.914824688540377,NA,-0.854543803792893,-1.3884961968025,-0.936570415117313,-0.873061737998178,-1.42878353961393,0.887129076772192
"ld0089","SP",5,"ld0089_5",1062,"13/1/2017",1,1,1,2,32,30,32,30,24,24,0.00184,0.00211,0.00682,1,"","","",0.00027,0.00498,0.00498,1.333,144.997,0.72208506,0.008023167,1.454090674,-0.189087789,0.287432041,1.058741233,-4.825422047,0.652335123,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-0.916831458194018,1.94998842004926,1.47185070478881,-0.909461745131453,1.39167800608564
"ld0105","SP",5,"ld0105_5",1277,"13/1/2017",1,2,1,2,32,30,32,30,24.5,24.5,NA,0.000576,0.0093639,NA,"","SMLOT2S2, NoPT2S1","",0.000576,0.0093639,0.0093639,1.411,144.919,1.357007024,0.015077856,1.454090674,0.110349177,0.344298673,1.555862178,-4.194528102,1.820486915,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-0.680999088889776,1.94998842004926,1.47185070478881,-0.657860658577783,1.39167800608564
"ld0146","UNSWKen",5,"ld0146_5",2101,"13/1/2017",1,3,1,2,32,30,32,30,24,24,0.000891,0.0058,0.00692,NA,"","","",0.004909,0.006029,0.006029,1.239,145.091,0.874753639,0.009719485,1.454090674,-0.189087789,0.214304603,0.419470359,-4.633622645,1.007467418,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-0.916831458194018,1.94998842004926,1.47185070478881,-0.909461745131453,1.39167800608564
"ld0020","UNSWKen",5,"ld0020_5",353,"13/1/2017",1,4,1,2,32,30,32,30,24.5,24.5,0.00106,0.00627,0.0049,NA,"","","",0.00521,0.00384,0.00521,1.113,145.217,0.75658057,0.008406451,1.454090674,0.110349177,0.107059072,-0.518056584,-4.778755892,0.73874133,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-0.680999088889776,1.94998842004926,1.47185070478881,-0.657860658577783,1.39167800608564
"ld0142","MP",5,"ld0142_5",1960,"13/1/2017",1,5,1,2,32,30,32,30,25.5,25.5,0.00089,0.00381,0.00634,NA,"","HitD-ET1S2","",0.00292,0.00545,0.00545,1.087,145.243,0.79157435,0.008698619,1.454090674,0.70922311,0.083421608,-0.724692324,-4.744591002,0.802000422,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-0.209334350281293,1.94998842004926,1.47185070478881,-0.169706749192677,1.39167800608564
"ld0095","SP",5,"ld0095_5",1193,"13/1/2017",1,6,1,2,32,30,32,30,24.5,24.5,0.000182,0.00455,0.00598,NA,"","","",0.004368,0.005798,0.005798,1.324,145.006,0.840744788,0.009341609,1.454090674,0.110349177,0.280657458,0.999518674,-4.673276772,0.934044557,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-0.680999088889776,1.94998842004926,1.47185070478881,-0.657860658577783,1.39167800608564
"ld0150","UNSWKen",5,"ld0150_5",2159,"13/1/2017",1,7,1,2,32,30,32,30,24,24,0.000565,0.00587,0.00551,1,"","","",0.005305,0.004945,0.005305,1.423,144.907,0.768731635,0.0084476,1.454090674,-0.189087789,0.352767319,1.629894019,-4.773872902,0.747782586,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-0.916831458194018,1.94998842004926,1.47185070478881,-0.909461745131453,1.39167800608564
"ld0051","SP",5,"ld0051_5",656,"13/1/2017",1,8,1,2,32,30,32,30,27,27,0.000948,0.0079704,0.0058,NA,"","","",0.0070224,0.004852,0.0070224,1.332,144.998,1.018233955,0.011313711,1.454090674,1.607534008,0.286681572,1.052180727,-4.481739926,1.288690708,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,0.498162757631432,1.94998842004926,1.47185070478881,0.527752813129503,1.39167800608564
"ld0027","UNSWKen",5,"ld0027_5",408,"13/1/2017",1,9,1,2,32,30,32,30,23.5,23.5,0.00042,0.00629,0.00592,NA,"","","",0.00587,0.0055,0.00587,1.467,144.863,0.85034581,0.009344459,1.454090674,-0.488524755,0.383219499,1.896103148,-4.672971732,0.934609363,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-1.15266382749826,1.94998842004926,1.47185070478881,-1.16636008394167,1.39167800608564
"ld0002","MP",5,"ld0002_5",6,"13/1/2017",1,10,1,2,32,30,32,30,23,23,0.000411,0.0097952,0.0091755,NA,"","","",0.0093842,0.0087645,0.0093842,1.151,145.179,1.362388772,0.015137653,1.454090674,-0.787961721,0.14063113,-0.224573879,-4.190570063,1.827815548,0.915432873501527,2.05501328782765,0.923580787196737,1.48329851317352,-1.3884961968025,1.94998842004926,1.47185070478881,-1.42878353961393,1.39167800608564
"ld0089","SP",5,"ld0089_5",1071,"14/1/2017",1,1,1,1,24,32,24.5,24.5,31,24.5,0.00127,0.00461,0.00373,NA,"","","",0.00334,0.00246,0.00334,1.283,145.047,0.48445698,0.005382855,-0.88515871,0.110349177,0.249201086,0.724531026,-5.224536376,-0.086657734,1.49679255311812,-0.419851692479038,1.4237018453106,-0.353577593014375,2.38482171206537,-0.384339658304277,-0.315488431992429,2.21349368902744,-0.857361468011035
"ld0105","SP",5,"ld0105_5",1301,"14/1/2017",1,2,1,1,24,32,25.5,25.5,31,25.5,NA,0.00124,0.00331,1,"EscapedT2BL","","",0.00124,0.00331,0.00331,1.371,144.959,0.47981429,0.00533127,-0.88515871,0.70922311,0.315540401,1.304460977,-5.234165795,-0.104487391,1.49679255311812,-0.0898696951048127,1.4237018453106,-0.0196001191620308,2.38482171206537,-0.0346631738566191,0.037570993004352,2.21349368902744,-0.857361468011035
"ld0146","UNSWKen",5,"ld0146_5",2065,"14/1/2017",1,3,1,1,24,32,24.5,24.5,31,24.5,0.000171,0.0016,0.00218,NA,"","","",0.001429,0.002009,0.002009,1.218,145.112,0.291530008,0.003239222,-0.88515871,0.110349177,0.197210169,0.270032972,-5.732422101,-1.027049735,1.49679255311812,-0.419851692479038,1.4237018453106,-0.353577593014375,2.38482171206537,-0.384339658304277,-0.315488431992429,2.21349368902744,-0.857361468011035
"ld0020","UNSWKen",5,"ld0020_5",306,"14/1/2017",1,4,1,1,24,32,24.5,24.5,31,24.5,0.000126,0.00188,0.00212,NA,"","","",0.001754,0.001994,0.001994,1.119,145.211,0.289550734,0.00321723,-0.88515871,0.110349177,0.112435429,-0.471057147,-5.739234538,-1.039663519,1.49679255311812,-0.419851692479038,1.4237018453106,-0.353577593014375,2.38482171206537,-0.384339658304277,-0.315488431992429,2.21349368902744,-0.857361468011035
"ld0142","MP",5,"ld0142_5",1952,"14/1/2017",1,5,1,1,24,32,24.5,24.5,31,24.5,NA,0.00245,0.00203,NA,"","","",0.00245,0.00203,0.00245,1.056,145.274,0.3559213,0.003954681,-0.88515871,0.110349177,0.054488185,-0.977624669,-5.532855338,-0.657535534,1.49679255311812,-0.419851692479038,1.4237018453106,-0.353577593014375,2.38482171206537,-0.384339658304277,-0.315488431992429,2.21349368902744,-0.857361468011035
"ld0095","SP",5,"ld0095_5",1208,"14/1/2017",1,6,1,1,24,32,24.5,24.5,31,24.5,0.00101,0.00246,0.00383,NA,"","MT1S2","",0.00145,0.00282,0.00282,1.296,145.034,0.40899588,0.004544399,-0.88515871,0.110349177,0.259282598,0.812662339,-5.393859793,-0.400173903,1.49679255311812,-0.419851692479038,1.4237018453106,-0.353577593014375,2.38482171206537,-0.384339658304277,-0.315488431992429,2.21349368902744,-0.857361468011035
"ld0150","UNSWKen",5,"ld0150_5",2147,"14/1/2017",1,7,1,1,24,32,24.5,24.5,31,24.5,0.000336,0.00194,0.00236,NA,"","","",0.001604,0.002024,0.002024,1.358,144.972,0.293423328,0.003224432,-0.88515871,0.110349177,0.306013029,1.221173894,-5.736998468,-1.035523253,1.49679255311812,-0.419851692479038,1.4237018453106,-0.353577593014375,2.38482171206537,-0.384339658304277,-0.315488431992429,2.21349368902744,-0.857361468011035
"ld0051","SP",5,"ld0051_5",668,"14/1/2017",1,8,1,1,24,32,25,25,31,25,NA,0.00432,NA,NA,"","","",0.00432,NA,0.00432,1.306,145.024,0.62650368,0.006961152,-0.88515871,0.409786144,0.266969031,0.879856169,-4.967410301,0.389432246,1.49679255311812,-0.254860693791926,1.4237018453106,-0.186588856088203,2.38482171206537,-0.20775291707762,-0.137193304660608,2.21349368902744,-0.857361468011035
"ld0027","UNSWKen",5,"ld0027_5",422,"14/1/2017",1,9,1,1,24,32,24,24,31,24,0.000229,0.00288,0.00358,NA,"","","",0.002651,0.003351,0.003351,1.436,144.894,0.485539794,0.005335602,-0.88515871,-0.189087789,0.361861471,1.709393948,-5.233353561,-0.102983472,1.49679255311812,-0.584842691166151,1.4237018453106,-0.520566329940548,2.38482171206537,-0.564567618662351,-0.497460005382259,2.21349368902744,-0.857361468011035
"ld0002","MP",5,"ld0002_5",40,"14/1/2017",1,10,1,1,24,32,24,24,31,24,NA,0.00567,0.00593,NA,"","","",0.00567,0.00593,0.00593,1.126,145.204,0.86105972,0.00956733,-0.88515871,-0.189087789,0.11867153,-0.416541941,-4.649401109,0.9782523,1.49679255311812,-0.584842691166151,1.4237018453106,-0.520566329940548,2.38482171206537,-0.564567618662351,-0.497460005382259,2.21349368902744,-0.857361468011035
"ld0089","SP",5,"ld0089_5",1031,"14/1/2017",1,1,1,2,28,24,28,24,31,24.5,0.00058,0.00533,0.00616,NA,"","","",0.00475,0.00558,0.00558,1.283,145.047,0.80936226,0.008992914,0.284465982,0.110349177,0.249201086,0.724531026,-4.711318345,0.863607469,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0105","SP",5,"ld0105_5",1310,"14/1/2017",1,2,1,2,28,24,28,24,31,25.5,0.000336,0.00413,0.011281,1,"EscapedT2BL","","",0.003794,0.010945,0.010945,1.371,144.959,1.586576255,0.018029276,0.284465982,0.70922311,0.315540401,1.304460977,-4.015758398,2.151493658,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0146","UNSWKen",5,"ld0146_5",2098,"14/1/2017",1,3,1,2,28,24,28,24,31,24.5,0.000631,0.00368,0.00348,NA,"","","",0.003049,0.002849,0.003049,1.218,145.112,0.442446488,0.004971309,0.284465982,0.110349177,0.197210169,0.270032972,-5.304072093,-0.233924625,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0020","UNSWKen",5,"ld0020_5",318,"14/1/2017",1,4,1,2,28,24,28,24,31,24.5,0.00108,0.00281,0.00377,NA,"","","",0.00173,0.00269,0.00269,1.119,145.211,0.39061759,0.004388962,0.284465982,0.110349177,0.112435429,-0.471057147,-5.428662526,-0.464614012,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0142","MP",5,"ld0142_5",1957,"14/1/2017",1,5,1,2,28,24,28,24,31,24.5,NA,0.000597,0.00534,NA,"","","",0.000597,0.00534,0.00534,1.056,145.274,0.77576316,0.00871644,0.284465982,0.110349177,0.054488185,-0.977624669,-4.742544381,0.805789907,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0095","SP",5,"ld0095_5",1181,"14/1/2017",1,6,1,2,28,24,28,24,31,24.5,NA,0.000285,0.0042,NA,"","MT1S2","",0.000285,0.0042,0.0042,1.296,145.034,0.6091428,0.006844301,0.284465982,0.110349177,0.259282598,0.812662339,-4.984338944,0.358087478,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0150","UNSWKen",5,"ld0150_5",2148,"14/1/2017",1,7,1,2,28,24,28,24,31,24.5,NA,0.00366,0.0034,NA,"","","",0.00366,0.0034,0.00366,1.358,144.972,0.53059752,0.005895528,0.284465982,0.110349177,0.306013029,1.221173894,-5.133561182,0.081790288,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0051","SP",5,"ld0051_5",616,"14/1/2017",1,8,1,2,28,24,28,24,31,25,0.000707,0.00348,0.0045,NA,"","","",0.002773,0.003793,0.003793,1.306,145.024,0.550076032,0.00618063,0.284465982,0.409786144,0.266969031,0.879856169,-5.086335071,0.169233298,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0027","UNSWKen",5,"ld0027_5",384,"14/1/2017",1,9,1,2,28,24,28,24,31,24,NA,0.00325,0.00416,NA,"","","",0.00325,0.00416,0.00416,1.436,144.894,0.60275904,0.006697323,0.284465982,-0.189087789,0.361861471,1.709393948,-5.006047385,0.317892523,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0002","MP",5,"ld0002_5",1,"14/1/2017",1,10,1,2,28,24,28,24,31,24,NA,0.0087309,0.0080008,NA,"","","",0.0087309,0.0080008,0.0087309,1.126,145.204,1.267761604,0.014244512,0.284465982,-0.189087789,0.11867153,-0.416541941,-4.251383569,1.715214362,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,2.38482171206537,0.78282438087249,-0.497460005382259,2.21349368902744,0.347756949468565
"ld0089","SP",5,"ld0089_5",1058,"15/1/2017",1,1,1,1,22,28,23.5,23.5,26,23.5,0.000887,0.00264,0.00173,NA,"","","",0.001753,0.000843,0.001753,1.272,145.058,0.254286674,0.002825407,-1.469971056,-0.488524755,0.240590465,0.649258062,-5.869102854,-1.280125338,0.334073193884939,-0.749833689853264,0.388942136013244,-0.68755506686672,0.0264980190229487,-0.748590129285599,-0.683262839363888,0.0672370138192196,-1.53759857794768
"ld0105","SP",5,"ld0105_5",1304,"15/1/2017",1,2,1,1,22,28,25,25,26,25,NA,0.00199,0.00168,NA,"","LateMarkerT1S1","",0.00199,0.00168,0.00199,1.353,144.977,0.28850423,0.003205603,-1.469971056,0.409786144,0.302324349,1.188927917,-5.742855063,-1.046367217,0.334073193884939,-0.254860693791926,0.388942136013244,-0.186588856088203,0.0264980190229487,-0.20775291707762,-0.137193304660608,0.0672370138192196,-1.53759857794768
"ld0146","UNSWKen",5,"ld0146_5",2103,"15/1/2017",1,3,1,1,22,28,24,24,26,24,NA,0.00165,0.00138,1,"","BadPT1S2","",0.00165,0.00138,0.00165,1.193,145.137,0.23947605,0.002631605,-1.469971056,-0.189087789,0.176471143,0.088735012,-5.940161353,-1.411695966,0.334073193884939,-0.584842691166151,0.388942136013244,-0.520566329940548,0.0264980190229487,-0.564567618662351,-0.497460005382259,0.0672370138192196,-1.53759857794768
"ld0020","UNSWKen",5,"ld0020_5",333,"15/1/2017",1,4,1,1,22,28,23.5,23.5,26,23.5,NA,0.00138,0.00121,NA,"FST1S1","","",0.00138,0.00121,0.00138,1.081,145.249,0.20044362,0.002227151,-1.469971056,-0.488524755,0.077886539,-0.773079206,-6.107032089,-1.720670796,0.334073193884939,-0.749833689853264,0.388942136013244,-0.68755506686672,0.0264980190229487,-0.748590129285599,-0.683262839363888,0.0672370138192196,-1.53759857794768
"ld0142","MP",5,"ld0142_5",1993,"15/1/2017",1,5,1,1,22,28,25,25,26,25,NA,0.002,0.00165,NA,"","","",0.002,0.00165,0.002,1.05,145.28,0.29056,0.003192967,-1.469971056,0.409786144,0.048790164,-1.027436054,-5.7468047,-1.053680294,0.334073193884939,-0.254860693791926,0.388942136013244,-0.186588856088203,0.0264980190229487,-0.20775291707762,-0.137193304660608,0.0672370138192196,-1.53759857794768
"ld0095","SP",5,"ld0095_5",1209,"15/1/2017",1,6,1,1,22,28,24.5,24.5,26,24.5,0.000218,0.00181,0.00168,1,"","","",0.001592,0.001462,0.001592,1.298,145.032,0.230890944,0.002565455,-1.469971056,0.110349177,0.260824618,0.826142487,-5.965619428,-1.458833677,0.334073193884939,-0.419851692479038,0.388942136013244,-0.353577593014375,0.0264980190229487,-0.384339658304277,-0.315488431992429,0.0672370138192196,-1.53759857794768
"ld0150","UNSWKen",5,"ld0150_5",2145,"15/1/2017",1,7,1,1,22,28,24,24,26,24,NA,0.00145,0.00217,NA,"","","",0.00145,0.00217,0.00217,1.337,144.993,0.31463481,0.003457525,-1.469971056,-0.189087789,0.290428298,1.084934135,-5.667202264,-0.906289866,0.334073193884939,-0.584842691166151,0.388942136013244,-0.520566329940548,0.0264980190229487,-0.564567618662351,-0.497460005382259,0.0672370138192196,-1.53759857794768
"ld0051","SP",5,"ld0051_5",624,"15/1/2017",1,8,1,1,22,28,23.5,23.5,26,23.5,NA,0.00271,0.00326,NA,"","DPT1S1","",0.00271,0.00326,0.00326,1.303,145.027,0.47278802,0.0052532,-1.469971056,-0.488524755,0.264669298,0.859752195,-5.248917864,-0.131802055,0.334073193884939,-0.749833689853264,0.388942136013244,-0.68755506686672,0.0264980190229487,-0.748590129285599,-0.683262839363888,0.0672370138192196,-1.53759857794768
"ld0027","UNSWKen",5,"ld0027_5",403,"15/1/2017",1,9,1,1,22,28,25,25,26,25,0.00072,0.00177,0.00218,NA,"","","",0.00105,0.00146,0.00146,1.413,144.917,0.21157882,0.002325042,-1.469971056,0.409786144,0.345715104,1.568244438,-6.064017176,-1.641025163,0.334073193884939,-0.254860693791926,0.388942136013244,-0.186588856088203,0.0264980190229487,-0.20775291707762,-0.137193304660608,0.0672370138192196,-1.53759857794768
"ld0002","MP",5,"ld0002_5",21,"15/1/2017",1,10,1,1,22,28,23.5,23.5,26,23.5,NA,0.000981,0.00108,NA,"","LOT1BL","",0.000981,0.00108,0.00108,1.111,145.219,0.15683652,0.001723478,-1.469971056,-0.488524755,0.105260511,-0.533779384,-6.363410937,-2.195377223,0.334073193884939,-0.749833689853264,0.388942136013244,-0.68755506686672,0.0264980190229487,-0.748590129285599,-0.683262839363888,0.0672370138192196,-1.53759857794768
"ld0089","SP",5,"ld0089_5",1090,"15/1/2017",1,1,1,2,26,22,26,22,26,23.5,0.00126,0.00504,0.00383,NA,"","","",0.00378,0.00257,0.00378,1.272,145.058,0.54831924,0.006092436,-0.300346364,-0.488524755,0.240590465,0.649258062,-5.100707277,0.142621982,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0105","SP",5,"ld0105_5",1296,"15/1/2017",1,2,1,2,26,22,26,22,26,25,NA,0.00412,0.00412,NA,"","LateMarkerT1S1","",0.00412,0.00412,0.00412,1.353,144.977,0.59730524,0.006636725,-0.300346364,0.409786144,0.302324349,1.188927917,-5.01513666,0.301062985,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0146","UNSWKen",5,"ld0146_5",2112,"15/1/2017",1,3,1,2,26,22,26,22,26,24,0.000369,0.00275,0.00314,1,"","BadPT1S2","",0.002381,0.002771,0.002771,1.193,145.137,0.402174627,0.004468607,-0.300346364,-0.189087789,0.176471143,0.088735012,-5.410678552,-0.431315211,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0020","UNSWKen",5,"ld0020_5",350,"15/1/2017",1,4,1,2,26,22,26,22,26,23.5,0.000182,0.00244,0.00246,NA,"FST1S1","","",0.002258,0.002278,0.002278,1.081,145.249,0.330877222,0.003676414,-0.300346364,-0.488524755,0.077886539,-0.773079206,-5.605817458,-0.792630873,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0142","MP",5,"ld0142_5",1963,"15/1/2017",1,5,1,2,26,22,26,22,26,25,NA,0.00309,0.00242,NA,"","","",0.00309,0.00242,0.00309,1.05,145.28,0.4489152,0.004987947,-0.300346364,0.409786144,0.048790164,-1.027436054,-5.300730877,-0.227738089,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0095","SP",5,"ld0095_5",1180,"15/1/2017",1,6,1,2,26,22,26,22,26,24.5,0.000238,0.00136,0.00332,1,"","","",0.001122,0.003082,0.003082,1.298,145.032,0.446988624,0.00496654,-0.300346364,0.110349177,0.260824618,0.826142487,-5.305031858,-0.235701709,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0150","UNSWKen",5,"ld0150_5",2138,"15/1/2017",1,7,1,2,26,22,26,22,26,24,NA,0.00311,0.00249,NA,"","","",0.00311,0.00249,0.00311,1.337,144.993,0.45092823,0.005010314,-0.300346364,-0.189087789,0.290428298,1.084934135,-5.296256691,-0.219453768,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0051","SP",5,"ld0051_5",617,"15/1/2017",1,8,1,2,26,22,26,22,26,23.5,NA,0.00254,0.00326,NA,"","DPT1S1","",0.00254,0.00326,0.00326,1.303,145.027,0.47278802,0.0052532,-0.300346364,-0.488524755,0.264669298,0.859752195,-5.248917864,-0.131802055,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
