"id","site","samp_period","series","obs","date","batch","ch_num","incb_num","incb_temp_id","incb_temp","prior_temp_1","prior_temp_2","prior_temp_3","prior_temp_4","body_temp","co2_samp_control","co2_samp_1","co2_samp_2","defecate","air_collect_notes","fms_notes","co2_warthog_notes","co2_samp_1_correct","co2_samp_2_correct","frac_co2","lizmass","total_air","total_co2","co2_pmin","z.incb_temp","z.body_temp","log.mass","z.log.mass","log.co2pmin","z.log.co2pmin","z.prior_temp_1","z.prior_temp_2","z.log.prior_temp_1","z.prior_temp_3","z.prior_temp_4","z.log.prior_temp_2","z.log.prior_temp_3","z.log.prior_temp_4","z.log.temp"
"ld0027","UNSWKen",10,"ld0027_10",420,"14/3/2017",1,21,2,2,22,28,22,28,22.5,22.5,NA,0.00279,0.00254,NA,"","","BadBL",0.00279,0.00254,0.00279,1.227,145.103,0.40483737,0.004498193,-1.469971056,-1.087398687,0.204572166,0.334390619,-5.404079518,-0.41909656,0.334073193884939,-1.2448066859146,0.388942136013244,0.815343565468831,-1.62432856610674,-1.32511199871773,0.862967320328408,-1.69697500313707,-1.53759857794768
"ld0133","MP",10,"ld0133_10",1719,"15/3/2017",1,11,2,1,26,22,23.5,23.5,25,23.5,0.000614,0.00253,0.00264,NA,"","","",0.001916,0.002026,0.002026,1.066,145.264,0.294304864,0.003270054,-0.300346364,-0.488524755,0.063913326,-0.895231276,-5.72294878,-1.009509105,-1.41000584496483,-0.749833689853264,-1.47986769889271,-0.68755506686672,-0.445166719585535,-0.748590129285599,-0.683262839363888,-0.411342771589956,-0.231603986367692
"ld0142","MP",10,"ld0142_10",1966,"15/3/2017",1,12,2,1,26,22,22.5,22.5,25,22.5,0.000572,0.00232,0.00243,NA,"","","",0.001748,0.001858,0.001858,0.96,145.37,0.27009746,0.003001083,-0.300346364,-1.087398687,-0.040821995,-1.810814279,-5.808782055,-1.168436441,-1.41000584496483,-1.07981568722749,-1.47986769889271,-1.02153254071906,-0.445166719585535,-1.12868246486362,-1.0670323732427,-0.411342771589956,-0.231603986367692
"ld0154","Maroubra",10,"ld0154_10",2239,"15/3/2017",1,13,2,1,26,22,22.5,22.5,25,22.5,0.000699,0.00231,0.00274,NA,"","","",0.001611,0.002041,0.002041,1.08,145.25,0.29645525,0.003293947,-0.300346364,-1.087398687,0.076961041,-0.781169789,-5.715668737,-0.996029509,-1.41000584496483,-1.07981568722749,-1.47986769889271,-1.02153254071906,-0.445166719585535,-1.12868246486362,-1.0670323732427,-0.411342771589956,-0.231603986367692
"ld0146","UNSWKen",10,"ld0146_10",2080,"15/3/2017",1,14,2,1,26,22,23,23,25,23,0.000575,0.0022,0.00246,NA,"","","",0.001625,0.001885,0.001885,1.116,145.214,0.27372839,0.003041427,-0.300346364,-0.787961721,0.109750864,-0.49452528,-5.795428466,-1.143711177,-1.41000584496483,-0.914824688540377,-1.47986769889271,-0.854543803792893,-0.445166719585535,-0.936570415117313,-0.873061737998178,-0.411342771589956,-0.231603986367692
"ld0155","Belmore",10,"ld0155_10",2311,"15/3/2017",1,15,2,1,26,22,22.5,22.5,25,22.5,0.000964,0.0024,0.00287,NA,"","","",0.001436,0.001906,0.001906,0.768,145.562,0.277441172,0.00308268,-0.300346364,-1.087398687,-0.263965546,-3.76150715,-5.78195593,-1.118765675,-1.41000584496483,-1.07981568722749,-1.47986769889271,-1.02153254071906,-0.445166719585535,-1.12868246486362,-1.0670323732427,-0.411342771589956,-0.231603986367692
"ld0105","SP",10,"ld0105_10",1295,"15/3/2017",1,16,2,1,26,22,22,22,25,22,0.000807,0.00296,0.00308,NA,"Dropped?T2BL","","",0.002153,0.002273,0.002273,1.181,145.149,0.329923677,0.003665819,-0.300346364,-1.386835653,0.166361537,0.000358108,-5.608703503,-0.797974621,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,-0.445166719585535,-1.32511199871773,-1.26536226203824,-0.411342771589956,-0.231603986367692
"ld0018","UNSWKen",10,"ld0018_10",278,"15/3/2017",1,17,2,1,26,22,21.5,21.5,25,21.5,0.000927,0.00397,0.00381,NA,"","","",0.003043,0.002883,0.003043,1.125,145.205,0.441858815,0.004909542,-0.300346364,-1.686272619,0.117783036,-0.424309045,-5.316574621,-0.257074078,-1.41000584496483,-1.40979768460172,-1.47986769889271,-1.35551001457141,-0.445166719585535,-1.52605754734477,-1.46825185573222,-0.411342771589956,-0.231603986367692
"ld0118","SP",10,"ld0118_10",1549,"15/3/2017",1,18,2,1,26,22,22,22,25,22,0.000627,0.00289,0.00329,NA,"","","",0.002263,0.002663,0.002663,1.234,145.096,0.386390648,0.004293229,-0.300346364,-1.386835653,0.210260925,0.384121042,-5.450716149,-0.505448099,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,-0.445166719585535,-1.32511199871773,-1.26536226203824,-0.411342771589956,-0.231603986367692
"ld0088","SP",10,"ld0088_10",1000,"15/3/2017",1,19,2,1,26,22,22,22,25,22,0.000118,0.00244,0.00228,NA,"","","",0.002322,0.002162,0.002322,1.121,145.209,0.337175298,0.003746392,-0.300346364,-1.386835653,0.114221144,-0.455446653,-5.586962035,-0.757718514,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,-0.445166719585535,-1.32511199871773,-1.26536226203824,-0.411342771589956,-0.231603986367692
"ld0150","UNSWKen",10,"ld0150_10",2127,"15/3/2017",1,20,2,1,26,22,22,22,25,22,0.000536,0.00421,0.00415,1,"","","",0.003674,0.003614,0.003674,1.292,145.038,0.532869612,0.005920773,-0.300346364,-1.386835653,0.256191405,0.785639522,-5.129288264,0.089701944,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,-0.445166719585535,-1.32511199871773,-1.26536226203824,-0.411342771589956,-0.231603986367692
"ld0027","UNSWKen",10,"ld0027_10",381,"15/3/2017",1,21,2,1,26,22,23,23,25,23,0.000302,0.00289,0.00283,NA,"","","",0.002588,0.002528,0.002588,1.173,145.157,0.375666316,0.00417407,-0.300346364,-0.787961721,0.15956457,-0.059060127,-5.4788637,-0.557565595,-1.41000584496483,-0.914824688540377,-1.47986769889271,-0.854543803792893,-0.445166719585535,-0.936570415117313,-0.873061737998178,-0.411342771589956,-0.231603986367692
"ld0133","MP",10,"ld0133_10",1717,"15/3/2017",1,11,2,2,32,26,32,26,25,23.5,NA,0.00453,0.00485,NA,"","","",0.00453,0.00485,0.00485,1.066,145.264,0.7045304,0.007828116,1.454090674,-0.488524755,0.063913326,-0.895231276,-4.850033411,0.606765168,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0142","MP",10,"ld0142_10",1983,"15/3/2017",1,12,2,2,32,26,32,26,25,22.5,0.000425,0.00409,0.00498,NA,"","","",0.003665,0.004555,0.004555,0.96,145.37,0.66216035,0.007357337,1.454090674,-1.087398687,-0.040821995,-1.810814279,-4.912057232,0.491922985,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0154","Maroubra",10,"ld0154_10",2259,"15/3/2017",1,13,2,2,32,26,32,26,25,22.5,0.000828,0.00656,0.00668,NA,"","","",0.005732,0.005852,0.005852,1.08,145.25,0.850003,0.009444478,1.454090674,-1.087398687,0.076961041,-0.781169789,-4.662325047,0.954322572,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0146","UNSWKen",10,"ld0146_10",2062,"15/3/2017",1,14,2,2,32,26,32,26,25,23,0.00095,0.0049,0.00483,NA,"","","",0.00395,0.00388,0.00395,1.116,145.214,0.5735953,0.006373281,1.454090674,-0.787961721,0.109750864,-0.49452528,-5.055640871,0.226066122,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0155","Belmore",10,"ld0155_10",2321,"15/3/2017",1,15,2,2,32,26,32,26,25,22.5,0.00107,0.00552,0.00585,NA,"","","",0.00445,0.00478,0.00478,0.768,145.562,0.69578636,0.00773096,1.454090674,-1.087398687,-0.263965546,-3.76150715,-4.862522233,0.583641092,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0105","SP",10,"ld0105_10",1303,"15/3/2017",1,16,2,2,32,26,32,26,25,22,0.000806,0.0126067,0.0117344,NA,"Dropped?T2BL","","",0.0118007,0.0109284,0.0118007,1.181,145.149,1.712859804,0.019031776,1.454090674,-1.386835653,0.166361537,0.000358108,-3.961645276,2.251688534,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0018","UNSWKen",10,"ld0018_10",284,"15/3/2017",1,17,2,2,32,26,32,26,25,21.5,0.00196,0.0112155,0.0121061,NA,"","","",0.0092555,0.0101461,0.0101461,1.125,145.205,1.473264451,0.016369605,1.454090674,-1.686272619,0.117783036,-0.424309045,-4.112329017,1.972685249,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0118","SP",10,"ld0118_10",1566,"15/3/2017",1,18,2,2,32,26,32,26,25,22,0.000182,0.00422,0.00378,NA,"","","",0.004038,0.003598,0.004038,1.234,145.096,0.585897648,0.006509974,1.454090674,-1.386835653,0.210260925,0.384121042,-5.034419817,0.265358642,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0088","SP",10,"ld0088_10",1017,"15/3/2017",1,19,2,2,32,26,32,26,25,22,0.000221,0.00604,0.0068,NA,"","","",0.005819,0.006579,0.006579,1.121,145.209,0.955330011,0.010614778,1.454090674,-1.386835653,0.114221144,-0.455446653,-4.545508098,1.170618717,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0150","UNSWKen",10,"ld0150_10",2139,"15/3/2017",1,20,2,2,32,26,32,26,25,22,0.0015,0.00663,0.00669,1,"","","",0.00513,0.00519,0.00519,1.292,145.038,0.75274722,0.008363858,1.454090674,-1.386835653,0.256191405,0.785639522,-4.783835475,0.729336066,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0027","UNSWKen",10,"ld0027_10",412,"15/3/2017",1,21,2,2,32,26,32,26,25,23,0.000886,0.00362,0.00653,NA,"","","",0.002734,0.005644,0.005644,1.173,145.157,0.819266108,0.009102957,1.454090674,-0.787961721,0.15956457,-0.059060127,-4.699155973,0.886127097,-0.247286485731649,2.05501328782765,-0.185334385898197,0.147388617764142,-0.445166719585535,1.94998842004926,0.208941593786652,-0.411342771589956,1.39167800608564
"ld0133","MP",10,"ld0133_10",1724,"16/3/2017",1,11,2,1,30,32,24,24,29,24,NA,0.00299,0.00271,NA,"","","",0.00299,0.00271,0.00299,1.069,145.261,0.43433039,0.004825893,0.869278328,-0.189087789,0.066723632,-0.870663932,-5.333759484,-0.288893259,1.49679255311812,-0.584842691166151,1.4237018453106,-0.520566329940548,1.4414922348484,-0.564567618662351,-0.497460005382259,1.39971083986099,0.887129076772192
"ld0142","MP",10,"ld0142_10",1989,"16/3/2017",1,12,2,1,30,32,23,23,29,23,NA,0.00292,0.00235,NA,"","","",0.00292,0.00235,0.00292,0.946,145.384,0.42452128,0.004716903,0.869278328,-0.787961721,-0.05551271,-1.939238666,-5.356602839,-0.331189601,1.49679255311812,-0.914824688540377,1.4237018453106,-0.854543803792893,1.4414922348484,-0.936570415117313,-0.873061737998178,1.39971083986099,0.887129076772192
"ld0154","Maroubra",10,"ld0154_10",2245,"16/3/2017",1,13,2,1,30,32,22,22,29,22,0.000442,0.00341,0.00265,NA,"","","",0.002968,0.002208,0.002968,1.065,145.265,0.43114652,0.004790517,0.869278328,-1.386835653,0.062974799,-0.903435758,-5.34111694,-0.302516192,1.49679255311812,-1.2448066859146,1.4237018453106,-1.18852127764524,1.4414922348484,-1.32511199871773,-1.26536226203824,1.39971083986099,0.887129076772192
"ld0146","UNSWKen",10,"ld0146_10",2059,"16/3/2017",1,14,2,1,30,32,23.5,23.5,29,23.5,0.000251,0.0033,0.00245,1,"","","",0.003049,0.002199,0.003049,1.118,145.212,0.442751388,0.00491946,0.869278328,-0.488524755,0.111541375,-0.47887286,-5.314556511,-0.253337382,1.49679255311812,-0.749833689853264,1.4237018453106,-0.68755506686672,1.4414922348484,-0.748590129285599,-0.683262839363888,1.39971083986099,0.887129076772192
"ld0155","Belmore",10,"ld0155_10",2352,"16/3/2017",1,15,2,1,30,32,22,22,29,22,NA,0.00379,0.00272,NA,"","","",0.00379,0.00272,0.00379,0.761,145.569,0.55170651,0.006130072,0.869278328,-1.386835653,-0.273121921,-3.841551032,-5.094548784,0.154024937,1.49679255311812,-1.2448066859146,1.4237018453106,-1.18852127764524,1.4414922348484,-1.32511199871773,-1.26536226203824,1.39971083986099,0.887129076772192
"ld0105","SP",10,"ld0105_10",1288,"16/3/2017",1,16,2,1,30,32,22,22,29,22,0.000262,0.00413,0.00374,1,"","","",0.003868,0.003478,0.003868,1.162,145.168,0.561509824,0.006238998,0.869278328,-1.386835653,0.150142658,-0.141425291,-5.076935686,0.186637028,1.49679255311812,-1.2448066859146,1.4237018453106,-1.18852127764524,1.4414922348484,-1.32511199871773,-1.26536226203824,1.39971083986099,0.887129076772192
"ld0018","UNSWKen",10,"ld0018_10",275,"16/3/2017",1,17,2,1,30,32,23,23,29,23,0.000416,0.0045,0.00497,1,"","","",0.004084,0.004554,0.004554,1.132,145.198,0.661231692,0.007347019,0.869278328,-0.787961721,0.12398598,-0.370083687,-4.913460626,0.489324486,1.49679255311812,-0.914824688540377,1.4237018453106,-0.854543803792893,1.4414922348484,-0.936570415117313,-0.873061737998178,1.39971083986099,0.887129076772192
"ld0118","SP",10,"ld0118_10",1548,"16/3/2017",1,18,2,1,30,32,22,22,29,22,NA,0.00392,0.00372,NA,"","","",0.00392,0.00372,0.00392,1.229,145.101,0.56879592,0.006319955,0.869278328,-1.386835653,0.206200831,0.348628202,-5.064043191,0.210508539,1.49679255311812,-1.2448066859146,1.4237018453106,-1.18852127764524,1.4414922348484,-1.32511199871773,-1.26536226203824,1.39971083986099,0.887129076772192
"ld0088","SP",10,"ld0088_10",991,"16/3/2017",1,19,2,1,30,32,22.5,22.5,29,22.5,NA,0.00235,0.00291,NA,"","","",0.00235,0.00291,0.00291,1.139,145.191,0.42250581,0.004694509,0.869278328,-1.087398687,0.130150684,-0.316192614,-5.361361751,-0.340001117,1.49679255311812,-1.07981568722749,1.4237018453106,-1.02153254071906,1.4414922348484,-1.12868246486362,-1.0670323732427,1.39971083986099,0.887129076772192
"ld0150","UNSWKen",10,"ld0150_10",2161,"16/3/2017",1,20,2,1,30,32,23.5,23.5,29,23.5,0.000179,0.00411,0.0041,NA,"","","",0.003931,0.003921,0.003931,1.272,145.058,0.570222998,0.006335811,0.869278328,-0.488524755,0.240590465,0.649258062,-5.061537454,0.215148115,1.49679255311812,-0.749833689853264,1.4237018453106,-0.68755506686672,1.4414922348484,-0.748590129285599,-0.683262839363888,1.39971083986099,0.887129076772192
"ld0027","UNSWKen",10,"ld0027_10",373,"16/3/2017",1,21,2,1,30,32,21.5,21.5,29,21.5,0.000263,0.00305,0.00394,NA,"","","",0.002787,0.003677,0.003677,1.225,145.105,0.533551085,0.005928345,0.869278328,-1.686272619,0.202940844,0.32012981,-5.128010194,0.092068395,1.49679255311812,-1.40979768460172,1.4237018453106,-1.35551001457141,1.4414922348484,-1.52605754734477,-1.46825185573222,1.39971083986099,0.887129076772192
"ld0133","MP",10,"ld0133_10",1721,"16/3/2017",1,11,2,2,24,30,24,30,29,24,0.000166,0.00176,0.00188,NA,"","","",0.001594,0.001714,0.001714,1.069,145.261,0.248977354,0.002766415,-0.88515871,-0.189087789,0.066723632,-0.870663932,-5.890203021,-1.319194025,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0142","MP",10,"ld0142_10",1964,"16/3/2017",1,12,2,2,24,30,24,30,29,23,9.98e-05,0.00192,0.00233,NA,"","","",0.0018202,0.0022302,0.0022302,0.946,145.384,0.324235397,0.003602616,-0.88515871,-0.787961721,-0.05551271,-1.939238666,-5.626095031,-0.830176458,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0154","Maroubra",10,"ld0154_10",2251,"16/3/2017",1,13,2,2,24,30,24,30,29,22,NA,0.0036,0.0036,NA,"","","BadBL",0.0036,0.0036,0.0036,1.065,145.265,0.522954,0.0058106,-0.88515871,-1.386835653,0.062974799,-0.903435758,-5.148071443,0.05492335,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0146","UNSWKen",10,"ld0146_10",2061,"16/3/2017",1,14,2,2,24,30,24,30,29,23.5,0.000732,0.00264,0.00291,1,"","","",0.001908,0.002178,0.002178,1.118,145.212,0.316271736,0.00351413,-0.88515871,-0.488524755,0.111541375,-0.47887286,-5.650963295,-0.876222086,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0155","Belmore",10,"ld0155_10",2301,"16/3/2017",1,15,2,2,24,30,24,30,29,22,0.000115,0.00154,0.00171,NA,"","","",0.001425,0.001595,0.001595,0.761,145.569,0.232182555,0.002579806,-0.88515871,-1.386835653,-0.273121921,-3.841551032,-5.960041077,-1.448504903,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0105","SP",10,"ld0105_10",1318,"16/3/2017",1,16,2,2,24,30,24,30,29,22,0.000734,0.00201,0.00283,1,"","","",0.001276,0.002096,0.002096,1.162,145.168,0.304272128,0.003380801,-0.88515871,-1.386835653,0.150142658,-0.141425291,-5.689642615,-0.947840014,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0018","UNSWKen",10,"ld0018_10",303,"16/3/2017",1,17,2,2,24,30,24,30,29,23,0.000114,0.00249,0.00288,1,"","","",0.002376,0.002766,0.002766,1.132,145.198,0.401617668,0.004462419,-0.88515871,-0.787961721,0.12398598,-0.370083687,-5.412064283,-0.433881006,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0118","SP",10,"ld0118_10",1530,"16/3/2017",1,18,2,2,24,30,24,30,29,22,0.000439,0.0022,0.00229,NA,"","","",0.001761,0.001851,0.001851,1.229,145.101,0.268581951,0.002984244,-0.88515871,-1.386835653,0.206200831,0.348628202,-5.814408831,-1.178854876,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0088","SP",10,"ld0088_10",1026,"16/3/2017",1,19,2,2,24,30,24,30,29,22.5,0.000203,0.00433,0.00445,NA,"","","",0.004127,0.004247,0.004247,1.139,145.191,0.616626177,0.006851402,-0.88515871,-1.087398687,0.130150684,-0.316192614,-4.983301976,0.360007509,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0150","UNSWKen",10,"ld0150_10",2157,"16/3/2017",1,20,2,2,24,30,24,30,29,23.5,0.000562,0.00247,0.00258,NA,"","","",0.001908,0.002018,0.002018,1.272,145.058,0.292727044,0.003252523,-0.88515871,-0.488524755,0.240590465,0.649258062,-5.728324276,-1.019462276,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0027","UNSWKen",10,"ld0027_10",421,"16/3/2017",1,21,2,2,24,30,24,30,29,21.5,0.000335,0.00315,0.00341,NA,"","","",0.002815,0.003075,0.003075,1.225,145.105,0.446197875,0.004957754,-0.88515871,-1.686272619,0.202940844,0.32012981,-5.306802463,-0.238980129,0.915432873501527,-0.584842691166151,0.923580787196737,1.48329851317352,1.4414922348484,-0.564567618662351,1.47185070478881,1.39971083986099,-0.857361468011035
"ld0175","UNSWKen",1,"ld0175_1",2497,"29/11/2016",2,1,1,1,22,NA,26,26,26,26,0.000605,0.0014,0.00296,NA,"","","",0.000795,0.002355,0.002355,1.299,145.031,0.341548005,0.003794978,-1.469971056,1.008660076,0.261594738,0.832874774,-5.574076665,-0.733860196,NA,0.0751213035823001,NA,0.147388617764142,0.0264980190229487,0.135065390165667,0.208941593786652,0.0672370138192196,-1.53759857794768
"ld0104","SP",1,"ld0104_1",1222,"29/11/2016",2,2,1,1,22,NA,26,26,26,26,0.00079,0.00694,0.00579,NA,"","","",0.00615,0.005,0.00615,1.425,144.905,0.89116575,0.009901842,-1.469971056,1.008660076,0.354171814,1.642171934,-4.615034479,1.041884931,NA,0.0751213035823001,NA,0.147388617764142,0.0264980190229487,0.135065390165667,0.208941593786652,0.0672370138192196,-1.53759857794768
"ld0043","UNSWKen",1,"ld0043_1",501,"29/11/2016",2,3,1,1,22,NA,27,27,27,27,0.000478,0.00266,0.00361,NA,"","","",0.002182,0.003132,0.003132,1.132,145.198,0.454760136,0.00505289,-1.469971056,1.607534008,0.12398598,-0.370083687,-5.287794922,-0.20378611,NA,0.405103300956526,NA,0.481366091616486,0.498162757631432,0.464944026062004,0.542011636206725,0.527752813129503,-1.53759857794768
"ld0076","SP",1,"ld0076_1",860,"29/11/2016",2,4,1,1,22,NA,25.5,25.5,25.5,25.5,0.000438,0.00422,0.000926,NA,"","","",0.003782,0.000488,0.003782,1.441,144.889,0.547970198,0.006088558,-1.469971056,0.70922311,0.365337317,1.73977936,-5.101344007,0.141443024,NA,-0.0898696951048127,NA,-0.0196001191620308,-0.209334350281293,-0.0346631738566191,0.037570993004352,-0.169706749192677,-1.53759857794768
"ld0128","MP",1,"ld0128_1",1646,"29/11/2016",2,5,1,1,22,NA,30,30,30,30,NA,0.000218,0.00249,NA,"","","",0.000218,0.00249,0.00249,1.226,145.104,0.36130896,0.004014544,-1.469971056,3.404155804,0.203756838,0.327263122,-5.517831512,-0.62971769,NA,1.3950492930792,NA,1.48329851317352,1.91315697345688,1.385873573848,1.47185070478881,1.81338504467662,-1.53759857794768
"ld0138","MP",1,"ld0138_1",1862,"29/11/2016",2,6,1,1,22,NA,28,28,28,28,NA,0.000322,0.000494,NA,"FSBL","Maybe Badcco2BL","",0.000322,0.000494,0.000494,1.105,145.225,0.07174115,0.000788364,-1.469971056,2.20640794,0.099845335,-0.581118169,-7.145550646,-3.643572929,NA,0.735085298330751,NA,0.815343565468831,0.969827496239916,0.78282438087249,0.862967320328408,0.97151882205222,-1.53759857794768
"ld0171","UNSWKen",1,"ld0171_1",2449,"29/11/2016",2,7,1,1,22,NA,25.5,25.5,25.5,25.5,0.000732,0.00652,0.00654,1,"","LostS2","",0.005788,0.005808,0.005808,1.263,145.067,0.842549136,0.009361657,-1.469971056,0.70922311,0.233489843,0.587185321,-4.671132974,0.938013973,NA,-0.0898696951048127,NA,-0.0196001191620308,-0.209334350281293,-0.0346631738566191,0.037570993004352,-0.169706749192677,-1.53759857794768
"ld0111","SP",1,"ld0111_1",1428,"29/11/2016",2,8,1,1,22,NA,28,28,28,28,0.000176,0.00297,0.00298,1,"","","",0.002794,0.002804,0.002804,1.122,145.208,0.407163232,0.004574868,-1.469971056,2.20640794,0.115112807,-0.447651847,-5.387177433,-0.387800966,NA,0.735085298330751,NA,0.815343565468831,0.969827496239916,0.78282438087249,0.862967320328408,0.97151882205222,-1.53759857794768
"ld0119","SP",1,"ld0119_1",1630,"29/11/2016",2,9,1,1,22,NA,28,28,28,28,0.000306,0.0017,0.00239,NA,"","","",0.001394,0.002084,0.002084,1.253,145.077,0.302340468,0.003359339,-1.469971056,2.20640794,0.225540676,0.517694699,-5.696011051,-0.959631693,NA,0.735085298330751,NA,0.815343565468831,0.969827496239916,0.78282438087249,0.862967320328408,0.97151882205222,-1.53759857794768
"ld0092","SP",1,"ld0092_1",1138,"29/11/2016",2,10,1,1,22,NA,26,26,26,26,0.000632,0.00495,0.00304,NA,"","","",0.004318,0.002408,0.004318,1.502,144.828,0.625367304,0.006948526,-1.469971056,1.008660076,0.406797553,2.102219534,-4.969225728,0.386070834,NA,0.0751213035823001,NA,0.147388617764142,0.0264980190229487,0.135065390165667,0.208941593786652,0.0672370138192196,-1.53759857794768
"ld0175","UNSWKen",1,"ld0175_1",2522,"29/11/2016",2,1,1,2,26,22,26,22,26,26,0.000736,0.00296,0.00221,NA,"","","",0.002224,0.001474,0.002224,1.299,145.031,0.322548944,0.003583877,-0.300346364,1.008660076,0.261594738,0.832874774,-5.631310104,-0.839832593,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0104","SP",1,"ld0104_1",1232,"29/11/2016",2,2,1,2,26,22,26,22,26,26,0.000617,0.00322,0.00614,NA,"","","BadCO2BL, vDiffCO2S",0.002603,0.005523,0.005523,1.425,144.905,0.800310315,0.008892337,-0.300346364,1.008660076,0.354171814,1.642171934,-4.722565384,0.842782655,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.0264980190229487,0.135065390165667,-1.26536226203824,0.0672370138192196,-0.231603986367692
"ld0043","UNSWKen",1,"ld0043_1",517,"29/11/2016",2,3,1,2,26,22,26,22,27,27,0.000606,0.00413,0.00278,NA,"","","",0.003524,0.002174,0.003524,1.132,145.198,0.511677752,0.005749188,-0.300346364,1.607534008,0.12398598,-0.370083687,-5.158696652,0.035249907,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,0.498162757631432,0.135065390165667,-1.26536226203824,0.527752813129503,-0.231603986367692
"ld0076","SP",1,"ld0076_1",892,"29/11/2016",2,4,1,2,26,22,26,22,25.5,25.5,0.000466,0.00415,0.00402,NA,"","","",0.003684,0.003554,0.003684,1.441,144.889,0.533771076,0.00593079,-0.300346364,0.70922311,0.365337317,1.73977936,-5.127597854,0.092831877,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,-0.209334350281293,0.135065390165667,-1.26536226203824,-0.169706749192677,-0.231603986367692
"ld0128","MP",1,"ld0128_1",1665,"29/11/2016",2,5,1,2,26,22,26,22,30,30,0.000401,0.00385,0.00322,NA,"","","",0.003449,0.002819,0.003449,1.226,145.104,0.500463696,0.005560708,-0.300346364,3.404155804,0.203756838,0.327263122,-5.192029841,-0.026469221,-1.41000584496483,0.0751213035823001,-1.47986769889271,-1.18852127764524,1.91315697345688,0.135065390165667,-1.26536226203824,1.81338504467662,-0.231603986367692
