date,samp_period,batch,ch_num,incb_num,incb_temp_id,incb_temp,id,tc,key,body_temp,ch_mass,ch_lizmass,t_flush,t_samp,t_diff,ch_vol,co2_samp_control,co2_samp_1,co2_samp_2,defecate,air_collect_notes,fms_notes,co2_warthog_notes,,,
15/1/17,5,1,7,1,2,26,ld0150,tc0344,G,24,17.800,19.137,10:36,12:06,90,146.33,NA,3.11E-03,2.49E-03,,,,,,,
15/1/17,5,1,8,1,2,26,ld0051,tc0140,H,23.5,18.036,19.339,10:37,12:07,90,146.33,NA,2.54E-03,3.26E-03,,,DPT1S1,,,,
15/1/17,5,1,9,1,2,26,ld0027,tc0043,I,25,18.336,19.749,10:38,12:09,91,146.33,2.54E-04,4.48E-03,3.97E-03,,,,,,,
15/1/17,5,1,10,1,2,26,ld0002,tc0002,J,23.5,18.056,19.167,10:40,12:10,90,146.33,1.11E-03,4.40E-03,6.98E-03,,,LOT1BL,,,,
15/1/17,5,1,11,2,2,24,ld0140,tc0325,K,26,17.678,18.807,11:29,12:59,90,146.33,NA,4.96E-03,3.84E-03,,,LateMarker T1S2,,,,
15/1/17,5,1,12,2,2,24,ld0170,tc0415,L,26,17.972,19.192,11:30,13:00,90,146.33,4.03E-04,3.53E-03,2.58E-03,,,,,,,
15/1/17,5,1,13,2,2,24,ld0042,tc0103,M,24,17.851,19.190,11:31,13:02,91,146.33,8.57E-04,4.36E-03,1.37E-03,,,BadPT1S2,,,,
15/1/17,5,1,14,2,2,24,ld0133,tc0314,N,25.5,18.275,19.465,11:33,13:03,90,146.33,NA,2.91E-03,2.44E-03,,FST2BL,SMT1S2,,,,
15/1/17,5,1,15,2,2,24,ld0154,tc02(A)0,O,24,18.067,19.335,11:34,13:05,91,146.33,3.35E-04,3.18E-03,6.93E-03,,,,,,,
15/1/17,5,1,16,2,2,24,ld0155,tc1342,P,24,18.094,19.207,11:36,13:06,90,146.33,3.41E-04,2.67E-03,2.72E-03,,,,,,,
15/1/17,5,1,17,2,2,24,ld0011,tc0015,Q,25,17.808,18.948,11:37,13:08,91,146.33,NA,1.66E-03,2.66E-03,,,"LOT2S1, SMT1BL",,,,
15/1/17,5,1,18,2,2,24,ld0018,tc0A30,R,25,18.039,19.330,11:39,13:09,90,146.33,NA,4.43E-03,4.19E-03,,,,,,,
15/1/17,5,1,19,2,2,24,ld0088,tc0203,S,24,18.198,19.423,11:40,13:11,91,146.33,NA,0.0100803,0.0092108,,,,,,,
15/1/17,5,1,20,2,2,24,ld0118,tc0251,T,24.5,17.938,19.311,11:42,13:12,90,146.33,1.02E-03,5.11E-03,4.01E-03,,,,,,,
15/1/17,5,1,21,2,2,24,ld0049,tc01(12)0,U,25.5,18.011,19.383,11:43,13:14,91,146.33,1.23E-04,2.32E-03,2.02E-03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
16/1/17,5,2,1,1,1,22,ld0107,tc0232,A,23,18.343,19.592,07:36,09:06,90,146.33,5.56E-04,6.24E-04,6.67E-04,1,,,,,,
16/1/17,5,2,2,1,1,22,ld0076,tc0150,B,25,17.754,19.102,07:37,09:07,90,146.33,NA,1.94E-03,1.89E-03,,,,,,,
16/1/17,5,2,3,1,1,22,ld0006,tc0010,C,23.5,17.892,19.003,07:38,09:09,91,146.33,2.40E-04,2.14E-03,2.10E-03,,,,,,,
16/1/17,5,2,4,1,1,22,ld0092,tc0212,D,23.5,17.740,19.141,07:40,09:10,90,146.33,7.68E-04,2.39E-03,3.14E-03,,,HitFT1S1,,,,
16/1/17,5,2,5,1,1,22,ld0111,tc0242,E,4,18.088,19.213,07:41,09:12,91,146.33,1.54E-04,1.62E-03,1.76E-03,,,SMT2BL,,,,
16/1/17,5,2,6,1,1,22,ld0119,tc0252,F,24,17.984,19.220,07:43,09:13,90,146.33,NA,1.98E-03,2.09E-03,,,,,,,
16/1/17,5,2,7,1,1,22,ld0115,tc0244,G,23,17.833,19.157,07:44,09:15,91,146.33,NA,2.77E-03,4.28E-04,,,,,,,
16/1/17,5,2,8,1,1,22,ld0043,tc0104,H,24.5,18.049,19.139,07:46,09:16,90,146.33,NA,1.59E-03,1.41E-03,,FST2S2,LOT1S1,,,,
16/1/17,5,2,9,1,1,22,ld0013,tc0021,I,23,18.297,19.360,07:47,09:18,91,146.33,NA,1.72E-03,1.86E-03,,,,,,,
16/1/17,5,2,10,1,1,22,ld0153,tc0350,J,24,18.093,19.080,07:49,09:19,90,146.33,NA,1.85E-03,1.83E-03,,,,,,,
16/1/17,5,2,11,2,1,22,ld0069,tc0142,K,23.5,17.675,19.108,08:36,10:06,90,146.33,4.17E-04,2.77E-03,2.43E-03,1,,,,,,
16/1/17,5,2,12,2,1,22,ld0077,tc0151,L,24.5,17.992,19.369,08:37,10:07,90,146.33,7.69E-04,1.84E-03,2.23E-03,,FST1S2,,,,,
16/1/17,5,2,13,2,1,22,ld0075,tc0145,M,23.5,17.840,18.864,08:39,10:09,90,146.33,6.40E-04,NA,2.76E-03,,,,,,,
16/1/17,5,2,14,2,1,22,ld0138,tc0323,N,26,18.283,19.436,08:40,10:10,90,146.33,5.63E-04,1.94E-03,2.78E-03,1,,,,,,
16/1/17,5,2,15,2,1,22,ld0065,tc0134,O,24,18.000,19.112,08:42,10:12,90,146.33,7.15E-04,3.66E-03,3.12E-03,,FST2S2,,,,,
16/1/17,5,2,16,2,1,22,ld0128,tc0305,P,23.5,18.094,19.271,08:43,10:13,90,146.33,3.91E-04,2.42E-03,2.80E-03,,,SMT1S2,,,,
16/1/17,5,2,17,2,1,22,ld0171,tc0311,Q,24.5,17.799,18.985,08:45,10:15,90,146.33,1.07E-04,2.82E-03,2.45E-03,,,,,,,
16/1/17,5,2,18,2,1,22,ld0175,tc0234,R,23.5,18.078,19.420,08:46,10:16,90,146.33,NA,1.48E-03,1.69E-03,,,,,,,
16/1/17,5,2,19,2,1,22,ld0137,tc0322,S,23.5,18.199,19.574,08:47,10:18,91,146.33,NA,1.68E-03,1.70E-03,1,,,,,,
16/1/17,5,2,20,2,1,22,ld0104,tc0225,T,26,17.951,19.288,08:49,10:19,90,146.33,1.18E-04,1.56E-03,1.69E-03,,,SMT1S1,,,,
16/1/17,5,2,21,2,1,22,ld0143,tc0333,U,24,18.096,19.341,08:50,10:21,91,146.33,2.57E-04,1.54E-03,1.94E-03,,,SMT1S1,,,,
16/1/17,5,2,1,1,2,30,ld0107,tc0232,A,23,18.343,19.592,10:26,11:56,90,146.33,4.64E-04,6.58E-03,5.88E-03,1,,,,,,
16/1/17,5,2,2,1,2,30,ld0076,tc0150,B,25,17.754,19.102,10:27,11:57,90,146.33,2.48E-04,2.26E-03,4.77E-03,,,,,,,
16/1/17,5,2,3,1,2,30,ld0006,tc0010,C,23.5,17.892,19.003,10:28,11:59,91,146.33,5.56E-04,4.96E-03,4.85E-03,,,,,,,
16/1/17,5,2,4,1,2,30,ld0092,tc0212,D,23.5,17.740,19.141,10:30,12:00,90,146.33,8.23E-04,0.0108364,0.0081114,,,HitFT1S1,,,,
16/1/17,5,2,5,1,2,30,ld0111,tc0242,E,4,18.088,19.213,10:31,12:02,91,146.33,8.15E-04,4.56E-03,4.62E-03,,,SMT2BL,,,,
16/1/17,5,2,6,1,2,30,ld0119,tc0252,F,24,17.984,19.220,10:33,12:03,90,146.33,3.79E-04,1.73E-03,4.99E-03,,,,,,,
16/1/17,5,2,7,1,2,30,ld0115,tc0244,G,23,17.833,19.157,10:34,12:05,91,146.33,5.03E-04,6.90E-03,6.23E-03,,,,,,,
16/1/17,5,2,8,1,2,30,ld0043,tc0104,H,24.5,18.049,19.139,10:35,12:06,91,146.33,NA,3.68E-03,3.44E-03,,FST2S2,LOT1S1,,,,
16/1/17,5,2,9,1,2,30,ld0013,tc0021,I,23,18.297,19.360,10:37,12:08,91,146.33,NA,4.84E-03,4.33E-03,,,,,,,
16/1/17,5,2,10,1,2,30,ld0153,tc0350,J,24,18.093,19.080,10:38,12:09,91,146.33,NA,6.10E-03,NA,,,,,,,
16/1/17,5,2,11,2,2,32,ld0069,tc0142,K,23.5,17.675,19.108,11:28,12:58,90,146.33,NA,0.0118698,0.010921,1,,,,,,
16/1/17,5,2,12,2,2,32,ld0077,tc0151,L,24.5,17.992,19.369,11:29,12:59,90,146.33,NA,7.05E-03,7.41E-03,,FST1S2,,,,,
16/1/17,5,2,13,2,2,32,ld0075,tc0145,M,23.5,17.840,18.864,11:31,13:01,90,146.33,3.07E-04,5.65E-03,6.06E-03,,,,,,,
16/1/17,5,2,14,2,2,32,ld0138,tc0323,N,26,18.283,19.436,11:32,13:02,90,146.33,1.31E-03,2.43E-03,6.08E-03,1,,,,,,
16/1/17,5,2,15,2,2,32,ld0065,tc0134,O,24,18.000,19.112,11:34,13:04,90,146.33,1.21E-04,4.60E-03,4.71E-03,,FST2S2,,,,,
16/1/17,5,2,16,2,2,32,ld0128,tc0305,P,23.5,18.094,19.271,11:35,13:05,90,146.33,3.86E-04,5.08E-03,6.27E-03,,,SMT1S2,,,,
16/1/17,5,2,17,2,2,32,ld0171,tc0311,Q,24.5,17.799,18.985,11:36,13:07,91,146.33,5.75E-04,5.28E-03,5.49E-03,,,,,,,
16/1/17,5,2,18,2,2,32,ld0175,tc0234,R,23.5,18.078,19.420,11:38,13:08,90,146.33,3.30E-04,5.53E-03,4.61E-03,,,,,,,
16/1/17,5,2,19,2,2,32,ld0137,tc0322,S,23.5,18.199,19.574,11:39,13:10,91,146.33,NA,6.45E-03,5.99E-03,1,,,,,,
16/1/17,5,2,20,2,2,32,ld0104,tc0225,T,26,17.951,19.288,11:41,13:11,90,146.33,NA,0.0093387,0.0105538,,,SMT1S1,,,,
16/1/17,5,2,21,2,2,32,ld0143,tc0333,U,24,18.096,19.341,11:42,13:13,91,146.33,3.69E-04,6.58E-03,6.57E-03,,,SMT1S1,,,,
17/1/17,5,2,1,1,1,28,ld0107,tc0232,A,23,18.355,19.571,07:29,08:59,90,146.33,3.12E-04,3.24E-03,3.12E-03,,,,,,,
17/1/17,5,2,2,1,1,28,ld0076,tc0150,B,24.5,17.773,19.114,07:30,09:00,90,146.33,NA,4.06E-03,NA,,,,,,,
17/1/17,5,2,3,1,1,28,ld0006,tc0010,C,22,17.885,18.994,07:32,09:02,90,146.33,3.78E-04,3.16E-03,3.56E-03,,,,,,,
17/1/17,5,2,4,1,1,28,ld0092,tc0212,D,23,17.753,19.161,07:33,09:03,90,146.33,3.17E-04,6.60E-03,1.04E-03,1,FST1BL,SMT2S2,,,,
17/1/17,5,2,5,1,1,28,ld0111,tc0242,E,27,18.100,19.200,07:34,09:05,91,146.33,3.75E-04,2.25E-03,3.08E-03,,,,,,,
17/1/17,5,2,6,1,1,28,ld0119,tc0252,F,23,18.113,19.317,07:36,09:06,90,146.33,3.68E-04,3.40E-03,3.53E-03,,,,,,,
17/1/17,5,2,7,1,1,28,ld0115,tc0244,G,23,17.815,19.123,07:37,09:08,91,146.33,4.90E-04,3.85E-03,4.49E-03,,,LOT2BL,,,,
17/1/17,5,2,8,1,1,28,ld0043,tc0104,H,23.5,18.051,19.125,07:39,09:09,90,146.33,2.36E-04,2.99E-03,2.52E-03,,,,,,,
17/1/17,5,2,9,1,1,28,ld0013,tc0021,I,22.5,18.307,19.348,07:40,09:11,91,146.33,NA,3.28E-03,2.97E-03,,,,,,,
17/1/17,5,2,10,1,1,28,ld0153,tc0350,J,23,18.072,19.034,07:41,09:12,91,146.33,NA,2.34E-03,2.56E-03,,,"SMLOT1BL, BadPT1S2",,,,
17/1/17,5,2,11,2,1,24,ld0069,tc0142,K,24.5,17.667,19.068,08:29,09:59,90,146.33,5.28E-04,3.64E-03,2.77E-03,1,,,,,,
17/1/17,5,2,12,2,1,24,ld0077,tc0151,L,23.5,18.402,19.764,08:30,10:00,90,146.33,NA,2.65E-03,2.96E-03,,,,,,,
17/1/17,5,2,13,2,1,24,ld0075,tc0145,M,23,17.713,18.723,08:32,10:02,90,146.33,7.55E-05,1.59E-03,3.19E-03,,,,,,,
17/1/17,5,2,14,2,1,24,ld0138,tc0323,N,25.5,18.041,19.178,08:33,10:03,90,146.33,7.79E-04,2.08E-04,2.19E-03,1,,,,,,
17/1/17,5,2,15,2,1,24,ld0065,tc0134,O,24,18.159,19.269,08:34,10:05,91,146.33,4.84E-04,2.49E-03,2.22E-03,,,LOT2S1,,,,
17/1/17,5,2,16,2,1,24,ld0128,tc0305,P,23,17.848,19.014,08:36,10:06,90,146.33,8.02E-04,3.19E-03,4.40E-03,,,,,,,
17/1/17,5,2,17,2,1,24,ld0171,tc0311,Q,24.5,17.954,19.124,08:37,10:08,91,146.33,2.28E-04,2.60E-03,1.62E-03,,,,,,,
17/1/17,5,2,18,2,1,24,ld0175,tc0234,R,24,18.074,19.378,08:39,10:09,90,146.33,2.19E-04,2.39E-03,2.21E-03,,,PT2BL,,,,
17/1/17,5,2,19,2,1,24,ld0137,tc0322,S,23.5,18.188,19.544,08:40,10:11,91,146.33,1.16E-04,1.64E-03,2.09E-03,,,,,,,
17/1/17,5,2,20,2,1,24,ld0104,tc0225,T,25.5,17.935,19.244,08:42,10:12,90,146.33,NA,1.70E-03,1.58E-03,,,,,,,
17/1/17,5,2,21,2,1,24,ld0143,tc0333,U,24.5,18.089,19.321,08:43,10:14,91,146.33,5.03E-04,1.57E-03,1.78E-03,,,,,,,
17/1/17,5,2,1,1,2,24,ld0107,tc0232,A,23,18.355,19.571,10:19,11:49,90,146.33,4.91E-04,2.49E-03,2.03E-03,,,,,,,
17/1/17,5,2,2,1,2,24,ld0076,tc0150,B,24.5,17.773,19.114,10:20,11:50,90,146.33,1.25E-04,4.22E-03,3.05E-03,,,,,,,
17/1/17,5,2,3,1,2,24,ld0006,tc0010,C,22,17.885,18.994,10:21,11:52,91,146.33,7.47E-04,2.25E-03,2.76E-03,,,,,,,
17/1/17,5,2,4,1,2,24,ld0092,tc0212,D,23,17.753,19.161,10:23,11:53,90,146.33,5.06E-04,2.64E-03,7.34E-03,1,FST1BL,SMT2S2,,,,
17/1/17,5,2,5,1,2,24,ld0111,tc0242,E,27,18.100,19.200,10:25,11:55,90,146.33,1.35E-04,1.51E-03,4.42E-03,,,,,,,
17/1/17,5,2,6,1,2,24,ld0119,tc0252,F,23,18.113,19.317,10:26,11:56,90,146.33,5.98E-04,3.59E-03,3.35E-03,,,,,,,
17/1/17,5,2,7,1,2,24,ld0115,tc0244,G,23,17.815,19.123,10:27,11:58,91,146.33,3.96E-04,3.19E-03,3.40E-03,,,LOT2BL,,,,
17/1/17,5,2,8,1,2,24,ld0043,tc0104,H,23.5,18.051,19.125,10:29,11:59,90,146.33,1.68E-04,2.51E-03,2.13E-03,,,,,,,
17/1/17,5,2,9,1,2,24,ld0013,tc0021,I,22.5,18.307,19.348,10:30,12:01,91,146.33,NA,2.12E-03,2.82E-03,,,,,,,
17/1/17,5,2,10,1,2,24,ld0153,tc0350,J,23,18.072,19.034,10:31,12:02,91,146.33,NA,1.98E-03,1.45E-03,,,"SMLOT1BL, BadPT1S2",,,,
17/1/17,5,2,11,2,2,26,ld0069,tc0142,K,24.5,17.667,19.068,11:21,12:51,90,146.33,5.25E-04,3.71E-03,2.79E-03,1,,,,,,
17/1/17,5,2,12,2,2,26,ld0077,tc0151,L,23.5,18.402,19.764,11:22,12:52,90,146.33,NA,2.51E-03,2.97E-03,,,,,,,
17/1/17,5,2,13,2,2,26,ld0075,tc0145,M,23,17.713,18.723,11:23,12:54,91,146.33,8.23E-05,1.62E-03,3.19E-03,,,,,,,
17/1/17,5,2,14,2,2,26,ld0138,tc0323,N,25.5,18.041,19.178,11:25,12:55,90,146.33,7.29E-04,NA,2.36E-03,1,,,,,,
17/1/17,5,2,15,2,2,26,ld0065,tc0134,O,24,18.159,19.269,11:26,12:57,91,146.33,5.35E-04,2.49E-03,2.12E-03,,,LOT2S1,,,,
17/1/17,5,2,16,2,2,26,ld0128,tc0305,P,23,17.848,19.014,11:28,12:58,90,146.33,7.13E-04,3.14E-03,4.41E-03,,,,,,,
17/1/17,5,2,17,2,2,26,ld0171,tc0311,Q,24.5,17.954,19.124,11:29,13:00,91,146.33,1.89E-04,2.64E-03,1.65E-03,,,,,,,
17/1/17,5,2,18,2,2,26,ld0175,tc0234,R,24,18.074,19.378,11:31,13:01,90,146.33,1.45E-04,2.35E-03,2.20E-03,,,PT2BL,,,,
17/1/17,5,2,19,2,2,26,ld0137,tc0322,S,23.5,18.188,19.544,11:32,13:02,90,146.33,1.44E-04,1.94E-03,2.29E-03,,,,,,,
17/1/17,5,2,20,2,2,26,ld0104,tc0225,T,25.5,17.935,19.244,11:34,13:04,90,146.33,NA,1.71E-03,1.54E-03,,,,,,,
17/1/17,5,2,21,2,2,26,ld0143,tc0333,U,24.5,18.089,19.321,11:35,13:05,90,146.33,5.18E-04,1.85E-03,2.22E-03,,,,,,,
18/1/17,5,2,1,1,1,26,ld0107,tc0232,A,24.5,18.340,19.589,07:31,09:01,90,146.33,NA,1.90E-03,2.01E-03,1,,PinT1BL,,,,
18/1/17,5,2,2,1,1,26,ld0076,tc0150,B,25,17.754,19.061,07:32,09:02,90,146.33,NA,2.56E-03,2.04E-03,,,,,,,
18/1/17,5,2,3,1,1,26,ld0006,tc0010,C,25.5,17.895,18.981,07:34,09:04,90,146.33,NA,6.69E-03,5.09E-03,,Shedding,,,,,
18/1/17,5,2,4,1,1,26,ld0092,tc0212,D,24.5,17.745,19.135,07:35,09:05,90,146.33,2.09E-04,3.61E-03,2.48E-03,1,,,,,,
18/1/17,5,2,5,1,1,26,ld0111,tc0242,E,26.5,18.084,19.178,07:37,09:07,90,146.33,NA,1.45E-03,1.64E-03,,,,,,,
18/1/17,5,2,6,1,1,26,ld0119,tc0252,F,25.5,18.120,19.331,07:38,09:08,90,146.33,NA,2.16E-03,2.11E-03,,,,,,,
18/1/17,5,2,7,1,1,26,ld0115,tc0244,G,25,17.808,19.085,07:40,09:10,90,146.33,NA,2.88E-03,3.20E-03,,FST2BL,,,,,
18/1/17,5,2,8,1,1,26,ld0043,tc0104,H,25,18.064,19.136,07:41,09:11,90,146.33,NA,1.34E-03,2.05E-03,,,,,,,
18/1/17,5,2,9,1,1,26,ld0013,tc0021,I,25.5,18.315,19.364,07:43,09:13,90,146.33,1.75E-04,1.07E-03,2.77E-03,,,LOT1BL,,,,
18/1/17,5,2,10,1,1,26,ld0153,tc0350,J,24,18.080,19.040,07:44,09:14,90,146.33,NA,1.03E-03,2.57E-03,,,HitKT2S2,,,,
18/1/17,5,2,11,2,1,30,ld0069,tc0142,K,26,17.680,19.061,08:31,10:01,90,146.33,4.76E-04,6.25E-03,0.0100025,,,,,,,
18/1/17,5,2,12,2,1,30,ld0077,tc0151,L,25.5,18.407,19.751,08:32,10:02,90,146.33,NA,1.92E-03,5.48E-03,,,BadPT2S1,,,,
18/1/17,5,2,13,2,1,30,ld0075,tc0145,M,24.5,17.723,18.750,08:33,10:03,90,146.33,3.96E-04,2.54E-03,2.35E-03,,,,,,,
18/1/17,5,2,14,2,1,30,ld0138,tc0323,N,27,18.055,19.187,08:35,10:05,90,146.33,3.18E-04,2.17E-03,4.12E-03,,FST1BL,"LOT2S1, NoPT2S",,,,
18/1/17,5,2,15,2,1,30,ld0065,tc0134,O,25.5,18.146,19.240,08:36,10:07,91,146.33,7.80E-04,3.27E-03,3.78E-03,,,,,,,
18/1/17,5,2,16,2,1,30,ld0128,tc0305,P,25,17.858,19.003,08:38,10:08,90,146.33,1.69E-04,4.08E-03,3.61E-03,,,,,,,
18/1/17,5,2,17,2,1,30,ld0171,tc0311,Q,25,17.985,19.159,08:39,10:09,90,146.33,NA,1.16E-03,2.71E-03,,,,,,,
18/1/17,5,2,18,2,1,30,ld0175,tc0234,R,24.5,18.088,19.382,08:40,10:11,91,146.33,NA,3.78E-03,3.31E-03,,,,,,,
18/1/17,5,2,19,2,1,30,ld0137,tc0322,S,25,18.205,19.566,08:42,10:12,90,146.33,NA,2.91E-03,3.32E-03,,,,,,,
18/1/17,5,2,20,2,1,30,ld0104,tc0225,T,25,18.210,19.516,08:43,10:14,91,146.33,7.92E-04,5.85E-03,6.31E-03,,,SMLOT2S1,,,,
18/1/17,5,2,21,2,1,30,ld0143,tc0333,U,25,18.076,19.299,08:45,10:15,90,146.33,NA,4.04E-03,4.09E-03,,,,,,,
18/1/17,5,2,1,1,2,32,ld0107,tc0232,A,24.5,18.340,19.589,10:21,11:51,90,146.33,1.34E-04,2.70E-03,2.65E-03,1,,PinT1BL,,,,
18/1/17,5,2,2,1,2,32,ld0076,tc0150,B,25,17.754,19.061,10:22,11:52,90,146.33,1.48E-04,2.07E-03,2.47E-03,,,,,,,
18/1/17,5,2,3,1,2,32,ld0006,tc0010,C,25.5,17.895,18.981,10:23,11:54,91,146.33,5.09E-04,3.54E-03,3.15E-03,,Shedding,,,,,
18/1/17,5,2,4,1,2,32,ld0092,tc0212,D,24.5,17.745,19.135,10:25,11:55,90,146.33,5.29E-04,6.79E-04,6.32E-03,1,,,,,,
18/1/17,5,2,5,1,2,32,ld0111,tc0242,E,26.5,18.084,19.178,10:26,11:57,91,146.33,1.07E-04,2.21E-03,4.72E-04,,,,,,,
18/1/17,5,2,6,1,2,32,ld0119,tc0252,F,25.5,18.120,19.331,10:28,11:58,90,146.33,3.39E-04,2.27E-03,2.06E-03,,,,,,,
18/1/17,5,2,7,1,2,32,ld0115,tc0244,G,25,17.808,19.085,10:29,12:00,91,146.33,3.05E-04,2.98E-03,3.97E-03,,FST2BL,,,,,
18/1/17,5,2,8,1,2,32,ld0043,tc0104,H,25,18.064,19.136,10:30,12:01,91,146.33,6.99E-04,2.22E-03,2.12E-03,,,,,,,
18/1/17,5,2,9,1,2,32,ld0013,tc0021,I,25.5,18.315,19.364,10:32,12:03,91,146.33,2.05E-04,4.22E-05,5.40E-04,,,LOT1BL,,,,
18/1/17,5,2,10,1,2,32,ld0153,tc0350,J,24,18.080,19.040,10:33,12:04,91,146.33,1.75E-04,2.29E-03,2.70E-03,,,HitKT2S2,,,,
18/1/17,5,2,11,2,2,28,ld0069,tc0142,K,26,17.680,19.061,11:23,12:53,90,146.33,8.11E-04,3.64E-03,3.97E-03,,,,,,,
18/1/17,5,2,12,2,2,28,ld0077,tc0151,L,25.5,18.407,19.751,11:24,12:54,90,146.33,1.21E-03,3.08E-03,3.68E-03,,,BadPT2S1,,,,
18/1/17,5,2,13,2,2,28,ld0075,tc0145,M,24.5,17.723,18.750,11:25,12:56,91,146.33,1.67E-04,2.17E-03,1.12E-03,,,,,,,
18/1/17,5,2,14,2,2,28,ld0138,tc0323,N,27,18.055,19.187,11:27,12:57,90,146.33,9.06E-04,7.36E-04,4.37E-03,,FST1BL,"LOT2S1, NoPT2S",,,,
18/1/17,5,2,15,2,2,28,ld0065,tc0134,O,25.5,18.146,19.240,11:28,12:58,90,146.33,3.52E-04,2.90E-03,3.64E-03,,,,,,,
18/1/17,5,2,16,2,2,28,ld0128,tc0305,P,25,17.858,19.003,11:30,13:00,90,146.33,5.88E-04,3.89E-03,3.56E-03,,,,,,,
18/1/17,5,2,17,2,2,28,ld0171,tc0311,Q,25,17.985,19.159,11:31,13:02,91,146.33,NA,2.60E-03,2.75E-03,,,,,,,
18/1/17,5,2,18,2,2,28,ld0175,tc0234,R,24.5,18.088,19.382,11:33,13:03,90,146.33,NA,4.86E-03,4.46E-03,,,,,,,
18/1/17,5,2,19,2,2,28,ld0137,tc0322,S,25,18.205,19.566,11:34,13:05,91,146.33,2.95E-04,3.30E-03,4.13E-03,,,,,,,
18/1/17,5,2,20,2,2,28,ld0104,tc0225,T,25,18.210,19.516,11:35,13:06,91,146.33,2.89E-04,0.0089062,7.29E-03,,,SMLOT2S1,,,,
18/1/17,5,2,21,2,2,28,ld0143,tc0333,U,25,18.076,19.299,11:37,13:07,90,146.33,NA,3.37E-03,3.29E-03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
25/1/17,6,1,1,1,1,24,ld0142,tc0331,A,23,18.529,19.530,07:38,09:08,90,146.33,NA,1.04E-03,1.65E-03,1,,,,,,
25/1/17,6,1,2,1,1,24,ld0049,tc01(12)0,B,25.5,17.837,18.208,07:39,09:09,90,146.33,NA,1.18E-03,1.61E-03,1,,,,,,
25/1/17,6,1,3,1,1,24,ld0170,tc0415,C,23,17.682,18.845,07:41,09:11,90,146.33,NA,1.41E-03,1.46E-03,,,,,,,
25/1/17,6,1,4,1,1,24,ld0133,tc0314,D,23.5,17.847,18.999,07:42,09:12,90,146.33,NA,1.29E-03,1.94E-03,1,,,NegCO2BL,,,
25/1/17,6,1,5,1,1,24,ld0018,tc0A30,E,24.5,18.119,19.368,07:44,09:14,90,146.33,NA,1.73E-04,1.17E-03,,,,"NegCO2BL, NoPCO2T2",,,
25/1/17,6,1,6,1,1,24,ld0088,tc0203,F,24.5,18.164,19.408,07:45,09:15,90,146.33,NA,1.42E-03,1.49E-03,1,,,NegCO2BL,,,
25/1/17,6,1,7,1,1,24,ld0154,tc02(A)0,G,24,17.841,19.058,07:47,09:17,90,146.33,NA,1.60E-03,1.45E-03,1,,Left syrine in H2O increase,NegCO2BL,,,
25/1/17,6,1,8,1,1,24,ld0095,tc0214,H,27.5,18.123,19.392,07:48,09:18,90,146.33,NA,9.27E-04,1.28E-03,,FST2BL,,NegCO2BL,,,
25/1/17,6,1,9,1,1,24,ld0150,tc0344,I,25,18.323,19.700,07:50,09:20,90,146.33,NA,1.33E-03,7.11E-04,,FST2S2,,NegCO2BL,,,
25/1/17,6,1,10,1,1,24,ld0042,tc0103,J,24.5,18.102,19.463,07:51,09:21,90,146.33,NA,1.04E-03,1.55E-03,,,,NegCO2BL,,,
25/1/17,6,1,11,2,1,32,ld0051,tc0140,K,28,17.714,18.983,08:38,10:08,90,146.33,2.66E-04,0.0133333,2.47E-03,,,NoPT1S2,,,,
25/1/17,6,1,12,2,1,32,ld0155,tc1342,L,25,17.984,19.101,08:39,10:09,90,146.33,NA,6.34E-03,6.01E-03,1,,,,,,
25/1/17,6,1,13,2,1,32,ld0011,tc0015,M,24,18.201,19.333,08:40,10:11,91,146.33,NA,2.94E-03,3.60E-03,1,,,,,,
25/1/17,6,1,14,2,1,32,ld0140,tc0325,N,25,18.316,19.442,08:42,10:12,90,146.33,NA,3.26E-03,5.35E-03,,,,,,,
25/1/17,6,1,15,2,1,32,ld0002,tc0002,O,24.5,18.103,19.229,08:43,10:14,91,146.33,6.99E-04,0.013887,0.0126967,,,,,,,
25/1/17,6,1,16,2,1,32,ld0146,tc0340,P,23.5,18.179,19.409,08:45,10:15,90,146.33,2.14E-04,4.15E-03,3.45E-03,1,,"BadT2BL, NoPT2S1",,,,
25/1/17,6,1,17,2,1,32,ld0105,tc0230,Q,25,18.042,19.355,08:46,10:17,91,146.33,1.58E-04,4.76E-03,3.19E-03,1,,,,,,
25/1/17,6,1,18,2,1,32,ld0027,tc0043,R,24,18.077,19.439,08:48,10:18,90,146.33,NA,2.88E-04,4.95E-03,1,,LOT1S2,,,,
25/1/17,6,1,19,2,1,32,ld0089,tc0204,S,24.5,17.973,19.156,08:49,10:20,91,146.33,NA,NA,6.44E-03,,,SMT1S2,,,,
25/1/17,6,1,20,2,1,32,ld0020,tc0032,T,24,18.192,19.328,08:51,10:21,90,146.33,NA,4.55E-03,4.99E-03,,,,,,,
25/1/17,6,1,21,2,1,32,ld0118,tc0251,U,24,18.134,19.478,08:52,10:23,91,146.33,NA,5.45E-03,5.15E-03,,,,NegCO2BL,,,
25/1/17,6,1,1,1,2,26,ld0142,tc0331,A,23,18.529,19.530,10:28,11:58,90,146.33,NA,1.41E-03,2.07E-03,1,,,,,,
