"id","date","samp_period","series","batch","incb_temp","log.temp","log.prior_temp","orig_lizmass","log.mass","z.log.mass","orig_co2_pmin","log.co2pmin","log.temp_22cen","log.temp_24cen","log.temp_26cen","log.temp_28cen","log.temp_30cen","log.temp_32cen"
"ld0170","28/12/2016",1,"ld0170_1",1,26,3.25809653802148,3.3499040872746,1.123,0.116003675756306,-0.430104929540413,0.003794743,-5.5741385911128,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0020","26/12/2016",1,"ld0020_1",1,28,3.3322045101752,3.46573590279973,1.637,0.492865298388998,2.84018375959353,0.010230272,-4.58240411090677,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0042","26/12/2016",1,"ld0042_1",1,28,3.3322045101752,3.46573590279973,1.458,0.377065633586466,1.83531005724173,0.013883567,-4.27704936844674,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0051","26/12/2016",1,"ld0051_1",1,28,3.3322045101752,3.46573590279973,1.349,0.299363577225619,1.1610356265789,0.016853558,-4.0831934872043,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0133","26/12/2016",1,"ld0133_1",1,28,3.3322045101752,3.46573590279973,1.148,0.138021297897375,-0.239042809320918,0.012679712,-4.36775204316475,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0140","26/12/2016",1,"ld0140_1",1,28,3.3322045101752,3.46573590279973,1.138,0.129272335704139,-0.314963599297681,0.008482439,-4.7697572526079,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0146","26/12/2016",1,"ld0146_1",1,28,3.3322045101752,3.46573590279973,1.269,0.238229188732251,0.63053029730094,0.011321134,-4.481084034546,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0150","26/12/2016",1,"ld0150_1",1,28,3.3322045101752,3.46573590279973,1.368,0.313349819200359,1.28240391187672,0.007118909,-4.9450007956363,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0154","26/12/2016",1,"ld0154_1",1,28,3.3322045101752,3.46573590279973,1.263,0.233489843368354,0.589403722965308,0.011414063,-4.47290908734544,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0170","26/12/2016",1,"ld0170_1",1,28,3.3322045101752,3.46573590279973,1.247,0.220740666697899,0.47877030805324,0.013350054,-4.31623484920024,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0020","27/12/2016",1,"ld0020_1",1,24,3.17805383034795,3.09104245335832,1.228,0.205386829724951,0.345534456027045,0.005885401,-5.13528040125398,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0042","27/12/2016",1,"ld0042_1",1,24,3.17805383034795,3.13549421592915,1.433,0.359770148846035,1.68522518597096,0.010569431,-4.54978931214783,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0051","27/12/2016",1,"ld0051_1",1,24,3.17805383034795,3.09104245335832,1.336,0.289680075114454,1.07700518802132,0.007136927,-4.94247298743279,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0118","27/12/2016",1,"ld0118_1",1,24,3.17805383034795,3.13549421592915,1.446,0.368801123736573,1.76359319497665,0.018985058,-3.96410303025958,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0133","27/12/2016",1,"ld0133_1",1,24,3.17805383034795,3.06805293513362,1.112,0.106160195828391,-0.515523606149344,0.00473572,-5.35262150476981,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0140","27/12/2016",1,"ld0140_1",1,24,3.17805383034795,3.09104245335832,1.119,0.112435429329788,-0.461069069234886,0.005701526,-5.1670214206738,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0146","27/12/2016",1,"ld0146_1",1,24,3.17805383034795,3.09104245335832,1.237,0.212689093410351,0.408901243466458,0.005249142,-5.24969064430594,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0150","27/12/2016",1,"ld0150_1",1,24,3.17805383034795,3.11351530921037,1.36,0.307484699747961,1.23150821793048,0.004142,-5.48657651600874,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0154","27/12/2016",1,"ld0154_1",1,24,3.17805383034795,3.09104245335832,1.229,0.206200830583898,0.352598103907569,0.005199718,-5.25915088563453,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0170","27/12/2016",1,"ld0170_1",1,24,3.17805383034795,3.06805293513362,1.116,0.109750863959119,-0.484364897835337,0.003986931,-5.52473351697797,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0020","28/12/2016",1,"ld0020_1",1,30,3.40119738166216,3.25809653802148,1.154,0.143234168085908,-0.193807132903691,0.007081756,-4.95023337943016,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0042","28/12/2016",1,"ld0042_1",1,30,3.40119738166216,3.25809653802148,1.456,0.375692949774494,1.82339833136025,0.008603012,-4.75564290448164,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0051","28/12/2016",1,"ld0051_1",1,30,3.40119738166216,3.25809653802148,1.355,0.303801454331664,1.19954615254406,0.007701797,-4.86630160072721,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0118","28/12/2016",1,"ld0118_1",1,30,3.40119738166216,3.25809653802148,1.395,0.332894415273329,1.45200587618557,0.007282536,-4.92227612578554,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0133","28/12/2016",1,"ld0133_1",1,30,3.40119738166216,3.25809653802148,1.107,0.1016536537265,-0.554629985726985,0.008182689,-4.80573445378053,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0140","28/12/2016",1,"ld0140_1",1,30,3.40119738166216,3.25809653802148,1.082,0.0788111804242898,-0.752849909396075,0.007439738,-4.90091964581096,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0146","28/12/2016",1,"ld0146_1",1,30,3.40119738166216,3.25809653802148,1.226,0.20375683751402,0.331389887382602,0.010829713,-4.52546171878206,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0150","28/12/2016",1,"ld0150_1",1,30,3.40119738166216,3.25809653802148,1.331,0.285930539412975,1.04446787602762,0.008574632,-4.75894720230292,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0154","28/12/2016",1,"ld0154_1",1,30,3.40119738166216,3.25809653802148,1.193,0.176471143115779,0.0946130642548687,0.006058585,-5.10627900451573,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0170","28/12/2016",1,"ld0170_1",1,30,3.40119738166216,3.25809653802148,1.123,0.116003675756306,-0.430104929540413,0.003818406,-5.56792222093504,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0018","8/12/2016",2,"ld0018_2",1,24,3.17805383034795,3.13549421592915,1.331,0.285930539412975,1.04446787602762,0.004458719,-5.41289377393659,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0042","8/12/2016",2,"ld0042_2",1,24,3.17805383034795,3.19867311755068,1.377,0.319907219746518,1.33930700719965,0.00344666,-5.67034963280781,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0049","8/12/2016",2,"ld0049_2",1,24,3.17805383034795,3.15700042115011,1.442,0.366031038862757,1.73955525455837,0.004475606,-5.40911351742923,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0089","8/12/2016",2,"ld0089_2",1,24,3.17805383034795,3.15700042115011,1.313,0.272314595320659,0.926312921309986,0.002884404,-5.84843698615242,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0095","8/12/2016",2,"ld0095_2",1,24,3.17805383034795,3.15700042115011,1.346,0.297137231222536,1.14171608403403,0.003447751,-5.67003314456564,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0133","8/12/2016",2,"ld0133_2",1,24,3.17805383034795,3.17805383034795,1.027,0.0266419309464211,-1.20555853304483,0.003438838,-5.67262165535863,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0140","8/12/2016",2,"ld0140_2",1,24,3.17805383034795,3.13549421592915,1.127,0.119559235057639,-0.399250884797238,0.006053848,-5.10706117606484,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
