"id","date","samp_period","series","batch","incb_temp","log.temp","log.prior_temp","orig_lizmass","log.mass","z.log.mass","orig_co2_pmin","log.co2pmin","log.temp_22cen","log.temp_24cen","log.temp_26cen","log.temp_28cen","log.temp_30cen","log.temp_32cen"
"ld0105","20/12/2016",3,"ld0105_3",1,22,3.09104245335832,3.23867845216438,1.375,0.318453731118535,1.3266940820982,0.004920505,-5.31434411146886,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0118","20/12/2016",3,"ld0118_3",1,22,3.09104245335832,3.2188758248682,1.382,0.323531725345478,1.37075934660524,0.002808168,-5.87522296554843,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0133","20/12/2016",3,"ld0133_3",1,22,3.09104245335832,3.23867845216438,1.134,0.12575120530556,-0.34551888066328,0.00290392,-5.84169373060841,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0142","20/12/2016",3,"ld0142_3",1,22,3.09104245335832,3.19867311755068,0.992,-0.00803217169726427,-1.50644967948038,0.003849061,-5.55992605653383,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0154","20/12/2016",3,"ld0154_3",1,22,3.09104245335832,3.31418600467253,1.152,0.141499562273699,-0.208859506048355,0.002518032,-5.98427763494193,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0155","20/12/2016",3,"ld0155_3",1,22,3.09104245335832,3.36729582998647,1.14,0.131028262406404,-0.299726210058496,0.004208897,-5.470554660864,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0002","21/12/2016",3,"ld0002_3",1,28,3.3322045101752,3.09104245335832,1.008,0.00796816964917688,-1.36760366230832,0.012255489,-4.40178136071734,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0018","21/12/2016",3,"ld0018_3",1,28,3.3322045101752,3.09104245335832,1.183,0.16805358499625,0.0215680964066713,0.010144163,-4.59085681280438,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0049","21/12/2016",3,"ld0049_3",1,28,3.3322045101752,3.09104245335832,1.388,0.327863862084613,1.40835229034624,0.004843343,-5.33015009419943,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0088","21/12/2016",3,"ld0088_3",1,28,3.3322045101752,3.09104245335832,1.24,0.215111379616945,0.429921094540527,0.01189738,-4.43143707117243,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0089","21/12/2016",3,"ld0089_3",1,28,3.3322045101752,3.09104245335832,1.149,0.138891998866619,-0.231487135406856,0.005049073,-5.2885506169013,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0105","21/12/2016",3,"ld0105_3",1,28,3.3322045101752,3.09104245335832,1.334,0.288181947493432,1.06400489953431,0.0084581,-4.7726307168757,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0118","21/12/2016",3,"ld0118_3",1,28,3.3322045101752,3.09104245335832,1.341,0.293415604299541,1.1094209557946,0.00361495,-5.62267725472571,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0133","21/12/2016",3,"ld0133_3",1,28,3.3322045101752,3.09104245335832,1.1,0.0953101798043249,-0.609676691922707,0.005163733,-5.26609551143979,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0142","21/12/2016",3,"ld0142_3",1,28,3.3322045101752,3.09104245335832,0.941,-0.0608121393967575,-1.96445792710908,0.004652448,-5.370361746297,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0154","21/12/2016",3,"ld0154_3",1,28,3.3322045101752,3.09104245335832,1.075,0.0723206615796261,-0.809172625983756,0.005434822,-5.21492850963525,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0155","21/12/2016",3,"ld0155_3",1,28,3.3322045101752,3.09104245335832,1.102,0.0971267107307228,-0.593913397956712,0.00713249,-4.94309487691055,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0002","22/12/2016",3,"ld0002_3",1,32,3.46573590279973,3.25809653802148,0.996,-0.00400802139753882,-1.47152934687492,0.018862092,-3.97060108534079,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0018","22/12/2016",3,"ld0018_3",1,32,3.46573590279973,3.25809653802148,1.161,0.149281702715754,-0.141328496424409,0.018522767,-3.98875465487656,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0049","22/12/2016",3,"ld0049_3",1,32,3.46573590279973,3.19867311755068,1.361,0.308219723669329,1.23788652835514,0.00806784,-4.81986949051964,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0088","22/12/2016",3,"ld0088_3",1,32,3.46573590279973,3.2188758248682,1.245,0.219135529916671,0.464841427145989,0.009493605,-4.65713686494288,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0089","22/12/2016",3,"ld0089_3",1,32,3.46573590279973,3.25809653802148,1.154,0.143234168085908,-0.193807132903691,0.006995274,-4.96252050079554,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0105","22/12/2016",3,"ld0105_3",1,32,3.46573590279973,3.27714473299218,1.317,0.275356422761144,0.952708959737625,0.012756363,-4.36172507304261,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0118","22/12/2016",3,"ld0118_3",1,32,3.46573590279973,3.17805383034795,1.354,0.303063174490083,1.19313958825006,0.007698385,-4.8667447123808,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0133","22/12/2016",3,"ld0133_3",1,32,3.46573590279973,3.25037449192757,1.11,0.104360015324243,-0.531145016204281,0.006945304,-4.96968953123562,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0142","22/12/2016",3,"ld0142_3",1,32,3.46573590279973,3.17805383034795,0.955,-0.0460439385014068,-1.83630404396881,0.005639272,-5.17800029981764,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0154","22/12/2016",3,"ld0154_3",1,32,3.46573590279973,3.27714473299218,1.113,0.107059072293408,-0.507723433990825,0.007420429,-4.90351840676258,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0155","22/12/2016",3,"ld0155_3",1,32,3.46573590279973,3.27714473299218,1.108,0.102556588325092,-0.546794598339498,0.013523718,-4.30331024617289,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0002","20/12/2016",3,"ld0002_3",1,24,3.17805383034795,3.3322045101752,1.043,0.0421011760186353,-1.07140798211042,0.007977871,-4.83108369509568,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0018","20/12/2016",3,"ld0018_3",1,24,3.17805383034795,3.3322045101752,1.219,0.198030850499135,0.281701541729117,0.005900118,-5.13278292827046,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0049","20/12/2016",3,"ld0049_3",1,24,3.17805383034795,3.3322045101752,1.404,0.339325305603619,1.50781115495418,0.003293916,-5.71567814846259,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0088","20/12/2016",3,"ld0088_3",1,24,3.17805383034795,3.3322045101752,1.299,0.261594737688462,0.83328930983478,0.009355296,-4.67181267892287,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0089","20/12/2016",3,"ld0089_3",1,24,3.17805383034795,3.3322045101752,1.187,0.171429115627531,0.0508599079904245,0.004944432,-5.30949318400326,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0105","20/12/2016",3,"ld0105_3",1,24,3.17805383034795,3.3322045101752,1.375,0.318453731118535,1.3266940820982,0.005841209,-5.14281748301985,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0118","20/12/2016",3,"ld0118_3",1,24,3.17805383034795,3.3322045101752,1.382,0.323531725345478,1.37075934660524,0.004619222,-5.37752898633747,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0133","20/12/2016",3,"ld0133_3",1,24,3.17805383034795,3.3322045101752,1.134,0.12575120530556,-0.34551888066328,0.003065072,-5.78768421884214,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0142","20/12/2016",3,"ld0142_3",1,24,3.17805383034795,3.3322045101752,0.992,-0.00803217169726427,-1.50644967948038,0.00452081,-5.39906409765321,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0154","20/12/2016",3,"ld0154_3",1,24,3.17805383034795,3.3322045101752,1.152,0.141499562273699,-0.208859506048355,0.007498204,-4.89309175378326,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0155","20/12/2016",3,"ld0155_3",1,24,3.17805383034795,3.3322045101752,1.14,0.131028262406404,-0.299726210058496,0.009541057,-4.65215100301373,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0002","21/12/2016",3,"ld0002_3",1,30,3.40119738166216,3.25809653802148,1.008,0.00796816964917688,-1.36760366230832,0.01038245,-4.56763839826677,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0018","21/12/2016",3,"ld0018_3",1,30,3.40119738166216,3.25809653802148,1.183,0.16805358499625,0.0215680964066713,0.008102712,-4.8155564585269,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0049","21/12/2016",3,"ld0049_3",1,30,3.40119738166216,3.19867311755068,1.388,0.327863862084613,1.40835229034624,0.005575436,-5.18938475841588,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0089","21/12/2016",3,"ld0089_3",1,30,3.40119738166216,3.25809653802148,1.149,0.138891998866619,-0.231487135406856,0.009002835,-4.710215751248,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0118","21/12/2016",3,"ld0118_3",1,30,3.40119738166216,3.17805383034795,1.341,0.293415604299541,1.1094209557946,0.005256657,-5.24826000561168,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0133","21/12/2016",3,"ld0133_3",1,30,3.40119738166216,3.19867311755068,1.1,0.0953101798043249,-0.609676691922707,0.017387702,-4.05199210425872,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0142","21/12/2016",3,"ld0142_3",1,30,3.40119738166216,3.23867845216438,0.941,-0.0608121393967575,-1.96445792710908,0.006965891,-4.96672975459113,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0154","21/12/2016",3,"ld0154_3",1,30,3.40119738166216,3.27714473299218,1.075,0.0723206615796261,-0.809172625983756,0.011302453,-4.4827354971762,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0155","21/12/2016",3,"ld0155_3",1,30,3.40119738166216,3.19867311755068,1.102,0.0971267107307228,-0.593913397956712,0.010408007,-4.56517986521259,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0002","22/12/2016",3,"ld0002_3",1,26,3.25809653802148,3.46573590279973,0.996,-0.00400802139753882,-1.47152934687492,0.003471868,-5.66306250133993,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0018","22/12/2016",3,"ld0018_3",1,26,3.25809653802148,3.46573590279973,1.161,0.149281702715754,-0.141328496424409,0.019938244,-3.9151155825189,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0049","22/12/2016",3,"ld0049_3",1,26,3.25809653802148,3.46573590279973,1.361,0.308219723669329,1.23788652835514,0.004677666,-5.36495601140246,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0088","22/12/2016",3,"ld0088_3",1,26,3.25809653802148,3.46573590279973,1.245,0.219135529916671,0.464841427145989,0.015089797,-4.19373645891049,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0089","22/12/2016",3,"ld0089_3",1,26,3.25809653802148,3.46573590279973,1.154,0.143234168085908,-0.193807132903691,0.004120765,-5.49171645324538,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0105","22/12/2016",3,"ld0105_3",1,26,3.25809653802148,3.46573590279973,1.317,0.275356422761144,0.952708959737625,0.013131326,-4.33275460566758,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0118","22/12/2016",3,"ld0118_3",1,26,3.25809653802148,3.46573590279973,1.354,0.303063174490083,1.19313958825006,0.005113989,-5.27577555307361,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0133","22/12/2016",3,"ld0133_3",1,26,3.25809653802148,3.46573590279973,1.11,0.104360015324243,-0.531145016204281,0.004542159,-5.39435282930647,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0142","22/12/2016",3,"ld0142_3",1,26,3.25809653802148,3.46573590279973,0.955,-0.0460439385014068,-1.83630404396881,0.005335742,-5.23332732236234,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0154","22/12/2016",3,"ld0154_3",1,26,3.25809653802148,3.46573590279973,1.113,0.107059072293408,-0.507723433990825,0.008551668,-4.7616289273413,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0155","22/12/2016",3,"ld0155_3",1,26,3.25809653802148,3.46573590279973,1.108,0.102556588325092,-0.546794598339498,0.007212693,-4.93191288840715,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0002","1/1/2017",4,"ld0002_4",1,32,3.46573590279973,3.3499040872746,1.089,0.0852598439508234,-0.69689040032341,0.015025261,-4.19802242766349,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0020","1/1/2017",4,"ld0020_4",1,32,3.46573590279973,3.3499040872746,1.159,0.147557564357615,-0.156290036237716,0.009428139,-4.66405655069916,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0027","1/1/2017",4,"ld0027_4",1,32,3.46573590279973,3.23867845216438,1.357,0.305276380852732,1.21234510905615,0.008355861,-4.78479207017965,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0051","1/1/2017",4,"ld0051_4",1,32,3.46573590279973,3.31418600467253,1.291,0.255417111864505,0.779681782178723,0.020226884,-3.90074266833641,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0105","1/1/2017",4,"ld0105_4",1,32,3.46573590279973,3.40119738166216,1.267,0.236651901339002,0.616843084775504,0.012389347,-4.39091828852336,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0133","1/1/2017",4,"ld0133_4",1,32,3.46573590279973,3.3322045101752,1.127,0.119559235057639,-0.399250884797238,0.00855407,-4.76134808590485,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0140","1/1/2017",4,"ld0140_4",1,32,3.46573590279973,3.40119738166216,1.122,0.115112807100505,-0.437835612405437,0.009541779,-4.65207533291938,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0146","1/1/2017",4,"ld0146_4",1,32,3.46573590279973,3.3322045101752,1.215,0.194744076792512,0.253179935306519,0.008164712,-4.80793382568639,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0154","1/1/2017",4,"ld0154_4",1,32,3.46573590279973,3.29583686600433,1.17,0.157003748809665,-0.074318966981028,0.00609672,-5.10000435733604,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0155","1/1/2017",4,"ld0155_4",1,32,3.46573590279973,3.31418600467253,1.122,0.115112807100505,-0.437835612405437,0.012018059,-4.42134484377974,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0170","1/1/2017",4,"ld0170_4",1,32,3.46573590279973,3.31418600467253,1.117,0.110646520087064,-0.476592670766664,0.008131928,-4.81195723716571,0.374694,0.287682,0.207639,0.133531,0.064539,0
"ld0002","2/1/2017",4,"ld0002_4",1,26,3.25809653802148,3.46573590279973,1.064,0.0620353909194527,-0.898425026028292,0.010285152,-4.57705397718234,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0020","2/1/2017",4,"ld0020_4",1,26,3.25809653802148,3.46573590279973,1.138,0.129272335704139,-0.314963599297681,0.006190604,-5.08472262030926,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0051","2/1/2017",4,"ld0051_4",1,26,3.25809653802148,3.46573590279973,1.269,0.238229188732251,0.63053029730094,0.006690341,-5.00709043454161,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0105","2/1/2017",4,"ld0105_4",1,26,3.25809653802148,3.46573590279973,1.269,0.238229188732251,0.63053029730094,0.005705733,-5.16628382013528,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0133","2/1/2017",4,"ld0133_4",1,26,3.25809653802148,3.46573590279973,1.113,0.107059072293408,-0.507723433990825,0.003462867,-5.66565842030573,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0140","2/1/2017",4,"ld0140_4",1,26,3.25809653802148,3.46573590279973,1.408,0.342170257735851,1.53249877030267,0.005281602,-5.24352581819229,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0146","2/1/2017",4,"ld0146_4",1,26,3.25809653802148,3.46573590279973,1.179,0.164666621555234,-0.0078229255665579,0.006913016,-4.97434926754172,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0154","2/1/2017",4,"ld0154_4",1,26,3.25809653802148,3.46573590279973,1.158,0.146694379150803,-0.163780490688191,0.003782537,-5.57736033045932,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0155","2/1/2017",4,"ld0155_4",1,26,3.25809653802148,3.46573590279973,1.082,0.0788111804242898,-0.752849909396075,0.006826656,-4.98692032998016,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0170","2/1/2017",4,"ld0170_4",1,26,3.25809653802148,3.46573590279973,1.106,0.100749903100143,-0.562472454351212,0.003421541,-5.67766424459515,0.167055,0.080043,0,-0.074108,-0.1431,-0.207639
"ld0002","3/1/2017",4,"ld0002_4",1,28,3.3322045101752,3.27714473299218,1.06,0.0582689081239758,-0.931109399666069,0.008939692,-4.71725414229176,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0051","3/1/2017",4,"ld0051_4",1,28,3.3322045101752,3.25809653802148,1.321,0.278389025540188,0.979024949404237,0.007769933,-4.85749373754838,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0105","3/1/2017",4,"ld0105_4",1,28,3.3322045101752,3.31418600467253,1.28,0.246860077931526,0.705426486327511,0.0084129,-4.77798903685044,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0133","3/1/2017",4,"ld0133_4",1,28,3.3322045101752,3.2188758248682,1.061,0.059211859631846,-0.922926757907411,0.004405961,-5.42479688220721,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0140","3/1/2017",4,"ld0140_4",1,28,3.3322045101752,3.31418600467253,1.099,0.0944006754214843,-0.617569089867457,0.006567669,-5.02559630396063,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0146","3/1/2017",4,"ld0146_4",1,28,3.3322045101752,3.23867845216438,1.208,0.188966099512623,0.203040434201336,0.005182929,-5.26238493849853,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0154","3/1/2017",4,"ld0154_4",1,28,3.3322045101752,3.29583686600433,1.162,0.150142658429719,-0.133857388823811,0.004540532,-5.39471109317725,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0155","3/1/2017",4,"ld0155_4",1,28,3.3322045101752,3.19867311755068,1.055,0.0535407669280298,-0.972138747694964,0.005664111,-5.17360532532512,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0170","3/1/2017",4,"ld0170_4",1,28,3.3322045101752,3.25809653802148,1.123,0.116003675756306,-0.430104929540413,0.004850871,-5.32859700252781,-0.241163,0.154151,0.074108,0,-0.068992,-0.133531
"ld0002","1/1/2017",4,"ld0002_4",1,24,3.17805383034795,3.25809653802148,1.089,0.0852598439508234,-0.69689040032341,0.008915563,-4.71995687767001,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0020","1/1/2017",4,"ld0020_4",1,24,3.17805383034795,3.25809653802148,1.159,0.147557564357615,-0.156290036237716,0.005341017,-5.23233919470502,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0027","1/1/2017",4,"ld0027_4",1,24,3.17805383034795,3.25809653802148,1.357,0.305276380852732,1.21234510905615,0.003797974,-5.57328751232374,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0051","1/1/2017",4,"ld0051_4",1,24,3.17805383034795,3.25809653802148,1.291,0.255417111864505,0.779681782178723,0.007227777,-4.92982375896938,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0105","1/1/2017",4,"ld0105_4",1,24,3.17805383034795,3.25809653802148,1.267,0.236651901339002,0.616843084775504,0.006432738,-5.0463550148815,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0133","1/1/2017",4,"ld0133_4",1,24,3.17805383034795,3.25809653802148,1.127,0.119559235057639,-0.399250884797238,0.003796021,-5.57380186611066,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0140","1/1/2017",4,"ld0140_4",1,24,3.17805383034795,3.25809653802148,1.122,0.115112807100505,-0.437835612405437,0.005937394,-5.12648496241232,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0146","1/1/2017",4,"ld0146_4",1,24,3.17805383034795,3.25809653802148,1.215,0.194744076792512,0.253179935306519,0.003715582,-5.5952199509023,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0154","1/1/2017",4,"ld0154_4",1,24,3.17805383034795,3.25809653802148,1.17,0.157003748809665,-0.074318966981028,0.010440552,-4.56205782436218,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0155","1/1/2017",4,"ld0155_4",1,24,3.17805383034795,3.25809653802148,1.122,0.115112807100505,-0.437835612405437,0.003547915,-5.64139517198074,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0170","1/1/2017",4,"ld0170_4",1,24,3.17805383034795,3.25809653802148,1.117,0.110646520087064,-0.476592670766664,0.002867558,-5.85429448248701,0.087012,0,-0.080043,-0.154151,-0.223143,-0.287682
"ld0002","2/1/2017",4,"ld0002_4",1,22,3.09104245335832,3.23867845216438,1.064,0.0620353909194527,-0.898425026028292,0.007300424,-4.91982285032272,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0020","2/1/2017",4,"ld0020_4",1,22,3.09104245335832,3.25809653802148,1.138,0.129272335704139,-0.314963599297681,0.004742939,-5.3510982932278,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0051","2/1/2017",4,"ld0051_4",1,22,3.09104245335832,3.29583686600433,1.269,0.238229188732251,0.63053029730094,0.00332365,-5.70669170235834,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0105","2/1/2017",4,"ld0105_4",1,22,3.09104245335832,3.31418600467253,1.269,0.238229188732251,0.63053029730094,0.005804052,-5.14919898466194,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0133","2/1/2017",4,"ld0133_4",1,22,3.09104245335832,3.19867311755068,1.113,0.107059072293408,-0.507723433990825,0.003181866,-5.75028746183259,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0140","2/1/2017",4,"ld0140_4",1,22,3.09104245335832,3.31418600467253,1.408,0.342170257735851,1.53249877030267,0.004580512,-5.38594449671111,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0146","2/1/2017",4,"ld0146_4",1,22,3.09104245335832,3.19867311755068,1.179,0.164666621555234,-0.0078229255665579,0.001870835,-6.28137042371367,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0154","2/1/2017",4,"ld0154_4",1,22,3.09104245335832,3.27714473299218,1.158,0.146694379150803,-0.163780490688191,0.006279912,-5.07039931133906,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0155","2/1/2017",4,"ld0155_4",1,22,3.09104245335832,3.17805383034795,1.082,0.0788111804242898,-0.752849909396075,0.003707904,-5.59728852158132,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0170","2/1/2017",4,"ld0170_4",1,22,3.09104245335832,3.2188758248682,1.106,0.100749903100143,-0.562472454351212,0.002225154,-6.10792915227593,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0002","3/1/2017",4,"ld0002_4",1,30,3.40119738166216,3.3322045101752,1.06,0.0582689081239758,-0.931109399666069,0.011051695,-4.50517146911682,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0020","3/1/2017",4,"ld0020_4",1,30,3.40119738166216,3.3322045101752,1.129,0.121332285167525,-0.383864903918844,0.007474625,-4.89624132818788,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0027","3/1/2017",4,"ld0027_4",1,30,3.40119738166216,3.3322045101752,1.328,0.283674051054242,1.02488676743616,0.006976207,-4.96524991965056,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0105","3/1/2017",4,"ld0105_4",1,30,3.40119738166216,3.3322045101752,1.28,0.246860077931526,0.705426486327511,0.016512331,-4.10364784385677,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0133","3/1/2017",4,"ld0133_4",1,30,3.40119738166216,3.3322045101752,1.061,0.059211859631846,-0.922926757907411,0.010795101,-4.52866285887572,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0140","3/1/2017",4,"ld0140_4",1,30,3.40119738166216,3.3322045101752,1.099,0.0944006754214843,-0.617569089867457,0.007890884,-4.84204710984276,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0146","3/1/2017",4,"ld0146_4",1,30,3.40119738166216,3.3322045101752,1.208,0.188966099512623,0.203040434201336,0.012308764,-4.39744375000065,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0154","3/1/2017",4,"ld0154_4",1,30,3.40119738166216,3.3322045101752,1.162,0.150142658429719,-0.133857388823811,0.01187442,-4.43336877235951,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0155","3/1/2017",4,"ld0155_4",1,30,3.40119738166216,3.3322045101752,1.055,0.0535407669280298,-0.972138747694964,0.00767052,-4.87037086929089,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0170","3/1/2017",4,"ld0170_4",1,30,3.40119738166216,3.3322045101752,1.123,0.116003675756306,-0.430104929540413,0.007756607,-4.85921028267332,0.310155,0.223143,0.1431,0.068992,0,-0.064539
"ld0018","13/1/2017",5,"ld0018_5",1,22,3.09104245335832,3.2188758248682,1.346,0.297137231222536,1.14171608403403,0.004708828,-5.35831623418946,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0042","13/1/2017",5,"ld0042_5",1,22,3.09104245335832,3.17805383034795,1.442,0.366031038862757,1.73955525455837,0.004459684,-5.41267736747822,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0049","13/1/2017",5,"ld0049_5",1,22,3.09104245335832,3.2188758248682,1.408,0.342170257735851,1.53249877030267,0.002976475,-5.81701556453259,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0088","13/1/2017",5,"ld0088_5",1,22,3.09104245335832,3.23867845216438,1.27,0.2390169004705,0.63736581631691,0.006310907,-5.06547587266355,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0118","13/1/2017",5,"ld0118_5",1,22,3.09104245335832,3.2188758248682,1.417,0.348541960708543,1.58779043947438,0.004442937,-5.41643963473727,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0133","13/1/2017",5,"ld0133_5",1,22,3.09104245335832,3.25809653802148,1.228,0.205386829724951,0.345534456027045,0.002079795,-6.17548594781835,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
"ld0140","13/1/2017",5,"ld0140_5",1,22,3.09104245335832,3.25809653802148,1.185,0.169742774587095,0.0362263616185861,0.005186515,-5.26169329097279,0,-0.087012,-0.167055,-0.241163,-0.310155,-0.374694
