"id","series","samp_period","t_22","t_24","t_26","t_28","t_30","t_32","zlogmass.22","zlogmass.24","zlogmass.26","zlogmass.28","zlogmass.30","zlogmass.32","prior_temp22","prior_temp24","prior_temp26","prior_temp28","prior_temp30","prior_temp32"
"ld0049","ld0049_4",4,-5.91239609848609,-5.27081563007258,-5.61175412872783,-5.91956443906488,-4.64502951901564,-4.89896852472111,1.37075934660524,1.88871140079524,1.28240391187672,1.37075934660524,1.88871140079524,1.28240391187672,24,27,25.5,24.5,22,26
"ld0049","ld0049_5",5,-5.81701556453259,-5.65507802844616,-5.57928072684634,-5.20782696505506,-4.86212856860037,-5.00441985004977,1.53249877030267,1.3077402537939,1.3077402537939,1.53865971549726,1.53249877030267,1.53865971549726,25,26,25.5,22,28,25.5
"ld0049","ld0049_7",7,-5.96337906267601,-5.58053546042251,-5.21330732422663,-6.3254821188855,-4.69477361034092,-4.72558613472011,1.08349803601751,0.899836345645672,1.3644779920479,0.899836345645672,1.3644779920479,1.08349803601751,25,25.5,28,30,24,22
"ld0049","ld0049_8",8,-6.51598890488731,-5.67905669188426,-5.45820141744807,-5.19831240631006,-4.92861996409134,-4.9718162481389,0.651020722269143,0.691856990298872,1.07700518802132,1.07700518802132,0.691856990298872,0.651020722269143,23.5,26,24,24,22.5,22
"ld0049","ld0049_9",9,-5.91157557432797,-5.64509516350894,-5.36547242784316,-5.37954759571286,-5.2209104988814,-5.08965723542907,0.589403722965308,0.401883296507264,0.401883296507264,0.589403722965308,0.387830352639158,0.387830352639158,24,28,21.5,23.5,23.5,30
"ld0051","ld0051_10",10,-6.00331812398538,-5.71164913585753,-5.86972702962061,-5.63958448024127,-4.79179727831204,-5.14791536137293,-0.617569089867457,-0.499930266927236,-0.499930266927236,-0.430104929540413,-0.617569089867457,-0.430104929540413,32,26,22,22.5,22.5,30
"ld0051","ld0051_2",2,-4.96115665269596,-4.66228862415649,-5.11731434530682,-5.07291061819737,-4.60774219075846,-4.66742119215084,1.07700518802132,0.657840126110918,0.718974796561386,0.718974796561386,1.07700518802132,0.657840126110918,32,28,23.5,24.6,26,26.6
"ld0051","ld0051_3",3,-4.50108696572482,-4.79020722637261,-5.07812986003235,-5.06365718691274,-4.14671650129562,-4.50353279255639,0.28881731985812,0.779681782178723,0.83328930983478,0.83328930983478,0.779681782178723,0.28881731985812,30,22,25.5,26,26,25.5
"ld0051","ld0051_5",5,-5.24891786425327,-4.9674103010909,-5.24891786425327,-5.08633507096067,-4.22309360282901,-4.48173992596175,0.859969395239437,0.879925764959477,0.859969395239437,0.879925764959477,1.05098510573093,1.05098510573093,25,30,22,23.5,27,24
"ld0051","ld0051_7",7,-5.80911732397674,-5.48974182936103,-5.21655251185207,-4.59360472451732,-5.17648228486321,-4.61649921781282,-0.111482582421427,-0.0520969549854148,0.0727640616705094,-0.0520969549854148,0.0727640616705094,-0.111482582421427,23.5,25,28,30,25.5,22
"ld0051","ld0051_8",8,-6.11497952902588,-5.91433315011287,-4.61684831061764,-4.6718496640058,-5.26078923885586,-5.07653586239907,-0.0078229255665579,-0.269331464650908,0.0873361741495521,0.0873361741495521,-0.269331464650908,-0.0078229255665579,24,30,23.5,32,25.5,26
"ld0051","ld0051_9",9,-6.32070166047066,-5.65346804419967,-4.88808656574773,-4.64280923063873,-5.34901147206405,-4.96933525385806,-0.26174938383471,-0.239042809320918,-0.368506154879245,-0.26174938383471,-0.368506154879245,-0.239042809320918,32,23.5,30,24,24,28
"ld0065","ld0065_1",1,-4.52453857482918,-5.62223446974202,-5.15579887911049,-4.57773937446895,-5.29930445355817,-4.98135900748665,-0.292117537109773,-0.712842042576433,-0.562472454351212,-0.292117537109773,-0.562472454351212,-0.712842042576433,27,26,22,26,25.5,24
"ld0065","ld0065_10",10,-5.49309821901677,-5.31288354003083,-5.10789305921423,-4.79306122358691,-4.72837542023022,-4.42338510640564,-0.231487135406856,-0.507723433990825,-0.760873664884129,-0.507723433990825,-0.760873664884129,-0.231487135406856,24,32,30,23.5,24,23
"ld0065","ld0065_2",2,-5.44418835118117,-5.45767893282596,-5.34940899706059,-5.18345236198405,-4.9864670628722,-4.26505544847811,-0.178780824487466,-0.523330796007559,-0.468827398711954,-0.523330796007559,-0.468827398711954,-0.178780824487466,26,24.5,32,24,24,24.5
"ld0065","ld0065_3",3,-5.70654729324707,-5.4161092772438,-5.24385721195985,-5.15724793148801,-4.52867860688387,-4.85302121875321,-0.601791465626328,-0.704862556090431,-0.72882306171944,-0.601791465626328,-0.72882306171944,-0.704862556090431,25,25.5,23,32,26,22
"ld0065","ld0065_4",4,-5.81109990382087,-5.26427948416581,-4.82576448939762,-5.1335184382241,-5.10199231792812,-5.05074457390799,-0.914751824714903,-0.68096802715518,-0.68096802715518,-0.817248653502053,-0.817248653502053,-0.914751824714903,32,30,24.5,26,26,25
"ld0065","ld0065_5",5,-5.34922000041124,-5.7442223546915,-5.76997484264485,-5.2389255042675,-5.34164249128641,-4.90566681527483,-0.515523606149344,-0.531145016204281,-0.531145016204281,-0.657139112569601,-0.657139112569601,-0.515523606149344,24,22,25.5,30,24,24
"ld0065","ld0065_6",6,-4.98951574021103,-5.64781640470913,-4.88812730529932,-4.46426967463735,-4.94008363814531,-4.64125052328739,-0.201330055734689,-0.399250884797238,-0.0891653195195151,-0.0891653195195151,-0.201330055734689,-0.399250884797238,24,28,24,23.5,22,24
"ld0065","ld0065_7",7,-5.682076366013,-5.04171830435289,-4.75378655838516,-5.28837060005766,-4.74797022872005,-4.82093328993121,-1.18024682542795,-0.882128888014531,-0.882128888014531,-1.18024682542795,-0.69689040032341,-0.69689040032341,23,23.5,30,22,24,23.5
"ld0065","ld0065_8",8,-5.60942775115491,-5.54124483533346,-5.32285865558839,-4.90090822074271,-4.40440092265664,-4.61923685936636,-0.704862556090431,-0.736824621476851,-0.391554484344103,-0.736824621476851,-0.391554484344103,-0.704862556090431,32,23.5,28,30,23,24
"ld0065","ld0065_9",9,-5.59414478914453,-5.65177178765628,-5.34665314396677,-4.92407216755585,-4.87309891340379,-4.39446770484449,-0.633375452966432,-0.593913397956712,-0.736824621476851,-0.593913397956712,-0.736824621476851,-0.633375452966432,24,32,30,23,23.5,23
"ld0069","ld0069_1",1,-4.02211452800482,-4.92012315194178,-5.37080096640138,-4.12847108402925,-4.41423640442685,-4.45808080713973,1.9064390697637,1.45822421464018,1.50162826125331,1.9064390697637,1.50162826125331,1.45822421464018,27.5,24.5,22,26,24,24
"ld0069","ld0069_10",10,-4.53880414827666,-5.45986077202413,-4.57277298861948,-4.56731675329071,-4.41502456715018,-3.88938748280704,2.40539321350606,1.55711634976887,1.28874493586517,1.55711634976887,1.28874493586517,2.40539321350606,24,32,30,22.5,22,22
"ld0069","ld0069_3",3,-5.97013563419812,-5.77911019039477,-5.70142166356497,-5.17468515958462,-4.5681084363356,-5.11101656015138,0.799823433640101,0.959295442742311,1.06400489953431,0.799823433640101,1.06400489953431,0.959295442742311,22.5,25.5,26.5,22,32,26
"ld0069","ld0069_4",4,-5.55127342728474,-5.74111618531908,-5.69906064008391,-5.09100844385977,-4.26881702788502,-4.51628496573985,1.10294748220676,1.43332408007434,1.10294748220676,1.43332408007434,1.05749744445464,1.05749744445464,24,23.5,24,26,32,24
"ld0069","ld0069_5",5,-5.57585057999988,-5.29605532688991,-5.27286874711994,-5.28092745142404,-4.17710558115827,-3.95754446264563,1.68522518597096,1.48924924211827,1.48924924211827,1.3644779920479,1.3644779920479,1.68522518597096,23.5,22,26,30,24.5,24
"ld0069","ld0069_6",6,-5.71577590922508,-5.14323203792679,-5.44658886269431,-4.25821268382329,-4.44028425006162,-4.23962900356253,1.03141871425724,1.20594799048994,1.20594799048994,1.25699337851569,1.25699337851569,1.03141871425724,32,28,25.5,24.5,24,25
"ld0069","ld0069_7",7,-4.49223345248416,-5.60734701912125,-4.53779297898437,-4.8617793926153,-3.95493165466555,-4.94450533684017,1.03794574799262,0.859969395239437,0.819918442871874,0.819918442871874,1.03794574799262,0.859969395239437,24,22,28,23.5,24,23.5
"ld0069","ld0069_8",8,-5.89653480329662,-5.48717350730635,-5.3833673229268,-4.69573974033478,-4.63598729256259,-4.48476942401331,0.899836345645672,1.26970794627323,0.899836345645672,0.793114742975797,0.793114742975797,1.26970794627323,23,22.5,24,30,23,26
"ld0069","ld0069_9",9,-5.16011315855047,-5.82794905434437,-5.4211869417406,-4.78158116471378,-4.83648238504587,-4.00157639240742,1.19313958825006,0.839967025394838,0.819918442871874,0.839967025394838,0.819918442871874,1.19313958825006,24,32,30,21.5,22,22
"ld0075","ld0075_1",1,-5.64710379253578,-5.66756646340959,-5.40225422941391,-5.03645338104536,-5.25186058927628,-4.92649494707176,-0.841521930705356,-1.67426776240931,-1.31610386164444,-0.841521930705356,-1.31610386164444,-1.67426776240931,25.5,24.5,22,26,23.5,24
"ld0075","ld0075_10",10,-5.79579480833776,-5.71682303435195,-5.32532418985958,-5.12164892521033,-4.42826166996715,-4.69311938441299,-1.30755019812084,-1.14661232230415,-1.39346863210432,-1.14661232230415,-1.39346863210432,-1.30755019812084,26,23.5,23,24,22,24
"ld0075","ld0075_3",3,-4.91137895608061,-5.08315437535977,-5.60948344225279,-4.98533501251555,-5.18156686377031,-4.96812236201706,-1.53273245860948,-1.35040307998272,-1.3848384066868,-1.53273245860948,-1.3848384066868,-1.35040307998272,26,26,22,32,26,22
"ld0075","ld0075_4",4,-5.70056216542244,-4.95161760977139,-4.74195945114958,-4.90212471510167,-5.21065911549322,-5.31065536761842,-2.01996573434065,-1.69212309986546,-1.69212309986546,-1.67426776240931,-1.67426776240931,-2.01996573434065,32,30,24,25,26,24.5
"ld0075","ld0075_5",5,-5.67730686718049,-5.29255818253116,-5.30579364439582,-5.7451474290525,-5.66607059152235,-4.67900167329035,-1.2309442876934,-1.35040307998272,-1.35040307998272,-1.20555853304483,-1.20555853304483,-1.2309442876934,23.5,22,24.5,30,23,24
"ld0075","ld0075_6",6,-6.05796595344485,-5.3199271858324,-4.98446270404227,-4.88214168858881,-4.88718395367585,-4.70220335929358,-1.17182596989856,-0.914751824714903,-0.865863295731913,-0.865863295731913,-1.17182596989856,-0.914751824714903,23.5,28,24,24,22,24.5
"ld0075","ld0075_7",7,-6.21343278936854,-5.86555391888483,-5.51270164256888,-5.69665721968361,-5.35432089458422,-4.94817302061992,-1.45412173633917,-1.39346863210432,-1.39346863210432,-1.45412173633917,-1.33323652454843,-1.33323652454843,24.5,23.5,30,22,24,25
"ld0075","ld0075_8",8,-6.38057590965766,-6.08146803235592,-5.40971741686771,-5.7526668832665,-4.82112886045796,-5.18656706909717,-1.62092113369196,-1.299004957704,-1.42807562091088,-1.299004957704,-1.42807562091088,-1.62092113369196,32,22.5,28,30,23,23.5
"ld0075","ld0075_9",9,-6.10652933056164,-5.05326266733237,-5.04320208179343,-5.54065979245378,-4.72744596140259,-4.79370230848236,-1.36760366230832,-1.5152017638754,-1.5152017638754,-1.44543100858015,-1.44543100858015,-1.36760366230832,24,32,23,23,28,26
"ld0076","ld0076_10",10,-5.07957709545874,-5.43309982714613,-5.19674863060943,-4.93526871788844,-5.18574039227642,-4.61009147569383,0.972453430012505,0.63736581631691,0.401883296507264,0.63736581631691,0.401883296507264,0.972453430012505,24,32,30,23,22,22
"ld0076","ld0076_2",2,-5.54251934834928,-5.4961229038321,-5.07440307233246,-5.38150486389318,-5.04277245494941,-4.86722778748148,1.02488676743616,0.644195955152066,0.899836345645672,0.644195955152066,0.899836345645672,1.02488676743616,26,29,32,24,28.5,28.5
"ld0076","ld0076_3",3,-5.48013425071065,-5.70496857779851,-4.69845820174498,-5.25477523495735,-4.51453281586443,-4.97943768979359,0.568767111712586,0.799823433640101,2.42765798759857,0.568767111712586,2.42765798759857,0.799823433640101,22.5,26,27,22,32,26
"ld0076","ld0076_4",4,-4.59030916008174,-5.28819774309498,-4.90999990930715,-4.65518240656437,-4.25961900230159,-4.41704251733061,1.06400489953431,1.08349803601751,1.06400489953431,1.08349803601751,0.926312921309986,0.926312921309986,24,23.5,24,26,32,24.5
"ld0076","ld0076_5",5,-5.76826723723879,-5.0211402787414,-5.49066525948349,-5.02972408123695,-4.92200098477404,-5.58824382241173,1.15460055699066,1.1094209557946,0.886567702476291,1.1094209557946,1.15460055699066,0.886567702476291,25,25,24.5,22,28,26
"ld0076","ld0076_6",6,-5.31364788066593,-5.70791339517179,-6.41800600935806,-5.39101813383241,-4.83320204061261,-5.08856451176406,0.979024949404237,0.886567702476291,0.886567702476291,0.998709701003173,0.998709701003173,0.979024949404237,32,28,25,23.5,24,25
"ld0076","ld0076_7",7,-5.74702270324898,-5.40281980601412,-5.23353818687105,-5.0268434901075,-4.23706204089498,-5.54688437245258,0.839967025394838,0.866626619150194,0.705426486327511,0.705426486327511,0.839967025394838,0.866626619150194,23,22,28,24,24,23.5
"ld0076","ld0076_8",8,-4.84525849220881,-4.67563277984518,-5.07743877832726,-4.72945033223179,-4.7507969478451,-4.71660578431552,0.623689389621414,0.772957495951457,0.906463066809307,0.772957495951457,0.906463066809307,0.623689389621414,32,22.5,28,30,26,24.5
"ld0076","ld0076_9",9,-4.7672320434886,-5.49442008888155,-5.19000929919195,-4.97944452326928,-4.81669116680768,-4.57814040426745,0.429921094540527,0.338465053646595,0.338465053646595,0.338465053646595,0.338465053646595,0.429921094540527,24,32,30,22,22,22
"ld0077","ld0077_10",10,-5.37881639498673,-5.69315000027821,-5.06989608697531,-5.11203101329073,-4.54416662421377,-4.4109948305577,0.899836345645672,0.534263324934258,1.07700518802132,0.534263324934258,1.07700518802132,0.899836345645672,26,22,22,24,22,22.5
"ld0077","ld0077_2",2,-5.55120646253907,-5.55814798341307,-5.16107476897162,-5.08300632944462,-4.82142775022373,-4.4091367350345,1.50162826125331,1.07050747828899,1.26970794627323,1.26970794627323,1.07050747828899,1.50162826125331,26.5,24,22,25,24,26
"ld0077","ld0077_3",3,-5.47527843645835,-5.50167373186175,-5.38689440490967,-4.88110196433452,-4.87898104345085,-4.76066700478733,0.998709701003173,0.846639606225008,0.998709701003173,0.998709701003173,0.998709701003173,0.846639606225008,26,25.5,22.5,32,26,22
"ld0077","ld0077_4",4,-5.71726019243017,-5.67240590807405,-5.37499540773243,-5.05412365270793,-5.08697291160129,-5.11249295193018,0.91308473133669,1.07700518802132,0.91308473133669,1.07700518802132,0.985591496022592,0.985591496022592,24.5,24,24,26,32,25
"ld0077","ld0077_5",5,-6.05203442042314,-5.3458627457838,-5.34248996808794,-5.52670966848541,-4.72982271266212,-4.42832493012861,1.33930700719965,1.24426015401227,1.24426015401227,1.12881245200276,1.12881245200276,1.33930700719965,24.5,22,25.5,30,23.5,24
"ld0077","ld0077_6",6,-5.41196658321973,-5.5270741425722,-5.58805461609692,-5.45944667378293,-5.0062341931646,-4.93986769836442,1.09646917586476,1.11588960383328,1.11588960383328,1.18031225266664,1.18031225266664,1.09646917586476,32,28,26,24.5,24,24.5
"ld0077","ld0077_7",7,-5.50030650855676,-5.67104910503957,-5.25727504430172,-5.25172122653795,-5.05249000918888,-5.49044468304607,0.718974796561386,0.671462877640307,0.596271701908755,0.596271701908755,0.718974796561386,0.671462877640307,24.5,22,28,24,24,24.5
"ld0077","ld0077_8",8,-5.26509537905713,-5.21056952747986,-5.25257106833711,-5.19417088753456,-4.9089115886229,-5.03171440575205,0.651020722269143,0.732501987051341,0.826606451636125,0.732501987051341,0.826606451636125,0.651020722269143,32,25.5,28,30,24,25
"ld0077","ld0077_9",9,-5.23873743140322,-5.29171501014966,-5.17968402583682,-5.1100992288083,-5.07494344177183,-4.77387621618043,-0.186290726247462,0.664654175100285,0.664654175100285,0.739257682948852,0.739257682948852,-0.186290726247462,23.5,32,24,23.5,28,26
"ld0088","ld0088_10",10,-5.23400262044623,-4.98330197611752,-5.58696203548052,-5.42880721792368,-5.36136175113043,-4.54550809784684,-0.391554484344103,-0.307341560211187,-0.445573188434875,-0.391554484344103,-0.307341560211187,-0.445573188434875,26,30,28,22,22,22.5
"ld0088","ld0088_2",2,-5.42305440029947,-4.78284204938003,-5.00433905706208,-4.41957216932249,-4.30341325569641,-4.7937564048645,1.05749744445464,0.429921094540527,0.554982055688854,0.554982055688854,1.05749744445464,0.429921094540527,32,30,24,25.4,26,27.4
"ld0088","ld0088_5",5,-5.06547587266355,-4.13057411814982,-5.55491326010277,-5.33895375329448,-4.13156903558851,-4.46236479265523,0.63736581631691,0.324308947828485,0.324308947828485,0.394859669299002,0.63736581631691,0.394859669299002,25.5,26,24.5,22,28,24
"ld0088","ld0088_6",6,-6.18010667670453,-6.03146229807697,-4.77201020265635,-5.80345387075416,-4.37708199955595,-5.00505240745025,0.303031395013394,0.457868593550985,0.457868593550985,0.253179935306519,0.253179935306519,0.303031395013394,24,24.5,22,24.5,28,24.5
"ld0088","ld0088_7",7,-5.38964152111674,-6.03198533699491,-4.83981019404233,-5.36563820808504,-4.91268129408475,-5.10022761704517,-0.0373138322584054,-0.11893444285538,-0.0373138322584054,0.217395592052456,0.217395592052456,-0.11893444285538,28,23.5,24.5,26,22,24
"ld0088","ld0088_8",8,-6.129809793471,-5.54738044530492,-5.56678862077501,-4.53458172147034,-5.29203315364102,-5.03863253471004,0.12365975561675,0.0727640616705094,0.317222225554611,0.317222225554611,0.0727640616705094,0.12365975561675,22,30,23.5,32,22.5,26
"ld0088","ld0088_9",9,-5.2949402753451,-4.38733518010117,-4.36639362935849,-5.2843852704836,-5.19131418081176,-4.84080252355892,-0.254173922033598,-0.406954117386605,-0.768904846338523,-0.254173922033598,-0.768904846338523,-0.406954117386605,32,23,30,24.5,23.5,28
"ld0089","ld0089_10",10,-5.68130108550722,-5.74764596483863,-5.54748615550308,-4.91517680710817,-4.97032138062732,-4.85994012051703,-0.972138747694964,-1.17182596989856,-1.17182596989856,-1.18024682542795,-0.972138747694964,-1.18024682542795,32,26,21.5,22,21.5,30
"ld0089","ld0089_2",2,-5.25754689335498,-5.84843698615242,-4.86244035740743,-4.95243525626831,-4.28036214089773,-4.70051271631569,0.589403722965308,0.926312921309986,0.589403722965308,0.616843084775504,0.926312921309986,0.616843084775504,24,23.5,28,25.6,25,27.4
"ld0089","ld0089_3",3,-5.56918375183126,-5.30949318400326,-5.49171645324538,-5.2885506169013,-4.710215751248,-4.96252050079554,0.0508599079904245,0.0508599079904245,-0.193807132903691,-0.231487135406856,-0.231487135406856,-0.193807132903691,29.5,28,32,22,26,26
"ld0089","ld0089_4",4,-5.88862965816192,-5.15486173251958,-5.37367085249367,-5.91218767107019,-4.29833282807359,-4.47564164409174,-0.0078229255665579,0.443906095056662,0.303031395013394,-0.0078229255665579,0.443906095056662,0.303031395013394,24,27.5,26,25.5,22,26
"ld0089","ld0089_5",5,-5.86910285396447,-5.22453637641854,-5.100707277239,-4.71131834508892,-4.3746789749615,-4.82542204727083,0.651020722269143,0.725741027658245,0.651020722269143,0.725741027658245,1.05749744445464,1.05749744445464,24.5,30,22,23.5,24,24
"ld0089","ld0089_6",6,-5.59068935280638,-5.33335445925819,-4.78967853206379,-5.13859833310352,-4.62152916744466,-4.57833917846792,-0.0078229255665579,-0.0078229255665579,-0.163780490688191,-0.163780490688191,0.0215680964066713,0.0215680964066713,32,24,28,24,22,24.5
"ld0089","ld0089_7",7,-5.8319705681634,-4.63888934050604,-5.06648114619297,-4.94000312698888,-4.64738794580235,-4.70934939965794,0.899836345645672,-0.269331464650908,-0.0373138322584054,-0.269331464650908,-0.0373138322584054,0.899836345645672,23.5,24.5,28,30,24.5,22
"ld0089","ld0089_8",8,-5.85375026497624,-5.72924737038044,-5.22356468797645,-4.82209958520163,-4.89594971728305,-4.29551688347744,-0.239042809320918,-0.468827398711954,-0.284515529666022,-0.284515529666022,-0.468827398711954,-0.239042809320918,22,30,23,32,23,26
"ld0089","ld0089_9",9,-6.07158539116742,-5.75211132524711,-4.94434795927514,-5.02316309026115,-5.26906696137054,-4.66967948088609,-0.593913397956712,-0.744833566154332,-0.744833566154332,-0.593913397956712,-0.793043084272879,-0.793043084272879,24,28,25,26,24,30
"ld0092","ld0092_1",1,-4.96922572822986,-5.47920275512544,-4.85342464361529,-4.81322588357466,-4.69749887485703,-4.22341160348059,2.09331446799422,1.89462464868475,2.09331446799422,1.89462464868475,1.78157805310777,1.78157805310777,26,25,28,22,32,25
"ld0092","ld0092_10",10,-5.60076525236702,-4.7603410026447,-4.1444200510675,-4.46987140611294,-3.97154060584394,-3.99892155241968,0.408901243466458,0.338465053646595,0.485726373309142,0.338465053646595,0.485726373309142,0.408901243466458,26,22.5,22,24,22,22.5
"ld0092","ld0092_2",2,-5.02078957474577,-5.27369012194776,-4.45958765095911,-4.21902620111779,-4.0885551930071,-3.99718113710184,1.88871140079524,1.66096887124762,1.72148300031639,1.72148300031639,1.66096887124762,1.88871140079524,24.5,25.5,22,25,24,26
"ld0092","ld0092_3",3,-5.39922757729676,-4.78898125154966,-4.30539201717852,-4.42290054720852,-4.05283616013343,-4.07915881161224,0.846639606225008,1.08998602954746,1.15460055699066,0.846639606225008,1.15460055699066,1.08998602954746,21.5,24,24.5,22,32,26
"ld0092","ld0092_4",4,-4.93181334663196,-4.32586061531671,-4.34570535157766,-4.13662737321537,-4.17409789176953,-4.07266493289103,1.18672829062404,1.26970794627323,1.18672829062404,1.26970794627323,1.08998602954746,1.08998602954746,24.5,24,24,26,32,24
"ld0092","ld0092_5",5,-5.56758758229844,-4.50945908656278,-5.20717549846059,-4.5935216938669,-4.12739675746172,-4.67494007355958,1.48924924211827,1.53249877030267,1.42084716787156,1.53249877030267,1.48924924211827,1.42084716787156,23.5,24.5,23,22,28,26
"ld0092","ld0092_7",7,-4.1465234907731,-5.33856993988598,-4.57820931856554,-5.27560212229664,-4.51704759329405,-4.86856636269393,0.91308473133669,0.712203285533365,0.499621798123038,0.499621798123038,0.91308473133669,0.712203285533365,24,22,28,23,24,23.5
"ld0092","ld0092_8",8,-5.63316540289692,-4.59590880527787,-5.31980232416864,-4.32185101717421,-4.30149707937604,-3.76234052170939,0.886567702476291,0.939520977044187,0.886567702476291,0.859969395239437,0.859969395239437,0.939520977044187,23.5,25.5,24,30,24.5,26
"ld0092","ld0092_9",9,-5.17018557556967,-4.70212193242596,-5.05096163022543,-4.9830436681964,-4.31839274759434,-4.05576503535405,0.281701541729117,0.45089015252989,0.45089015252989,0.174258679981658,0.174258679981658,0.281701541729117,22.5,32,22.5,21.5,28,26
"ld0095","ld0095_1",1,-5.5499933744767,-4.64217489229923,-4.64889148359525,-4.84576869253836,-4.77747994847126,-4.92247813626427,1.14171608403403,1.51398964645198,1.51398964645198,1.11588960383328,1.11588960383328,1.14171608403403,32,30,19.5,22,26,29
"ld0095","ld0095_10",10,-5.49012553932752,-5.49679781790249,-5.16280146935593,-5.03897859735608,-4.60052638514115,-4.81195994255486,-0.059497971162887,-0.0520969549854148,-0.0520969549854148,-0.0373138322584054,-0.059497971162887,-0.0373138322584054,32,26,22,23,22.5,30
"ld0095","ld0095_2",2,-5.72405518442384,-5.67003314456564,-5.38723448558375,-5.03443871088841,-5.0943628324272,-4.61311052722448,1.05098510573093,1.14171608403403,1.05098510573093,1.15460055699066,1.14171608403403,1.15460055699066,24,23.5,28,25,23.6,25.4
"ld0095","ld0095_3",3,-5.86297705358256,-5.51929800863773,-5.59302512812333,-5.21328491300309,-4.97024617725403,-4.71462641095754,0.443906095056662,0.739257682948852,0.492676867026398,0.492676867026398,0.739257682948852,0.443906095056662,30,22,24.5,26,25.5,23.5
"ld0095","ld0095_4",4,-6.14128700720666,-5.56208892078342,-5.75078509243906,-6.12285697181343,-4.81524574665241,-4.30883885147847,0.561877321003633,0.879925764959477,0.63736581631691,0.561877321003633,0.879925764959477,0.63736581631691,24,28,26.5,25.5,22,26
"ld0095","ld0095_5",5,-5.96561942817655,-5.3938597933196,-5.30503185837975,-4.98433894379071,-4.94714189703564,-4.67327677177084,0.826606451636125,0.813225275596688,0.826606451636125,0.813225275596688,0.998709701003173,0.998709701003173,24.5,30,22,24.5,24.5,24
"ld0095","ld0095_6",6,-6.01405950132283,-6.18355042005691,-5.53841253814396,-5.34663551213577,-4.73231867844482,-4.71396381024736,0.352598103907569,0.63053029730094,0.63053029730094,0.408901243466458,0.408901243466458,0.352598103907569,24,27.5,22,26.5,28,25.5
"ld0095","ld0095_7",7,-5.20717093403004,-6.10073447233667,-5.16023648854406,-5.28935009299482,-5.09007695743313,-5.25169106565253,0.210220981522159,0.253179935306519,0.210220981522159,0.603134249472478,0.603134249472478,0.253179935306519,28,24,24.5,23,22,24
"ld0095","ld0095_8",8,-5.66466695934371,-5.03263262098468,-4.60206889995084,-4.38951637286964,-4.56603409179951,-4.50588627555597,0.352598103907569,0.331389887382602,0.54117506639251,0.54117506639251,0.331389887382602,0.352598103907569,22,30,24,32,23,26
"ld0095","ld0095_9",9,-4.79375519732404,-4.57340963461876,-4.88024447165365,-4.43666767387952,-4.40732770433672,-4.19317557489066,0.443906095056662,0.394859669299002,0.786400861834641,0.443906095056662,0.786400861834641,0.394859669299002,32,23,30,23,23,28
"ld0104","ld0104_1",1,-4.61503447854266,-5.31606757350054,-4.72256538436308,-4.82873995311936,-4.44082880815856,-4.49928907586308,1.63664456396241,1.12235343351172,1.63664456396241,1.12235343351172,1.01834990012737,1.01834990012737,26,25,28,22,32,24.5
"ld0104","ld0104_10",10,-5.8413342811819,-5.74056264835012,-4.77428470097159,-4.66615821757986,-4.16544511044285,-4.26588590686707,0.45089015252989,0.422920133336207,0.443906095056662,0.422920133336207,0.443906095056662,0.45089015252989,26,22.5,22.5,24,22,23
"ld0104","ld0104_2",2,-5.0740186427026,-5.70815984136176,-5.37642594585431,-4.89457373933821,-4.94043651001426,-4.2941979717534,1.3266940820982,1.07050747828899,1.2760582509416,1.2760582509416,1.07050747828899,1.3266940820982,26,24.5,22,24.5,24,26
"ld0104","ld0104_3",3,-5.14150320835911,-5.63974148351616,-5.52916627804886,-4.30308858614242,-4.50435862113627,-4.5079055537345,0.859969395239437,0.906463066809307,0.826606451636125,0.859969395239437,0.826606451636125,0.906463066809307,26,26.5,23,32,26,22
"ld0104","ld0104_5",5,-5.97853094785614,-5.90005797648166,-5.89419301927756,-4.28795533105075,-4.73370004999257,-4.07439347535835,1.08349803601751,0.899836345645672,0.899836345645672,0.879925764959477,0.879925764959477,1.08349803601751,26,22,25,30,25.5,24
"ld0104","ld0104_6",6,-5.61001211613204,-5.46349276250702,-5.37710822477882,-4.34174179559578,-4.47540614342357,-4.30623375705663,0.886567702476291,0.979024949404237,0.979024949404237,0.979024949404237,0.979024949404237,0.886567702476291,32,28,24,23.5,24,24
"ld0104","ld0104_7",7,-6.14715227425415,-5.59851719353304,-4.95535807359146,-4.90619284973695,-4.72727556201336,-4.72436540580732,0.28881731985812,0.338465053646595,0.338465053646595,0.28881731985812,0.422920133336207,0.422920133336207,25,22.5,30,22,24,25
"ld0104","ld0104_8",8,-5.72540864359426,-5.08643199134389,-4.37550141033165,-5.02717421109369,-4.36633070282992,-4.56420608956479,0.203040434201336,0.295927267770882,0.394859669299002,0.295927267770882,0.394859669299002,0.203040434201336,32,24.5,28,30,24.5,24
"ld0104","ld0104_9",9,-5.53026304315579,-4.97427318208354,-4.90664940280173,-5.20767259832599,-4.45079724514836,-4.64511506528639,0.231727041952489,0.310129711108231,0.310129711108231,0.188661489830889,0.188661489830889,0.231727041952489,23.5,32,25.5,25,28,26
"ld0105","ld0105_1",1,-5.73570729170458,-5.17601265796898,-4.03043431340626,-5.23868033812381,-4.49379447792885,-4.82834073766681,0.932919462125529,1.25062910177859,1.25062910177859,0.992153077387831,0.992153077387831,0.932919462125529,32,30,21.5,23,26,27.5
