"id","series","samp_period","t_22","t_24","t_26","t_28","t_30","t_32","zlogmass.22","zlogmass.24","zlogmass.26","zlogmass.28","zlogmass.30","zlogmass.32","prior_temp22","prior_temp24","prior_temp26","prior_temp28","prior_temp30","prior_temp32"
"ld0105","ld0105_10",10,-5.21485693671543,-5.68964261531455,-5.60870350339669,-4.62905046361187,-5.07693568641773,-3.96164527570186,-0.0299317042572121,-0.133857388823811,0.00688502870372367,-0.0299317042572121,-0.133857388823811,0.00688502870372367,26,30,28,22,22,22
"ld0105","ld0105_4",4,-5.14919898466194,-5.0463550148815,-5.16628382013528,-4.77798903685044,-4.10364784385677,-4.39091828852336,0.63053029730094,0.616843084775504,0.63053029730094,0.705426486327511,0.705426486327511,0.616843084775504,27.5,26,32,27.5,28,30
"ld0105","ld0105_5",5,-5.74285506278054,-5.23416579526591,-5.01513666005978,-4.01575839786988,-4.84256302795582,-4.19452810157647,1.18672829062404,1.30141310007424,1.18672829062404,1.30141310007424,1.55096849903912,1.55096849903912,25.5,30,22,25,24.5,24
"ld0105","ld0105_6",6,-5.97300635256841,-5.76427543014103,-4.58648534003953,-5.41409641153572,-4.28635113978706,-4.91527279747866,0.651020722269143,0.651020722269143,0.739257682948852,0.739257682948852,0.926312921309986,0.926312921309986,32,25,28,25,22,25
"ld0105","ld0105_8",8,-5.68832840629921,-5.61052740514516,-4.57836098568241,-4.463878544634,-4.30143286655435,-3.93719261926553,0.485726373309142,0.527346073916668,0.651020722269143,0.651020722269143,0.527346073916668,0.485726373309142,23.5,26,24,24,22.5,22
"ld0105","ld0105_9",9,-5.99160415685297,-5.89327633100797,-5.00425469349201,-5.09802115937969,-4.98844493147499,-4.55298759214455,0.0654688187506638,-0.0299317042572121,-0.0299317042572121,0.0654688187506638,-0.104037115690907,-0.104037115690907,24,28,23,24,23.5,30
"ld0107","ld0107_1",1,-5.71228431308123,-5.50886211710576,-5.48614638158631,-5.39268541030194,-5.11482316423833,-4.79044634331861,0.45089015252989,0.188661489830889,0.267452456520801,0.45089015252989,0.267452456520801,0.188661489830889,28.5,26.5,22,26,26,24
"ld0107","ld0107_10",10,-5.74716430526297,-5.69790309214763,-4.44012628192329,-4.78108347963083,-4.65371337065947,-4.28530980829725,0.274579923814369,-0.059497971162887,0.408901243466458,-0.059497971162887,0.408901243466458,0.274579923814369,26,21.5,22,24,22,22.5
"ld0107","ld0107_2",2,-6.58050183371152,-5.39671859873629,-5.37540944826961,-5.31172971126149,-4.86577523877626,-4.46321751457829,0.408901243466458,0.0289003240858869,-0.000465832339038638,0.0289003240858869,-0.000465832339038638,0.408901243466458,26,24.5,32,24,24,25
"ld0107","ld0107_3",3,-4.75075750295843,-5.50925274182137,-5.77362656547041,-4.94494011402162,-5.17667512056593,-5.00185926632853,-0.0817389682386478,-0.284515529666022,-0.360836962208546,-0.0817389682386478,-0.360836962208546,-0.284515529666022,27,27,23,32,26,22
"ld0107","ld0107_4",4,-5.91680689748318,-6.22590820481264,-5.48243565650073,-5.35398421097797,-5.19186998174652,-5.05315576145522,0.101883857258418,0.181463073041441,0.181463073041441,0.366708173588878,0.366708173588878,0.101883857258418,32,30,24,24,26,24.5
"ld0107","ld0107_6",6,-5.78458437044012,-5.50434867110228,-5.58997881288267,-4.59111630602307,-4.91718757486812,-5.06498208777659,0.231727041952489,0.394859669299002,0.471808662319197,0.471808662319197,0.231727041952489,0.394859669299002,23.5,28,24,23,22,24
"ld0107","ld0107_7",7,-6.19094577249246,-5.73658421755024,-5.30335563734578,-5.06898611857528,-5.28533046263417,-4.71100125678407,0.174258679981658,0.45089015252989,0.45089015252989,0.174258679981658,0.408901243466458,0.408901243466458,24,23.5,30,22,24,24
"ld0107","ld0107_8",8,-5.65539381965222,-5.57562992209001,-5.50150658638745,-4.7427829245572,-4.93697859517956,-4.51518360597425,0.338465053646595,0.260319130231674,0.338465053646595,0.324308947828485,0.324308947828485,0.260319130231674,22.5,22,24,30,23,26
"ld0107","ld0107_9",9,-5.72172691744704,-5.07495223978348,-5.43465406178559,-5.07902666794776,-4.69503406385639,-4.57973443495936,-0.0373138322584054,-0.0447022455970994,-0.0447022455970994,-0.111482582421427,-0.111482582421427,-0.0373138322584054,21.5,32,22.5,22.5,28,26
"ld0111","ld0111_1",1,-5.38717743312991,-5.72734643691205,-5.21495187773891,-5.50227367595525,-5.12816589911593,-4.67430303155667,-0.437835612405437,-0.609676691922707,-0.437835612405437,-0.609676691922707,-0.633375452966432,-0.633375452966432,28,26,28,22,32,26
"ld0111","ld0111_10",10,-6.10864306552174,-6.17022238151059,-5.41756159422571,-5.46540436084363,-4.98612406380832,-5.05878469359922,-1.2649078963806,-1.41075487475698,-1.13822402687855,-1.41075487475698,-1.13822402687855,-1.2649078963806,26,22,22,24,22,22.5
"ld0111","ld0111_2",2,-5.847430006165,-5.62951060164924,-5.29930445355817,-4.77028400872287,-4.71045337130265,-4.15289134174876,-0.163780490688191,-0.445573188434875,-0.562472454351212,-0.445573188434875,-0.562472454351212,-0.163780490688191,26,25.5,32,24,24.5,26
"ld0111","ld0111_3",3,-5.47703215555592,-5.48091152049322,-4.5361687012049,-5.1237983371227,-4.60423522320205,-4.63871693854346,-0.712842042576433,-0.649210659809684,-0.570322017023104,-0.712842042576433,-0.570322017023104,-0.649210659809684,22.5,25.5,28,22,32,26
"ld0111","ld0111_4",4,-5.19444954440306,-5.19508393152309,-5.39241290432875,-5.32311387453535,-5.11101722350702,-5.0446394889706,-1.18867586051718,-0.720828873275605,-0.720828873275605,-0.857741918497038,-0.857741918497038,-1.18867586051718,32,30,23.5,24,26,24.5
"ld0111","ld0111_5",5,-5.96672159432129,-4.9741256564355,-5.9345085759804,-5.44519409912422,-5.10415222273699,-5.69688988323396,-0.414664194252828,-0.609676691922707,-0.657139112569601,-0.609676691922707,-0.414664194252828,-0.657139112569601,24,26.5,27,22,28,26
"ld0111","ld0111_6",6,-5.95973024889708,-5.69828312384338,-4.88406127924318,-5.15955070190618,-5.01310669549443,-4.07336550953864,-0.601791465626328,-0.69689040032341,-0.570322017023104,-0.570322017023104,-0.601791465626328,-0.69689040032341,25,28,24,24.5,22,25.5
"ld0111","ld0111_7",7,-5.91797285052733,-5.90013646716787,-5.33606887151642,-5.43426630766085,-5.15122116831005,-5.35716883632811,-0.898425026028292,-0.898425026028292,-0.898425026028292,-0.898425026028292,-0.78498954221726,-0.78498954221726,23.5,22.5,30,22,24,23.5
"ld0111","ld0111_8",8,-6.07097279762919,-5.9259315206548,-5.71276065819773,-5.50437472182501,-5.32669359031123,-4.96874631700441,-1.32466596489661,-1.48024626467679,-1.32466596489661,-1.34181555732042,-1.34181555732042,-1.48024626467679,22.5,22,24,30,24,26
"ld0111","ld0111_9",9,-5.85311020363115,-5.81336555949102,-5.76477082511388,-5.54602388260726,-5.37766754740697,-5.23014165551243,-1.3848384066868,-1.44543100858015,-1.52396268429857,-1.44543100858015,-1.52396268429857,-1.3848384066868,24,32,30,23.5,23,27.5
"ld0115","ld0115_1",1,-5.64784136810088,-5.70556796770064,-5.38768271194863,-4.88388273845747,-4.93826588951854,-4.67241957821867,1.60002977992662,1.40209809840556,1.46443810029207,1.60002977992662,1.46443810029207,1.40209809840556,26.5,25,22,26,25.5,24
"ld0115","ld0115_10",10,-5.7687668551743,-5.70466916765227,-5.23002863624364,-4.80735589517086,-4.98908184743799,-4.32490313699905,-0.445573188434875,-0.531145016204281,-0.445573188434875,-0.531145016204281,-0.445573188434875,-0.445573188434875,24,32,30,23,22.5,22
"ld0115","ld0115_2",2,-5.48704572312375,-5.02768369575641,-5.14222753951118,-4.78762547172336,-4.81545513955996,-5.13964441334489,1.65489418360572,1.44578307854202,1.53249877030267,1.53249877030267,1.44578307854202,1.65489418360572,25,24,22,24,24,26
"ld0115","ld0115_4",4,-5.48547644530653,-5.29029939655162,-5.14812617229104,-4.31349845780742,-4.34045046701369,-4.55716575900071,0.91970134693905,0.906463066809307,0.91970134693905,0.906463066809307,0.873278739784166,0.873278739784166,24.5,24,24,26,32,25
"ld0115","ld0115_5",5,-5.42299232201828,-5.34178452309342,-5.26731494662992,-5.05543503311296,-4.58601051043913,-5.14268721025744,0.998709701003173,0.893204560116881,0.685064276885822,0.893204560116881,0.998709701003173,0.685064276885822,23,25,23,22,28,26
"ld0115","ld0115_6",6,-5.66249582010714,-6.15274424477081,-5.02804506854964,-5.09077358133737,-4.23005521914762,-4.29294878098541,0.506561175495697,0.596271701908755,0.718974796561386,0.718974796561386,0.506561175495697,0.596271701908755,24,28,24,24,22,24
"ld0115","ld0115_7",7,-5.44431123711228,-5.77218091570908,-5.21562353007025,-5.37150825166235,-4.45159855949414,-5.06923723166838,0.345534456027045,-0.104037115690907,-0.163780490688191,-0.163780490688191,0.345534456027045,-0.104037115690907,25,22,28,24,24,23.5
"ld0115","ld0115_9",9,-5.54353271778435,-5.58762689592304,-4.97340613006878,-5.09620413023025,-4.37110141284475,-4.38303906701058,-0.0225558509087076,-0.186290726247462,-0.368506154879245,-0.186290726247462,-0.368506154879245,-0.0225558509087076,24,32,30,22,22,22.5
"ld0118","ld0118_2",2,-5.61621482741356,-4.81820685929734,-5.24253569998985,-5.01107544094667,-4.81504688249669,-4.80606178362511,1.28240391187672,1.45822421464018,1.46443810029207,1.46443810029207,1.28240391187672,1.45822421464018,32,30,23.5,23.8,26,30
"ld0118","ld0118_3",3,-5.87522296554843,-5.37752898633747,-5.27577555307361,-5.62267725472571,-5.24826000561168,-4.8667447123808,1.37075934660524,1.37075934660524,1.19313958825006,1.1094209557946,1.1094209557946,1.19313958825006,25,28,32,22,24,24
"ld0118","ld0118_4",4,-6.21351020133183,-5.33212009552064,-5.34882318160516,-6.19754844532874,-4.86099254545432,-4.81042691457656,1.23150821793048,1.25699337851569,1.23150821793048,1.23150821793048,1.25699337851569,1.23150821793048,24,27.5,24.5,25,22,26
"ld0118","ld0118_5",5,-5.41643963473727,-5.02258288314237,-5.36037257366383,-5.18919806398901,-4.85658487643794,-5.08807086580421,1.58779043947438,1.31406279756509,1.31406279756509,1.37703615768692,1.58779043947438,1.37703615768692,25,26,27.5,22,28,24.5
"ld0118","ld0118_6",6,-5.70918212657307,-4.90880116885084,-5.88253731973541,-5.74856134981343,-5.02879783906303,-4.74636204520723,0.718974796561386,0.718974796561386,0.873278739784166,0.873278739784166,1.12881245200276,1.12881245200276,32,25,28,24.5,22,24
"ld0118","ld0118_9",9,-5.71739186370526,-5.7371256305397,-5.42972598528074,-5.11554324551006,-5.06211434257713,-4.97398596103199,0.561877321003633,0.492676867026398,0.203040434201336,0.561877321003633,0.203040434201336,0.492676867026398,32,22.5,30,23,23,28
"ld0119","ld0119_1",1,-5.69601105055064,-5.45914760504035,-5.10455236972097,-5.36561553200366,-4.92387588634821,-4.89576596583218,0.520423304549056,0.394859669299002,0.520423304549056,0.394859669299002,0.366708173588878,0.366708173588878,28,25,28,22,32,25.5
"ld0119","ld0119_10",10,-4.88695395435291,-5.60725549000471,-5.34281046633688,-5.20428199897164,-5.29341022627904,-4.53464658000654,0.685064276885822,0.331389887382602,0.238883900867089,0.331389887382602,0.238883900867089,0.685064276885822,24,32,30,22.5,21.5,22.5
"ld0119","ld0119_2",2,-5.99740898029387,-5.61158996792977,-5.02499931446252,-5.07346695275274,-4.63280092314228,-4.64415938194355,0.623689389621414,-0.292117537109773,0.260319130231674,-0.292117537109773,0.260319130231674,0.623689389621414,26,27.5,32,24,26.5,27.5
"ld0119","ld0119_3",3,-5.05353773248987,-4.99879664822273,-5.19154009496301,-4.5215152104171,-4.48369034749097,-4.5800241152498,0.246034862081049,0.159831925300377,0.12365975561675,0.246034862081049,0.12365975561675,0.159831925300377,25.5,26.5,22.5,32,26,22
"ld0119","ld0119_4",4,-5.29188847621975,-5.07796346268456,-5.24157320516546,-4.69978233946948,-5.12422138052809,-5.13020292118911,-0.0817389682386478,-0.141328496424409,-0.0817389682386478,-0.141328496424409,-0.239042809320918,-0.239042809320918,23.5,23.5,24,26,32,23.5
"ld0119","ld0119_5",5,-5.69301910806954,-5.33402060926023,-5.6599026321222,-5.27875790606941,-4.90173842371813,-5.77197277543206,0.401883296507264,0.174258679981658,0.224564275601055,0.174258679981658,0.401883296507264,0.224564275601055,24,25.5,23,22,28,26
"ld0119","ld0119_6",6,-5.09915229487784,-5.39618381081416,-5.57141826292236,-4.56098336285844,-4.36157935246724,-4.79968765145889,0.373754614042706,0.295927267770882,0.295927267770882,0.54117506639251,0.54117506639251,0.373754614042706,32,28,24,23.5,24,24
"ld0119","ld0119_7",7,-5.56692805939223,-5.65128689829935,-5.02598890993731,-5.27621581517651,-4.80214721145593,-5.32311346449283,0.0215680964066713,-0.111482582421427,-0.178780824487466,-0.178780824487466,0.0215680964066713,-0.111482582421427,23,22,28,23.5,24,23.5
"ld0119","ld0119_9",9,-5.4906196858582,-5.186740929818,-5.17984034953021,-5.31136167481686,-4.79175124158051,-5.02915518345263,0.0508599079904245,-0.059497971162887,-0.059497971162887,-0.0225558509087076,-0.0225558509087076,0.0508599079904245,24.5,32,23,23.5,28,26
"ld0128","ld0128_10",10,-6.02814222451938,-5.84672786884131,-5.98887191089564,-5.46921008206383,-4.86023612811991,-4.99479787078214,-0.980367947877414,-0.963917344008403,-0.8253322041025,-0.963917344008403,-0.8253322041025,-0.980367947877414,26,23,22,24,22,23
"ld0128","ld0128_2",2,-5.63158191331158,-5.56537832322732,-5.1457456469083,-5.13987636048928,-4.96607893699562,-4.48450357849068,0.345534456027045,-0.000465832339038638,0.145381146037341,0.145381146037341,-0.000465832339038638,0.345534456027045,25,23,22,23,24,26
